CMPLNT_NUM,MUNIMETER_ID,DIST_MUNI
174401966,1503041,8.028953657
174567800,3383013,1532.315003
174766676,3063028,37.89395655
174898776,1473014,7.292268598
174932890,1264911,11.13335586
175014107,1228426,121.5863734
175248148,1503041,8.028953657
175286502,2203025,1467.17321
175573992,1289724,131.0399991
175627667,1013027,30.93353971
175872066,4512438,334.2657682
176014363,5053303,561.2276427
176055415,1433890,84.38229958
176250805,1264947,16.0043857
176366954,3043222,10.1169123
176684906,3013644,50.71871621
176895184,3013644,50.71871621
177183808,4233119,344.0554249
177286663,3123082,503.3878248
177693097,4061164,1233.592837
177746460,3383104,846.6996395
177822500,1503024,125.9516614
177869546,4122377,91.41326809
177931472,1433787,107.5923435
177941283,1228490,6.995797567
178096318,1433885,23.86022197
178347508,3441586,6.979144602
178521595,1503044,42.33257914
178533602,1263075,491.5086455
178972136,4173076,239.1991646
178984661,2243031,29.59825808
179020343,1443289,11.25905276
179025405,3179760,124.0840496
179075352,1013012,60.07370845
179083828,1058392,70.54397866
179120985,4061126,158.5336602
179325790,5053318,3249.773306
179374737,1443227,88.37450116
179471450,3183049,414.732488
179545883,3583001,1103.638508
179549175,2143008,490.2469154
179614409,4483119,135.4681525
180081058,1453226,66.49281163
180146473,5053333,416.896021
180509163,2063003,9.494014342
180555052,1083065,7.047428036
180578078,4253115,918.6127084
180636353,1058375,11.19076224
180924326,3133008,222.1203068
181024043,1208029,11.98314933
181071427,3033049,361.2534746
181223833,2023005,16.78395869
181226400,4122385,78.46758793
181484480,1483041,16.79579912
181497233,1473124,10.74786847
181648591,1443227,88.37450116
181665673,5043069,2640.675114
181756850,1443227,88.37450116
181820456,1443304,10.78596594
181851105,3373012,161.1916974
181911621,3093008,11.08606016
181949437,4152142,38.19642566
182176545,3403036,13.30299041
182346471,1433094,22.45176345
182706327,3033002,1502.05639
182752856,4093101,9.803241932
182771747,2073076,140.7892918
182988328,4163126,14.36541646
183032884,3403055,36.17800289
183417794,4353050,403.7035184
183417794,4523024,403.7035184
183567251,2203022,246.5594164
183576809,3123127,40.34088205
183779358,3213030,548.5646347
183865965,3193054,68.73377294
183883569,4081874,46.23452428
184078115,3013080,244.9552328
184574064,2043001,32.16361107
184661786,3013651,83.91368563
184685504,4173003,265.6709937
185082202,1083035,42.00175526
185196134,3602999,218.9439765
185336917,1013027,30.93353971
185421330,4203051,6.165854437
185512350,4303061,29.23585352
185713918,1443235,76.46587996
185927958,3033005,660.6094428
185970150,1369631,124.5287892
185987168,4152137,104.2113823
186004728,2173017,162.7957696
186019915,1033116,132.2535759
186051620,4413120,6.762676559
186178220,1443634,20.51226613
186266640,3493023,166.429985
186438808,5053303,147.1208726
186453694,2053038,173.8934122
186896000,2243008,743.1426378
187037451,1083041,25.27717303
187060380,3383014,10.26415109
187446097,4163121,6.154591763
187448725,4723008,10.84791066
187624665,3403120,333.6099085
188558761,2033023,885.8005296
188642171,3283022,515.5842264
189679851,4413043,40.01948227
189899660,1369636,399.3078025
189952117,2293048,149.7899751
189955934,1443989,6.022051404
190047330,1443935,66.26535114
190088460,4081931,25.16648977
190128211,2083049,14.20462861
190130557,3123076,269.3579769
190296946,4081873,194.3779664
190790242,4013031,31.29242334
191063358,5043051,361.4534202
191341335,3063159,357.5332383
191372905,3423032,353.2943455
191381010,2043032,75.05162096
191385108,4173106,111.3443772
191399510,3383013,1532.315003
191582104,1433718,9.854949259
191628637,2203025,858.8753787
191822686,2083016,401.9681688
192116692,2323244,152.7341084
192476119,4211719,978.1752763
192644982,3029748,139.3115053
192711198,4413043,40.01948227
192900631,1473071,114.6245291
193128527,3253015,675.4578316
193190082,1109646,160.7003884
193639643,1433721,11.74321124
193711958,3333088,942.7730973
194232924,4173108,45.63556517
194273504,1208028,11.08817123
194409393,1218212,8.496927272
194670797,3123021,7.361062125
194720880,2033023,885.8005296
194779591,5053302,485.5839136
195272936,5063001,1428.334345
195431122,2053016,8.526845292
195639170,1403077,12.6255191
195760990,5053318,3034.086743
195800273,3373003,32.86027984
195925465,1443227,88.37450116
196227109,4391235,514.8263222
196471569,4033056,32.43141237
196638858,3583001,266.7480301
196812748,5053313,796.7993049
197073168,1058403,9.623336468
197125786,1243115,13.63492135
197280494,3303045,556.2861069
197346174,3063115,85.37380404
197583343,4013085,70.90115714
197855118,1389708,34.13146777
197865031,3373016,185.3072166
197919034,4263035,246.0549641
198448503,3383013,1532.315003
198751252,4413147,149.2580048
199001855,1083041,25.27717303
199058915,1023018,105.7544456
199066023,4413065,200.140782
199112315,1443935,66.26535114
199400384,2033026,280.3604465
199400608,2203046,614.3540788
199482600,4233031,109.9741137
199549283,1243126,18.09276395
199805689,1113045,61.53374067
200072986,1443318,11.22277533
200152855,3193080,619.1537899
200256694,4061126,158.5336602
200591985,2203043,739.1243819
200598560,2013162,17.31511704
200660385,3193074,349.8081397
200683901,4123030,6.450097609
200866710,4483121,852.281283
201075557,4061139,69.72772794
201293054,3149798,11.31557518
201426629,3333060,198.1689301
201504270,4513022,140.9893872
201838944,1453226,66.49281163
202067439,2043036,662.3143575
202078282,3033045,54.06876422
202523123,1033033,9.642305757
203102754,3333056,10.22317709
203346425,1263020,14.38249336
203401191,3283038,12.7953021
203880853,1023173,134.5072456
204282260,1403069,11.04317574
204393651,2353001,141.6140155
204513750,2203022,246.5594164
204575877,3249901,63.89499955
204656848,3283010,221.8832992
204837593,3253015,675.4578316
204855030,5053353,419.8226771
205159190,4243127,375.7069126
205184456,3013002,149.7241579
205191528,2073069,301.1042323
205287215,3163091,52.95718688
205325460,2043040,752.447525
205421783,1133100,60.48151488
205461384,4313056,55.29187751
205487118,1473030,10.05217083
205496454,1453231,27.29326166
205503051,3043167,512.6089673
205592344,2083015,6.317491803
205723339,2173034,161.8815536
205762387,1433030,4.294887915
205803775,4061289,113.9405685
205830559,2203023,741.8796277
205897650,1038133,12.67746486
206123979,2203038,986.379619
206210189,3223031,292.5721149
206226184,1443227,88.37450116
206384242,4353003,88.95252841
206407341,3593005,267.4145211
206437829,1243091,17.74155981
206623030,2083091,372.4431647
206741947,3149798,11.31557518
206767068,3051316,76.76682928
206913017,1393017,142.9407823
206916570,3573012,21.41157421
206932706,1289733,293.313735
207048067,2013174,54.85261559
207149275,4483120,248.7004851
207191156,2203043,376.1951991
207227250,1443253,10.99422982
207444543,1283006,10.38316015
207531014,4101295,5.703094141
207617616,3093008,11.08606016
207623192,5053350,3021.261935
207757553,4413090,7.818231193
207938861,1218190,26.08496904
208007065,3573013,59.63228765
208071888,2063012,608.998586
208144293,4063139,43.39920352
208171193,3383003,292.2328888
208328049,3033041,554.0662362
208362009,1013027,30.93353971
208415826,4103011,352.9195156
208425589,2043002,11.01997312
208441230,1443228,16.13419313
208570579,1133086,61.51417797
208692125,4443171,9.840352013
208717107,1109649,309.5211376
208966769,4483128,783.4671092
208993542,4443076,19.74661245
209046398,3533001,111.8024167
209263884,1443976,59.54910747
209278874,2203028,709.824308
209279493,5033026,292.2027696
209307103,1228437,283.8971349
209334553,1023111,3.438084666
209620831,1403004,17.29554761
209908025,1023165,15.58999131
209955948,4233078,81.62797655
210075497,2162844,64.54903714
210084771,2293010,128.6232651
210196903,2073078,156.2679909
210244197,4522513,30.54430307
210376170,2213017,69.38823571
210426357,4152084,41.5990265
210511703,1443345,50.23130154
210555714,2013139,26.30515607
210589886,4413043,40.01948227
210814988,2023035,29.8450522
211075184,2293056,357.887172
211098591,3631596,167.3077234
211175897,4283155,235.248275
211203862,4483121,537.2905764
211303867,1228464,6.525995606
211486770,3253025,185.5871901
211495688,4512477,193.2026625
211501470,1228491,96.3291557
211577472,3583019,209.0641715
211772386,1409967,11.44256197
211807288,4393002,347.9891874
211865297,4213013,31.78419757
211874426,5033015,1101.978452
212229391,1419994,9.069031693
212283248,3533001,209.8323037
212569429,3373016,8.594580435
212809358,4072181,15.20305373
212967310,3043071,16.28965604
212980334,4323126,65.64876486
213410734,1453306,13.59317242
213448810,1389715,9.274951951
213610100,3063028,145.7764343
213738892,1043011,11.83308343
213781473,1353002,80.01154736
213790187,4152103,62.02964754
213938473,3179373,234.2492803
213944864,4493119,98.37058712
214094906,3043224,10.08691549
214194854,1483043,111.7238686
214366635,3013014,432.8219516
214475385,1353037,125.0788967
214664313,1238216,105.8359925
214698588,2021625,97.1131972
214860638,3183025,22.50654311
214985587,3223012,181.6941669
215075877,2293040,71.48917752
215617356,3543056,331.2747785
215698275,4413043,40.01948227
215792039,4233179,270.9459209
215875681,3043222,10.1169123
215910126,1473097,138.3923052
216151258,3053010,8.848798337
216170257,2023002,250.5395013
216323182,3193075,600.0192086
216380276,4233053,78.14276371
216709102,1208029,11.98314933
216772450,2243012,109.6022272
216864817,2162845,663.6694592
217001107,3073092,2.057898425
217350458,1443314,61.42722007
217521683,4173025,47.63384838
217644799,4063002,38.06030428
217762085,2013024,114.0298646
217898243,2013006,11.13384596
218417324,3213030,418.3516015
218444118,1228424,308.8051976
218458528,2263004,19.01662659
218701769,3043167,284.897982
218886848,1228439,8.962423811
218960492,3249878,10.20343538
218974264,3043128,192.9130918
219037790,4863001,341.8084146
219072658,4512492,10.77168362
219150459,3403118,297.6119002
219697852,1193044,8.668277634
219737828,4343114,47.27528689
219778277,3433001,581.5995623
219965270,4233173,193.5682263
220050540,1443298,14.6788483
220119476,1443191,86.05449695
220147110,1218160,10.16542737
220186655,1363001,438.9009287
220463406,2053005,202.9122915
220604127,4413046,20.69092106
220833631,3403120,475.6628899
220895940,2013006,11.13384596
220968432,3163022,513.5277692
221036005,1503003,41.6526029
221380780,2073018,137.0284409
221540479,4263035,386.7103866
221804364,5043068,190.0337859
222140828,1208046,273.6209634
222483871,3013536,286.611215
222772122,3253012,295.2942971
222849632,2033002,628.2918343
222985941,1259668,156.2221158
223148082,4061158,193.0201043
223186723,2193007,310.0273528
223211277,3193074,1178.425947
223231326,2083005,135.0952284
223382847,3233028,210.4692067
223449625,2143008,151.6777119
223772061,1443177,83.36707134
223798930,1503050,257.7815522
223918122,5043059,828.9479702
224077331,4293061,15.23980907
224261310,3063187,145.1391123
224388056,3083059,11.41801549
224449108,1218160,10.16542737
224451062,1143029,55.40782859
224493281,1393019,116.5359037
224920843,4072220,7.438124826
225048924,1218209,83.81008353
225129441,3383130,324.7274948
225134908,1083091,8.126991248
225158427,2143008,286.0036772
225359763,1013027,30.93353971
225451615,3123084,7.346978842
225573877,3213029,8.329360839
225833161,1403039,26.84034337
225916701,3433001,692.8165763
226035873,4463046,241.9937825
226351385,4093101,9.803241932
226550652,3193052,716.4173442
226601559,1433094,22.45176345
226627290,1403030,52.87009172
226636603,4053095,246.479253
226690659,1403145,112.5337064
226731332,5063001,4797.179659
226843338,3303042,44.64992004
226911596,3373004,116.8095042
226929367,3623030,32.08950478
226929367,4293151,32.08950478
227063913,1019681,20.70023558
227104883,2043001,32.16361107
227786577,2131173,6.741944269
227935643,4522526,372.0964377
228046822,4433050,323.7869465
228074832,2193004,74.86231917
228294708,2063012,608.998586
228352897,3283043,4.433975396
228370313,1323045,139.6144965
228424734,3163113,22.07289569
228549887,1403073,9.905203619
228611819,1393023,62.82394439
228636401,2063011,280.5408752
228734924,3423040,7.285915129
228801750,3393018,117.0799094
229001314,1443928,14.78407462
229125382,3029745,13.02647759
229303310,1453307,10.74605861
229310746,4313013,9.92861583
229326493,3463046,8.528483821
229570499,3249883,215.4254163
229622143,3393035,81.78670716
229877298,3383006,26.53058777
230102288,2013139,26.30515607
230108782,1058315,75.53183814
230293509,3033039,866.0427517
230373351,4081884,87.72942909
230471109,3083066,163.167157
230589302,1058403,138.8213122
230971249,2343001,113.0482071
231005574,2013127,86.48301983
231032095,3063196,117.6642218
231303301,4101290,42.61624057
231452235,2203028,661.7059015
231558341,3131543,18.72132641
231566388,4061124,150.8610952
