wkt_geom_WIFI,CMPLNT_NUM,WIFI_ID,DIST_WIFI
"MultiPoint ((-73.96467278999999451 40.62483062999999817),(-73.96031449280874881 40.625893307187809))",609946951,323,387.1763005
"MultiPoint ((-73.96539989000000048 40.62596718999999723),(-73.96031449280874881 40.625893307187809))",626878419,323,430.3488423
"MultiPoint ((-73.96031449280874881 40.625893307187809),(-73.95904697999999655 40.62300895999999995))",648904908,323,337.7748052
"MultiPoint ((-73.96070065000000682 40.61651811000000123),(-73.96031449280874881 40.625893307187809))",661523975,323,1041.596336
"MultiPoint ((-73.96031449280874881 40.625893307187809),(-73.95904697999999655 40.62300895999999995))",725144517,323,337.7748052
"MultiPoint ((-73.96031449280874881 40.625893307187809),(-73.95998577000000296 40.62534510999999782))",735146400,323,66.92824252
"MultiPoint ((-73.96223489000000484 40.6295728500000024),(-73.96031449280874881 40.625893307187809))",772188176,323,439.7206001
"MultiPoint ((-73.96596562999999946 40.61858387000000192),(-73.96031449280874881 40.625893307187809))",802958355,323,942.0606717
"MultiPoint ((-73.96031449280874881 40.625893307187809),(-73.95616773999999793 40.6245422399999967))",806450851,323,381.5884838
"MultiPoint ((-73.96031449280874881 40.625893307187809),(-73.95998577000000296 40.62534510999999782))",835587033,323,66.92824252
"MultiPoint ((-73.96467278999999451 40.62483062999999817),(-73.96031449280874881 40.625893307187809))",846551479,323,387.1763005
"MultiPoint ((-73.96031449280874881 40.625893307187809),(-73.95721249000000341 40.63005692000000124))",879109492,323,531.6506469
"MultiPoint ((-73.98454684522840807 40.77350699119269706),(-73.98359922000000211 40.7736286700000008))",712615560,324,81.13396521
"MultiPoint ((-73.88723950895271742 40.68068710695389001),(-73.8853565299999957 40.68075054999999907))",169513181,325,159.3426234
"MultiPoint ((-73.89275904999999511 40.68037342000000223),(-73.88723950895271742 40.68068710695389001))",179545883,325,467.9210166
"MultiPoint ((-73.88723950895271742 40.68068710695389001),(-73.88327031999999406 40.68205222000000276))",282020689,325,368.2052958
"MultiPoint ((-73.88723950895271742 40.68068710695389001),(-73.88508753000000695 40.67784355999999946))",345830475,325,364.4304456
"MultiPoint ((-73.88723950895271742 40.68068710695389001),(-73.88333815999999388 40.68037248000000261))",395282750,325,331.6658691
"MultiPoint ((-73.88723950895271742 40.68068710695389001),(-73.8838785899999948 40.68059260999999793))",405488254,325,284.3257027
"MultiPoint ((-73.89028586999999959 40.68249279999999857),(-73.88723950895271742 40.68068710695389001))",530213183,325,326.3925994
"MultiPoint ((-73.89287659000000019 40.68126832000000093),(-73.88723950895271742 40.68068710695389001))",563325007,325,480.9070512
"MultiPoint ((-73.88723950895271742 40.68068710695389001),(-73.88687335999999561 40.67924242000000135))",955869221,325,163.3882254
"MultiPoint ((-73.88723950895271742 40.68068710695389001),(-73.88350287000000094 40.68102316000000229))",991195414,325,318.0909574
"MultiPoint ((-73.73964256906288028 40.69477729160134061),(-73.73795991999999444 40.69446650999999804))",303554326,326,146.3488148
"MultiPoint ((-73.73968417000000386 40.6998803800000033),(-73.73964256906288028 40.69477729160134061))",342796526,326,566.6989853
"MultiPoint ((-73.74273592000000122 40.69596494999999692),(-73.73964256906288028 40.69477729160134061))",427098200,326,292.8353136
"MultiPoint ((-73.74871772000000192 40.69239349000000061),(-73.73964256906288028 40.69477729160134061))",433800499,326,811.4572053
"MultiPoint ((-73.73964256906288028 40.69477729160134061),(-73.73701280000000224 40.69139294000000007))",473133406,326,436.6380678
"MultiPoint ((-73.73964256906288028 40.69477729160134061),(-73.72864122000000009 40.69100844999999822))",562310782,326,1019.727425
"MultiPoint ((-73.74330759000000057 40.70296815999999751),(-73.73964256906288028 40.69477729160134061))",627292941,326,960.8773672
"MultiPoint ((-73.73978207000000396 40.70344057999999876),(-73.73964256906288028 40.69477729160134061))",674861162,326,962.1139293
"MultiPoint ((-73.73964256906288028 40.69477729160134061),(-73.73710423999999364 40.70478493000000242))",950123514,326,1131.84606
"MultiPoint ((-73.97236458000000425 40.59708284999999961),(-73.97180844633280117 40.59054439000408365))",122984438,327,727.5948106
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.96624131000000091 40.58629141000000118))",174766676,327,667.2049733
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.9658985199999961 40.58778722000000272))",213610100,327,586.5570032
"MultiPoint ((-73.97617694000000199 40.59985320999999914),(-73.97180844633280117 40.59054439000408365))",215617356,327,1097.858007
"MultiPoint ((-73.97320573999999738 40.58273324000000315),(-73.97180844633280117 40.59054439000408365))",244722064,327,875.4254507
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.97072710000000484 40.60317040999999705))",307979389,327,1405.055122
"MultiPoint ((-73.97827562999999884 40.59097419999999801),(-73.97180844633280117 40.59054439000408365))",322394391,327,549.5457745
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.97147938999999894 40.58717116999999774))",336513888,327,375.6168593
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.96907559999999648 40.58447515000000294))",343648696,327,712.5683927
"MultiPoint ((-73.97467889000000696 40.59038333000000165),(-73.97180844633280117 40.59054439000408365))",368493520,327,243.6512464
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.96624131000000091 40.58629141000000118))",525297428,327,667.2049733
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.96624131000000091 40.58629141000000118))",533933963,327,667.2049733
"MultiPoint ((-73.97908871999999292 40.5930247200000025),(-73.97180844633280117 40.59054439000408365))",550848814,327,675.0379792
"MultiPoint ((-73.97318185999999685 40.5973932099999999),(-73.97180844633280117 40.59054439000408365))",592347119,327,769.3691158
"MultiPoint ((-73.97745793999999364 40.59206372999999957),(-73.97180844633280117 40.59054439000408365))",810155030,327,507.1327806
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.96484012000000519 40.58756182999999851))",811003692,327,676.5244326
"MultiPoint ((-73.97827562999999884 40.59097419999999801),(-73.97180844633280117 40.59054439000408365))",815957174,327,549.5457745
"MultiPoint ((-73.97180844633280117 40.59054439000408365),(-73.97161482999999293 40.59039907999999741))",817887333,327,23.00037568
"MultiPoint ((-73.82691580962688249 40.7711255247334563),(-73.82579692999999565 40.76560151999999704))",140383592,328,620.6685879
"MultiPoint ((-73.82691580962688249 40.7711255247334563),(-73.82656715999999619 40.77065027999999813))",201075557,328,60.42924939
"MultiPoint ((-73.83352888000000291 40.76876940999999732),(-73.82691580962688249 40.7711255247334563))",235029476,328,616.5887244
"MultiPoint ((-73.83449783999999738 40.77110110000000276),(-73.82691580962688249 40.7711255247334563))",247418271,328,640.1229362
"MultiPoint ((-73.82691580962688249 40.7711255247334563),(-73.82562762999999961 40.77235609000000238))",279734601,328,174.6473947
"MultiPoint ((-73.82994711999999993 40.78167271000000227),(-73.82691580962688249 40.7711255247334563))",312850652,328,1198.889512
"MultiPoint ((-73.82994711999999993 40.78167271000000227),(-73.82691580962688249 40.7711255247334563))",320159207,328,1198.889512
"MultiPoint ((-73.83320596999999452 40.76797023000000308),(-73.82691580962688249 40.7711255247334563))",408793390,328,636.2416888
"MultiPoint ((-73.82691580962688249 40.7711255247334563),(-73.82444101999999475 40.77600754000000194))",677125878,328,581.0099823
"MultiPoint ((-73.82691580962688249 40.7711255247334563),(-73.82105061999999407 40.78140671999999967))",695858908,328,1244.462767
"MultiPoint ((-73.82691580962688249 40.7711255247334563),(-73.81981777999999395 40.77930506999999949))",766022583,328,1088.179648
"MultiPoint ((-73.82691580962688249 40.7711255247334563),(-73.82186801999999659 40.77415638000000087))",883191253,328,543.036723
"MultiPoint ((-73.82691580962688249 40.7711255247334563),(-73.82579692999999565 40.76560151999999704))",948392798,328,620.6685879
"MultiPoint ((-73.83416554999999448 40.75231007000000005),(-73.82888468513289126 40.75777406826377813))",179120985,329,753.0218812
"MultiPoint ((-73.83416554999999448 40.75231007000000005),(-73.82888468513289126 40.75777406826377813))",200256694,329,753.0218812
"MultiPoint ((-73.83452119999999752 40.75443502000000251),(-73.82888468513289126 40.75777406826377813))",205803775,329,603.3588674
"MultiPoint ((-73.83416554999999448 40.75231007000000005),(-73.82888468513289126 40.75777406826377813))",273424179,329,753.0218812
"MultiPoint ((-73.82930403000000297 40.75786657999999818),(-73.82888468513289126 40.75777406826377813))",305796759,329,36.87063952
"MultiPoint ((-73.82888468513289126 40.75777406826377813),(-73.82805573000000265 40.75482903000000334))",415131382,329,334.4517129
"MultiPoint ((-73.83282293999999979 40.75372990999999701),(-73.82888468513289126 40.75777406826377813))",457668546,329,558.830356
"MultiPoint ((-73.82888468513289126 40.75777406826377813),(-73.82805573000000265 40.75482903000000334))",607838931,329,334.4517129
"MultiPoint ((-73.82888468513289126 40.75777406826377813),(-73.82753655000000492 40.75739459999999781))",610897698,329,121.3891699
"MultiPoint ((-73.82930403000000297 40.75786657999999818),(-73.82888468513289126 40.75777406826377813))",649258679,329,36.87063952
"MultiPoint ((-73.82896307000000036 40.75710578000000339),(-73.82888468513289126 40.75777406826377813))",664357492,329,74.5074833
"MultiPoint ((-73.83394337000000007 40.75166748000000183),(-73.82888468513289126 40.75777406826377813))",752112271,329,801.4682566
"MultiPoint ((-73.75671961000000465 40.7289463600000019),(-73.75568167109337026 40.7344862637440599))",575497642,330,621.4160899
"MultiPoint ((-73.75568167109337026 40.7344862637440599),(-73.7506781799999942 40.7399783799999966))",638049986,330,742.0186418
"MultiPoint ((-73.75568167109337026 40.7344862637440599),(-73.74712214000000188 40.73562840000000307))",994039489,330,734.0737975
"MultiPoint ((-73.809879884261548 40.73303424164211606),(-73.80618495999999595 40.73044555999999972))",142395785,332,424.3396067
"MultiPoint ((-73.81475527999999997 40.73655303999999688),(-73.809879884261548 40.73303424164211606))",219072658,332,567.7126846
"MultiPoint ((-73.809879884261548 40.73303424164211606),(-73.80934406999999453 40.73226238000000166))",265909421,332,96.93105286
"MultiPoint ((-73.81056395999999609 40.73469075999999944),(-73.809879884261548 40.73303424164211606))",283737296,332,192.8169649
"MultiPoint ((-73.81102013000000284 40.72906474999999915),(-73.809879884261548 40.73303424164211606))",299331688,332,451.2083876
"MultiPoint ((-73.809879884261548 40.73303424164211606),(-73.80030435999999838 40.73384999999999678))",334746274,332,813.9323216
"MultiPoint ((-73.81056395999999609 40.73469075999999944),(-73.809879884261548 40.73303424164211606))",437221409,332,192.8169649
"MultiPoint ((-73.809879884261548 40.73303424164211606),(-73.80854935000000694 40.72002215999999919))",465744686,332,1449.33929
"MultiPoint ((-73.809879884261548 40.73303424164211606),(-73.80846956999999975 40.72016475000000213))",468162186,332,1434.097322
"MultiPoint ((-73.81471136000000399 40.73418149999999827),(-73.809879884261548 40.73303424164211606))",474726723,332,427.5520122
"MultiPoint ((-73.809879884261548 40.73303424164211606),(-73.80854935000000694 40.72002215999999919))",605772575,332,1449.33929
"MultiPoint ((-73.81076486999999986 40.73128484000000071),(-73.809879884261548 40.73303424164211606))",762828032,332,208.1568999
"MultiPoint ((-73.81094491000000346 40.72632810000000347),(-73.809879884261548 40.73303424164211606))",882625975,332,750.123427
"MultiPoint ((-73.81090892000000281 40.73011307000000158),(-73.809879884261548 40.73303424164211606))",945067488,332,335.837704
"MultiPoint ((-73.81090892000000281 40.73011307000000158),(-73.809879884261548 40.73303424164211606))",990339845,332,335.837704
"MultiPoint ((-73.81090892000000281 40.73011307000000158),(-73.809879884261548 40.73303424164211606))",993740914,332,335.837704
"MultiPoint ((-73.809879884261548 40.73303424164211606),(-73.7995155499999953 40.73218255999999826))",998322400,332,880.6132828
"MultiPoint ((-73.91801277000000425 40.87853942000000274),(-73.9146700145913087 40.88627337734910583))",170758170,333,903.8994341
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.91034562000000108 40.88459673999999922))",178984661,333,409.2691796
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.9109197800000004 40.88794021999999728))",368104656,333,366.2797645
"MultiPoint ((-73.9169948499999947 40.88286432999999676),(-73.9146700145913087 40.88627337734910583))",377163720,333,426.2817541
"MultiPoint ((-73.91684788000000594 40.8876125299999984),(-73.9146700145913087 40.88627337734910583))",382004539,333,236.2329919
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.90755244000000346 40.89070696000000282))",650865423,333,776.0357191
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.91284297999999353 40.88583101999999769))",758709972,333,161.6285088
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.90797021999999572 40.89198906000000022))",805131132,333,849.5291896
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.91093343999999377 40.88584328999999684))",883959451,333,318.5194633
"MultiPoint ((-73.91801277000000425 40.87853942000000274),(-73.9146700145913087 40.88627337734910583))",914517489,333,903.8994341
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.909335420000005 40.88813386000000349))",918282693,333,494.792913
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.9139814800000039 40.88638355999999874))",929947920,333,59.30539359
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.91456856000000641 40.88263200000000097))",950406680,333,404.471449
"MultiPoint ((-73.9146700145913087 40.88627337734910583),(-73.90950888000000418 40.88557869000000267))",998923797,333,441.7689912
"MultiPoint ((-73.75379666999999984 40.67925970000000291),(-73.74567356126445361 40.67695272804687079))",143222853,334,732.9804926
"MultiPoint ((-73.74831611000000464 40.68319483999999875),(-73.74567356126445361 40.67695272804687079))",156648304,334,728.2834374
"MultiPoint ((-73.74567356126445361 40.67695272804687079),(-73.73647986999999659 40.67477753000000007))",182988328,334,813.9571372
"MultiPoint ((-73.74567356126445361 40.67695272804687079),(-73.73911191999999915 40.67561795000000302))",187446097,334,574.217502
"MultiPoint ((-73.74567356126445361 40.67695272804687079),(-73.74528653999999506 40.6768230200000005))",231587541,334,35.75061523
"MultiPoint ((-73.75478470000000186 40.68019504000000097),(-73.74567356126445361 40.67695272804687079))",421256893,334,850.2746366
"MultiPoint ((-73.74567356126445361 40.67695272804687079),(-73.73358446999999671 40.67580565000000092))",669720281,334,1029.983554
"MultiPoint ((-73.74567356126445361 40.67695272804687079),(-73.74441887999999778 40.67651094000000001))",802185090,334,116.8723614
"MultiPoint ((-73.95197616000000096 40.6924354699999995),(-73.95128349802153878 40.69162308733464783))",107588663,335,107.5466983
"MultiPoint ((-73.9529516099999995 40.69495556999999764),(-73.95128349802153878 40.69162308733464783))",345549447,335,396.0153856
"MultiPoint ((-73.95197616000000096 40.6924354699999995),(-73.95128349802153878 40.69162308733464783))",754044348,335,107.5466983
"MultiPoint ((-73.78323908999999503 40.74211929999999882),(-73.78227404721558003 40.7415435746313932))",271518046,336,103.5924792
"MultiPoint ((-73.79287942999999927 40.74051213999999987),(-73.78227404721558003 40.7415435746313932))",638615661,336,903.0624065
"MultiPoint ((-73.78374820999999883 40.73535990999999967),(-73.78227404721558003 40.7415435746313932))",638918784,336,697.8870535
"MultiPoint ((-73.78714703999999358 40.73544309999999768),(-73.78227404721558003 40.7415435746313932))",657104748,336,792.6911328
"MultiPoint ((-73.785092039999995 40.73601019000000178),(-73.78227404721558003 40.7415435746313932))",768279826,336,658.9667509
"MultiPoint ((-73.78227404721558003 40.7415435746313932),(-73.77862041999999576 40.74956527999999878))",972560189,336,942.7348196
"MultiPoint ((-73.96780144999999607 40.57632548000000128),(-73.96677487617149893 40.57610774698186162))",224388056,337,90.22190313
"MultiPoint ((-73.96677487617149893 40.57610774698186162),(-73.9616101499999985 40.5757910800000019))",230471109,337,438.719701
"MultiPoint ((-73.96677487617149893 40.57610774698186162),(-73.96649847999999849 40.5760368999999983))",314613389,337,24.68995864
"MultiPoint ((-73.96677487617149893 40.57610774698186162),(-73.9619043400000038 40.57751765999999805))",421990425,337,441.1130061
"MultiPoint ((-73.96677487617149893 40.57610774698186162),(-73.96010058999999615 40.57790407000000243))",457461298,337,599.2887225
"MultiPoint ((-73.96677487617149893 40.57610774698186162),(-73.96010058999999615 40.57790407000000243))",590276544,337,599.2887225
"MultiPoint ((-73.97232556000000159 40.57826723000000158),(-73.96677487617149893 40.57610774698186162))",621111133,337,527.6223046
"MultiPoint ((-73.96746801999999832 40.58095586999999682),(-73.96677487617149893 40.57610774698186162))",790774734,337,541.5529167
"MultiPoint ((-73.96677487617149893 40.57610774698186162),(-73.95861005999999804 40.57820820999999967))",811916026,337,729.6075745
"MultiPoint ((-73.78611227999999755 40.75316408999999851),(-73.78430296366649088 40.75754567961284636))",211175897,338,509.9966883
"MultiPoint ((-73.78896319999999776 40.75786836000000335),(-73.78430296366649088 40.75754567961284636))",242188759,338,395.1502409
"MultiPoint ((-73.7877706499999988 40.76396500999999972),(-73.78430296366649088 40.75754567961284636))",525970003,338,770.6543676
"MultiPoint ((-73.78582376999999326 40.76880589000000299),(-73.78430296366649088 40.75754567961284636))",612683669,338,1257.01492
"MultiPoint ((-73.84486436000000253 40.89606872000000237),(-73.84083712785492537 40.88889489584641979))",144025986,339,865.9430056
"MultiPoint ((-73.84250550999999518 40.88864663999999749),(-73.84083712785492537 40.88889489584641979))",304833792,339,143.2826854
"MultiPoint ((-73.84486436000000253 40.89606872000000237),(-73.84083712785492537 40.88889489584641979))",458048420,339,865.9430056
"MultiPoint ((-73.84331297999999322 40.88824701000000061),(-73.84083712785492537 40.88889489584641979))",650557299,339,220.7130602
"MultiPoint ((-73.84360413999999651 40.88900768999999968),(-73.84083712785492537 40.88889489584641979))",831857266,339,233.5295442
"MultiPoint ((-73.84724640000000306 40.88733280999999664),(-73.84083712785492537 40.88889489584641979))",844934696,339,567.328229
"MultiPoint ((-73.84727175999999815 40.8873136300000013),(-73.84083712785492537 40.88889489584641979))",916524226,339,570.0161517
"MultiPoint ((-73.84083712785492537 40.88889489584641979),(-73.84061402999999757 40.88862756999999704))",961103278,339,35.14014481
"MultiPoint ((-73.84486436000000253 40.89606872000000237),(-73.84083712785492537 40.88889489584641979))",996736023,339,865.9430056
"MultiPoint ((-74.0309756799999974 40.6344798200000028),(-74.02953835191357257 40.63362571338248586))",360216263,340,154.212117
"MultiPoint ((-74.03069856999999843 40.6351633399999983),(-74.02953835191357257 40.63362571338248586))",430155272,340,196.9492448
"MultiPoint ((-74.02953835191357257 40.63362571338248586),(-74.02386094000000583 40.6373059000000012))",543614172,340,630.6300744
"MultiPoint ((-74.03359896999999989 40.62806725000000085),(-74.02953835191357257 40.63362571338248586))",564977888,340,706.4110125
"MultiPoint ((-74.02953835191357257 40.63362571338248586),(-74.02764908999999705 40.63181821999999954))",761668022,340,256.5803639
"MultiPoint ((-74.02953835191357257 40.63362571338248586),(-74.02419217000000629 40.63663060999999743))",804251276,340,562.0466084
"MultiPoint ((-74.02953835191357257 40.63362571338248586),(-74.02885270000000162 40.63248216000000212))",806005645,340,139.6089635
"MultiPoint ((-74.02953835191357257 40.63362571338248586),(-74.02589260000000593 40.63611147999999673))",816898294,340,413.9089449
"MultiPoint ((-74.02953835191357257 40.63362571338248586),(-74.02513168999999493 40.63430283000000287))",829595844,340,380.3061014
"MultiPoint ((-74.03479004999999802 40.63235425999999961),(-74.02953835191357257 40.63362571338248586))",847219947,340,466.1891993
"MultiPoint ((-74.02953835191357257 40.63362571338248586),(-74.02513168999999493 40.63430283000000287))",902382822,340,380.3061014
"MultiPoint ((-74.02953835191357257 40.63362571338248586),(-74.02477892999999654 40.63518673000000092))",948756198,340,438.3687923
"MultiPoint ((-73.97745211592564374 40.78483463670837494),(-73.97619880999999964 40.78096681000000245))",116132070,342,442.3577228
"MultiPoint ((-73.97745211592564374 40.78483463670837494),(-73.97713631000000589 40.78479040999999938))",202523123,342,27.10528959
"MultiPoint ((-73.97745211592564374 40.78483463670837494),(-73.97713631000000589 40.78479040999999938))",903058662,342,27.10528959
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.90837836000000038 40.77955499000000117))",146735603,343,316.4411951
"MultiPoint ((-73.91048100999999804 40.77598848000000231),(-73.90941701784228712 40.77681701224804556))",153489784,343,128.5819468
"MultiPoint ((-73.9135117699999995 40.78317651999999782),(-73.90941701784228712 40.77681701224804556))",166441700,343,786.2736161
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.89754012999999588 40.77872244000000279))",297581813,343,1024.697958
"MultiPoint ((-73.91048100999999804 40.77598848000000231),(-73.90941701784228712 40.77681701224804556))",346056358,343,128.5819468
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.90088574000000676 40.77489920000000012))",389389699,343,751.0358719
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.90354859999999348 40.77108351999999769))",439932329,343,806.7424561
"MultiPoint ((-73.91048100999999804 40.77598848000000231),(-73.90941701784228712 40.77681701224804556))",449896819,343,128.5819468
"MultiPoint ((-73.91048100999999804 40.77598848000000231),(-73.90941701784228712 40.77681701224804556))",475856181,343,128.5819468
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.90032424999999705 40.77372670999999826))",476126692,343,840.8340015
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.90127846999999406 40.77788032000000129))",508108136,343,697.1105097
"MultiPoint ((-73.91112717000000032 40.78149492000000009),(-73.90941701784228712 40.77681701224804556))",539917914,343,539.1661783
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.89325386999999523 40.76767096999999751))",612528934,343,1701.057207
"MultiPoint ((-73.91048100999999804 40.77598848000000231),(-73.90941701784228712 40.77681701224804556))",710125289,343,128.5819468
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.90198542999999631 40.77838047000000188))",734027703,343,650.936757
"MultiPoint ((-73.91154324000000031 40.77544859000000343),(-73.90941701784228712 40.77681701224804556))",769493923,343,235.1824033
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.9005498799999998 40.77737192000000022))",782678867,343,751.0781578
"MultiPoint ((-73.91154324000000031 40.77544859000000343),(-73.90941701784228712 40.77681701224804556))",810669808,343,235.1824033
"MultiPoint ((-73.90941701784228712 40.77681701224804556),(-73.90849839000000543 40.77628883999999942))",964500386,343,97.23226061
"MultiPoint ((-73.86295314000000189 40.74885110999999682),(-73.86197684397808416 40.7508940803989006))",106215785,344,241.3878303
"MultiPoint ((-73.86297419999999647 40.7491420799999986),(-73.86197684397808416 40.7508940803989006))",144613698,344,212.0078926
"MultiPoint ((-73.86297419999999647 40.7491420799999986),(-73.86197684397808416 40.7508940803989006))",168334329,344,212.0078926
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.8602396800000065 40.75029159000000334))",331632287,344,161.2423986
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.855609759999993 40.75831426999999962))",347657249,344,983.9120752
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85729996000000597 40.75115532000000229))",365244363,344,396.0314355
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.8590960100000018 40.75520329999999802))",370766762,344,536.8257997
"MultiPoint ((-73.86488149000000192 40.7447554700000012),(-73.86197684397808416 40.7508940803989006))",405173611,344,724.48245
"MultiPoint ((-73.86297419999999647 40.7491420799999986),(-73.86197684397808416 40.7508940803989006))",406666383,344,212.0078926
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85326351999999872 40.74684099000000259))",491260632,344,862.6071745
"MultiPoint ((-73.86566872000000217 40.75166767999999706),(-73.86197684397808416 40.7508940803989006))",541643133,344,323.4002603
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85728715999999849 40.7554481000000024))",570014746,344,642.3370998
"MultiPoint ((-73.86492583999999795 40.75314347999999853),(-73.86197684397808416 40.7508940803989006))",604449495,344,352.7305428
"MultiPoint ((-73.86469413000000372 40.75171593999999686),(-73.86197684397808416 40.7508940803989006))",668724610,344,246.9597047
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85979063000000622 40.75272563000000048))",676747882,344,274.6906581
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.8533421399999952 40.74719515999999686))",679352720,344,836.960461
"MultiPoint ((-73.86430364000000282 40.74673649999999725),(-73.86197684397808416 40.7508940803989006))",706060391,344,501.7743645
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85897108999999716 40.75112992999999761))",746679404,344,255.1865319
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85815379999999664 40.75527350000000126))",756166372,344,583.7376626
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.86192871999999454 40.75031832999999892))",825073154,344,64.065597
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85358003000000338 40.75225953000000345))",841588188,344,725.1441207
"MultiPoint ((-73.86377324000000044 40.75197561000000235),(-73.86197684397808416 40.7508940803989006))",852123795,344,193.4930542
"MultiPoint ((-73.84662165506408371 40.84110508769499859),(-73.84436377999999479 40.85033040999999798))",192116692,345,1042.024988
"MultiPoint ((-73.85153719000000194 40.84132622999999995),(-73.84662165506408371 40.84110508769499859))",205723339,345,415.2871033
"MultiPoint ((-73.8477334199999973 40.84996986000000163),(-73.84662165506408371 40.84110508769499859))",336364978,345,988.895684
"MultiPoint ((-73.84662165506408371 40.84110508769499859),(-73.8447543799999977 40.8471388399999995))",373272613,345,688.3092294
"MultiPoint ((-73.84922516999999687 40.84406520000000285),(-73.84662165506408371 40.84110508769499859))",506260422,345,395.3084016
"MultiPoint ((-73.84662165506408371 40.84110508769499859),(-73.8447543799999977 40.8471388399999995))",764515523,345,688.3092294
"MultiPoint ((-73.84662165506408371 40.84110508769499859),(-73.84527110000000505 40.84253939999999972))",771171871,345,195.8160711
"MultiPoint ((-73.84816030000000353 40.84981396999999959),(-73.84662165506408371 40.84110508769499859))",812385160,345,975.795025
"MultiPoint ((-73.84662165506408371 40.84110508769499859),(-73.84600819999999999 40.83949924000000209))",833116543,345,185.6841756
"MultiPoint ((-73.84662165506408371 40.84110508769499859),(-73.84600819999999999 40.83949924000000209))",909591443,345,185.6841756
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.9249783500000035 40.86813079000000215))",146889553,346,276.6757957
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92505746000000499 40.86209525000000298))",266951307,346,409.1320144
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92100532000000612 40.86163143999999647))",306295919,346,611.6961241
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92525247000000377 40.86872381999999959))",318844732,346,336.3545654
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.9249783500000035 40.86813079000000215))",346620424,346,276.6757957
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92505746000000499 40.86209525000000298))",365768537,346,409.1320144
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92505746000000499 40.86209525000000298))",391375541,346,409.1320144
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92134371000000215 40.86285031999999973))",445835248,346,496.770855
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92345020000000488 40.86391393000000249))",452288671,346,285.8307646
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92505746000000499 40.86209525000000298))",458001482,346,409.1320144
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92134371000000215 40.86285031999999973))",480305518,346,496.770855
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92505746000000499 40.86209525000000298))",607743338,346,409.1320144
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92219584000000054 40.86377310999999679))",619319699,346,377.2048435
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92134371000000215 40.86285031999999973))",655230593,346,496.770855
"MultiPoint ((-73.92585330956238465 40.86572954134633306),(-73.92407814999999971 40.86489146000000261))",660688933,346,176.2363391
