wkt_geom_WIFI,CMPLNT_NUM,WIFI_ID,DIST_WIFI
"MultiPoint ((-73.93762700186884729 40.67981535635699686),(-73.93731323999999461 40.67787838000000278))",883969947,120,216.7262336
"MultiPoint ((-73.95650899000000322 40.68131819999999976),(-73.95620126019043994 40.68131524977695079))",764200384,121,26.0172688
"MultiPoint ((-73.95650899000000322 40.68131819999999976),(-73.95620126019043994 40.68131524977695079))",771933035,121,26.0172688
"MultiPoint ((-73.95570356280165925 40.68095126047006005),(-73.95388821999999607 40.6807572499999992))",842999058,122,154.973397
"MultiPoint ((-73.94405023999999571 40.67934481000000346),(-73.94384299997571475 40.6800149998702878))",410336953,123,76.4575247
"MultiPoint ((-73.94419580999999653 40.67771997999999911),(-73.94384299997571475 40.6800149998702878))",441579776,123,256.5961874
"MultiPoint ((-73.94651197000000309 40.68023528999999883),(-73.94615492960846836 40.68027265977471529))",183032884,124,30.46828794
"MultiPoint ((-73.94724021999999763 40.68027406000000212),(-73.94615492960846836 40.68027265977471529))",457137709,124,91.75105243
"MultiPoint ((-73.92983399948833778 40.67938100013011393),(-73.92905930999999953 40.67928440000000023))",183779358,125,66.36620131
"MultiPoint ((-73.92983399948833778 40.67938100013011393),(-73.92928120000000547 40.67743181000000163))",449534992,125,221.4409938
"MultiPoint ((-73.92983399948833778 40.67938100013011393),(-73.92886896000000263 40.68197965000000238))",738531316,125,299.8851035
"MultiPoint ((-73.92983399948833778 40.67938100013011393),(-73.92938182999999697 40.68454358000000326))",884506248,125,574.5659376
"MultiPoint ((-73.92983399948833778 40.67938100013011393),(-73.92905930999999953 40.67928440000000023))",940581438,125,66.36620131
"MultiPoint ((-73.9222046000000006 40.68011986999999863),(-73.92180199949814323 40.67901499989785918))",330109071,126,127.3268325
"MultiPoint ((-73.92180199949814323 40.67901499989785918),(-73.92176412000000596 40.67757516000000351))",412500152,126,159.9229691
"MultiPoint ((-73.922355170000003 40.68085282999999919),(-73.92180199949814323 40.67901499989785918))",797975291,126,209.3763531
"MultiPoint ((-73.94961689999999521 40.67930896000000018),(-73.94952249959608537 40.67948543023742758))",238588227,127,21.15939156
"MultiPoint ((-73.94961689999999521 40.67930896000000018),(-73.94952249959608537 40.67948543023742758))",715908582,127,21.15939156
"MultiPoint ((-73.94947300042366578 40.67998699960191544),(-73.94864626999999757 40.68034879999999731))",441079685,128,80.61717118
"MultiPoint ((-73.94186322000000189 40.84314452999999645),(-73.94134700048326181 40.84620000023101483))",534221272,131,342.0940611
"MultiPoint ((-73.93998099954661996 40.84644400010105869),(-73.93856820000000596 40.84582439999999792))",197073168,132,137.5837099
"MultiPoint ((-73.94006391000000633 40.84652782999999943),(-73.93998099954661996 40.84644400010105869))",230589302,132,11.64262167
"MultiPoint ((-73.93998099954661996 40.84644400010105869),(-73.93856820000000596 40.84582439999999792))",245846786,132,137.5837099
"MultiPoint ((-73.93998099954661996 40.84644400010105869),(-73.93856820000000596 40.84582439999999792))",297720852,132,137.5837099
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",121911549,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",163241848,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",178533602,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",251386462,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",263506953,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",271648810,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93076182999999446 40.79657971999999688))",304562720,134,550.0440558
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",307314146,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",333082410,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",382658584,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",425247107,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",463291177,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",526920866,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",548183264,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",555933238,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",590125268,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",651117359,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",722897711,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",862555881,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93174462999999719 40.79617134000000078))",887510410,134,459.8925349
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",902842056,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93229782000000228 40.79558155000000141))",939547982,134,380.115393
"MultiPoint ((-73.935400000269766 40.79309999957823862),(-73.93243096999999864 40.7960537200000033))",957393717,134,412.7688576
"MultiPoint ((-73.92520000026094351 40.77700000025668459),(-73.91880134000000169 40.7746991300000019))",337995009,135,597.5547207
"MultiPoint ((-73.92701716999999917 40.77621148000000062),(-73.92520000026094351 40.77700000025668459))",471155523,135,176.6354085
"MultiPoint ((-73.92520000026094351 40.77700000025668459),(-73.91886478000000693 40.78189313000000027))",497685551,135,762.404149
"MultiPoint ((-73.9278218000000038 40.77670604000000054),(-73.92520000026094351 40.77700000025668459))",565193132,135,223.722304
"MultiPoint ((-73.84662991000000432 40.723447010000001),(-73.84660000005084157 40.72209999974646166))",769207711,136,149.6048832
"MultiPoint ((-73.84660000005084157 40.72209999974646166),(-73.84548379000000295 40.72918202999999693))",773082028,136,792.0830997
"MultiPoint ((-74.10629999967808601 40.61730000014330955),(-74.09231002999999305 40.61246389000000079))",565360709,137,1299.984577
"MultiPoint ((-73.94278396999999359 40.8273519099999973),(-73.94217800004371099 40.82477799982774513))",648091055,140,290.368935
"MultiPoint ((-73.94338347999999428 40.82346294999999969),(-73.942464000561543 40.82413099978569448))",444304630,141,107.3325182
"MultiPoint ((-73.94338347999999428 40.82346294999999969),(-73.942464000561543 40.82413099978569448))",444304630,142,107.3325182
"MultiPoint ((-73.94338347999999428 40.82346294999999969),(-73.942464000561543 40.82413099978569448))",444304630,143,107.3325182
"MultiPoint ((-73.94338347999999428 40.82346294999999969),(-73.942464000561543 40.82413099978569448))",444304630,144,107.3325182
"MultiPoint ((-74.00519955999999411 40.71550689000000034),(-74.0028000001728401 40.71479999985456999))",405109167,146,217.419646
