CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,OFNS_DESC,PD_DESC,PRECINCT_ID,NUM_LRCNY,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,LATITUDE_CRIME,LONGITUDE_CRIME,DIST_ENTR,SBWY_ENTR_ID,LAT_SBWY,LONG_SBWY,SBWY_LINE,DIST_SHLTR,BUS_SHLTR_ID,LAT_BUS,LONG_BUS,WIFI_ID,DIST_WIFI,LAT_WIFI,LONG_WIFI,MUNIMETER_ID,DIST_MUNI,LIBRARY,DIST_LIB
694537556,4/11/2017,15:32:00,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",5,56,NA,STREET,40.71815279,-73.99382913,13.10082833,1023,40.718265,-73.993877,B-D,244.7067385,MN01583,40.706812,-73.947831,2265,14.2207203,40.745968,-73.994039,1023099,38.53081001,Chatham Square,580.5231261
697926031,4/2/2017,13:52:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",5,56,INSIDE,FOOD SUPERMARKET,40.72021134,-73.99340325,8.870382864,111,40.720291,-73.993411,J-Z,225.2310548,MN01142,40.706812,-73.947831,1919,28.46457662,40.745968,-73.994039,1023027,25.13108476,Mulberry Street,476.8636028
702700623,4/7/2017,8:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,INSIDE,RESIDENCE - APT. HOUSE,40.72233587,-73.99518883,138.0992577,1690,40.722235,-73.996818,6,145.9542724,MN01142,40.706812,-73.947831,432,200.1949114,40.745968,-73.994039,1243128,147.1526304,Mulberry Street,204.5904312
711162497,4/27/2017,14:51:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,INSIDE,STORE UNCLASSIFIED,40.72424624,-73.99561801,76.43425864,1688,40.724888,-73.995291,B-D-F-M-6,276.3889702,MN0025,40.706812,-73.947831,432,17.99524232,40.745968,-73.994039,1473034,146.3129145,Mulberry Street,13.12856865
716768216,4/19/2017,12:00:00,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",5,56,NA,STREET,40.71793042,-73.99309684,39.01894067,1021,40.718155,-73.993452,B-D,190.2127934,MN01583,40.706812,-73.947831,2265,66.8631863,40.745968,-73.994039,1023099,30.93888498,Chatham Square,585.5202733
725002688,4/3/2017,21:45:00,PETIT LARCENY,"LARCENY,PETIT FROM AUTO",5,56,FRONT OF,BUS (OTHER),40.71641815,-73.99469144,216.3269964,1023,40.718265,-73.993877,B-D,152.0520056,MN0027,40.706812,-73.947831,1925,168.0499074,40.745968,-73.994039,1023097,29.96634367,Chatham Square,374.7829211
737395579,4/26/2017,16:15:00,PETIT LARCENY,"LARCENY,PETIT BY DISHONEST EMP",5,56,INSIDE,RESTAURANT/DINER,40.71694526,-73.99969121,111.2543337,309,40.717823,-74.000326,J-N-Q-R-Z-6,297.8730554,MN0027,40.706812,-73.947831,1921,57.31650132,40.745968,-73.994039,1243069,6.517178878,Chatham Square,483.8128428
743553359,4/30/2017,18:25:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",5,157,INSIDE,COMMERCIAL BUILDING,40.72363697,-73.9982986,74.96469527,1873,40.72426,-73.997957,N-R,274.1683963,MN0025,40.706812,-73.947831,2249,91.90379368,40.745968,-73.994039,1473040,12.52724684,Mulberry Street,227.8151911
745121277,4/17/2017,12:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,INSIDE,GROCERY/BODEGA,40.71707696,-73.99665741,269.4357206,1023,40.718265,-73.993877,B-D,123.1012236,MN0027,40.706812,-73.947831,1912,81.14018286,40.745968,-73.994039,1243079,15.65294948,Chatham Square,415.9939218
750859385,4/27/2017,16:50:00,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",5,56,NA,STREET,40.71815279,-73.99382913,13.10082833,1023,40.718265,-73.993877,B-D,244.7067385,MN01583,40.706812,-73.947831,2265,14.2207203,40.745968,-73.994039,1023099,38.53081001,Chatham Square,580.5231261
801723690,4/28/2017,11:00:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",5,56,INSIDE,CLOTHING/BOUTIQUE,40.71782633,-74.00011688,17.672998,309,40.717823,-74.000326,J-N-Q-R-Z-6,374.7648846,MN0027,40.706812,-73.947831,2257,35.09146729,40.745968,-73.994039,1243057,31.65680345,Chatham Square,585.5704161
841256415,4/11/2017,16:15:00,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",5,56,NA,PARK/PLAYGROUND,40.71793042,-73.99309684,39.01894067,1021,40.718155,-73.993452,B-D,190.2127934,MN01583,40.706812,-73.947831,2265,66.8631863,40.745968,-73.994039,1023099,30.93888498,Chatham Square,585.5202733
856559275,4/22/2017,9:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,INSIDE,BEAUTY & NAIL SALON,40.71473845,-73.99760263,412.6511171,309,40.717823,-74.000326,J-N-Q-R-Z-6,98.66806523,MN01159,40.706812,-73.947831,2224,145.417803,40.745968,-73.994039,1243132,37.57525453,Chatham Square,182.2010391
857920797,4/27/2017,11:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,INSIDE,CHAIN STORE,40.71592401,-73.99311148,249.4131527,1021,40.718155,-73.993452,B-D,104.9047079,MN01583,40.706812,-73.947831,1934,165.7864974,40.745968,-73.994039,1023143,65.87436957,Chatham Square,405.3048962
859458565,4/3/2017,19:15:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",5,157,FRONT OF,DEPARTMENT STORE,40.72241557,-73.99933403,160.2998405,1285,40.72239,-73.997437,6,426.3074464,MN0025,40.706812,-73.947831,2272,185.719358,40.745968,-73.994039,1473042,6.23508741,Mulberry Street,362.9417719
866120896,4/12/2017,9:30:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",5,56,INSIDE,FOOD SUPERMARKET,40.71818308,-73.99597555,177.5448814,1023,40.718265,-73.993877,B-D,246.5917731,MN0027,40.706812,-73.947831,1925,92.25243987,40.745968,-73.994039,1243080,31.09559794,Chatham Square,540.3362858
881219473,4/13/2017,16:27:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",5,157,INSIDE,CLOTHING/BOUTIQUE,40.72363697,-73.9982986,74.96469527,1873,40.72426,-73.997957,N-R,274.1683963,MN0025,40.706812,-73.947831,2249,91.90379368,40.745968,-73.994039,1473040,12.52724684,Mulberry Street,227.8151911
898931383,4/24/2017,16:30:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,INSIDE,PARK/PLAYGROUND,40.71040439,-73.99517887,498.8275073,1028,40.712727,-73.990126,F,260.9793533,MN01549,40.706812,-73.947831,1345,237.3224515,40.745968,-73.994039,1119834,112.94777,Chatham Square,343.5746684
920234606,4/9/2017,17:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,INSIDE,RESTAURANT/DINER,40.72257456,-73.9931144,173.0589618,499,40.723665,-73.991651,F,47.65493585,MN01142,40.706812,-73.947831,1922,97.27842576,40.745968,-73.994039,1243140,17.04786997,Mulberry Street,278.0799661
941378499,4/4/2017,19:00:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",5,157,INSIDE,CLOTHING/BOUTIQUE,40.72241557,-73.99933403,160.2998405,1285,40.72239,-73.997437,6,426.3074464,MN0025,40.706812,-73.947831,2272,185.719358,40.745968,-73.994039,1473042,6.23508741,Mulberry Street,362.9417719
950989548,4/7/2017,16:08:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,INSIDE,BANK,40.71779339,-73.9996371,58.2999919,309,40.717823,-74.000326,J-N-Q-R-Z-6,339.3241618,MN0027,40.706812,-73.947831,2257,39.54047032,40.745968,-73.994039,1243042,10.44786303,Chatham Square,562.1842753
959270303,4/15/2017,15:17:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",5,56,INSIDE,FOOD SUPERMARKET,40.72380961,-73.99180466,20.64976742,499,40.723665,-73.991651,F,29.96208338,MN01167,40.706812,-73.947831,2230,164.0733491,40.745968,-73.994039,1243125,126.7363912,Mulberry Street,329.7990959
984060904,4/27/2017,19:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,FRONT OF,COMMERCIAL BUILDING,40.71762321,-74.00127847,83.47944441,309,40.717823,-74.000326,J-N-Q-R-Z-6,384.1674189,MN01265,40.706812,-73.947831,708,25.6876438,40.745968,-73.994039,1243074,9.948174706,Chatham Square,625.0479166
994198631,4/21/2017,18:51:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,157,INSIDE,CLOTHING/BOUTIQUE,40.72480073,-73.99731725,69.78865367,1566,40.72422,-73.997633,N-R,148.5189934,MN0025,40.706812,-73.947831,2249,61.65050942,40.745968,-73.994039,1473032,26.19040283,Mulberry Street,156.3053272
995072038,4/6/2017,0:30:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",5,56,NA,STREET,40.72163862,-73.99352576,149.9649192,111,40.720291,-73.993411,J-Z,66.86222623,MN01142,40.706812,-73.947831,1922,17.67098085,40.745968,-73.994039,1243128,17.00068632,Mulberry Street,332.2158699
101624453,4/3/2017,15:30:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,FAST FOOD,40.72851158,-73.99532909,224.2140357,1340,40.729778,-73.993262,N-R,342.8582038,MN0025,40.706812,-73.947831,1324,234.9119785,40.745968,-73.994039,1473085,58.34884245,Mulberry Street,486.4652249
113411107,4/18/2017,0:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,RESIDENCE - APT. HOUSE,40.73131662,-74.00668013,308.2090478,1180,40.728686,-74.005517,1,26.79674286,MN0408,40.706812,-73.947831,1910,38.32859982,40.745968,-73.994039,1323049,14.59580204,Hudson Park,186.880646
114908722,4/13/2017,19:00:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,FRONT OF,CHAIN STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
116146353,4/21/2017,11:58:00,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",6,74,INSIDE,PARK/PLAYGROUND,40.73350984,-74.00268239,13.19572703,272,40.733402,-74.002748,1,248.0958319,MNBX214,40.706812,-73.947831,2250,21.25901769,40.745968,-73.994039,1149986,27.48776346,Jefferson Market,321.9792133
123330408,4/26/2017,12:30:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,CHAIN STORE,40.73088562,-73.9921646,34.4355309,1564,40.730578,-73.992216,N-R,384.9642253,MN01493,40.706812,-73.947831,2252,73.30431418,40.745968,-73.994039,1473014,7.292268598,Ottendorfer,433.3912611
130120454,4/5/2017,14:15:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,CHAIN STORE,40.73702312,-73.99709303,38.53892906,1018,40.73737,-73.997079,F-L-M-1-2-3,258.2929341,MNBX285,40.706812,-73.947831,1082,43.26778913,40.745968,-73.994039,1413005,11.17616797,Jefferson Market,317.9714368
146202054,4/6/2017,16:55:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,CHAIN STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
151781666,4/10/2017,12:00:00,PETIT LARCENY,"LARCENY,PETIT BY ACQUIRING LOS",6,74,INSIDE,NA,40.73143457,-74.00790691,365.9554357,1180,40.728686,-74.005517,1-Jan,116.6289497,MN0408,40.706812,-73.947831,1910,127.8715432,40.745968,-73.994039,1323061,123.1364709,Hudson Park,270.8098795
164770678,4/19/2017,13:00:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,SMALL MERCHANT,40.73328754,-73.99877103,71.36344227,404,40.733259,-73.999615,A-B-C-D-E-F-M,89.13081578,MNBX214,40.706812,-73.947831,1320,127.7752664,40.745968,-73.994039,1143001,7.274979465,Jefferson Market,153.3373184
168003231,4/20/2017,11:40:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,CHAIN STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
174898776,4/7/2017,10:00:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,FRONT OF,DEPARTMENT STORE,40.73088562,-73.9921646,34.4355309,1564,40.730578,-73.992216,N-R,384.9642253,MN01493,40.706812,-73.947831,2252,73.30431418,40.745968,-73.994039,1473014,7.292268598,Ottendorfer,433.3912611
180081058,4/10/2017,17:10:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,SHOE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
201838944,4/30/2017,19:15:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,CHAIN STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
212229391,4/12/2017,15:40:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,GROCERY/BODEGA,40.73327931,-73.99981382,16.94577126,404,40.733259,-73.999615,A-B-C-D-E-F-M,20.30118446,MNBX214,40.706812,-73.947831,2260,119.3225219,40.745968,-73.994039,1419994,9.069031693,Jefferson Market,160.0599085
224451062,4/6/2017,15:55:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,DRUG STORE,40.72825367,-73.99931593,350.2630876,767,40.731091,-74.001127,A-B-C-D-E-F-M,144.2382101,MN0026,40.706812,-73.947831,1325,248.0462273,40.745968,-73.994039,1143029,55.40782859,Mulberry Street,550.3589949
243383694,4/2/2017,14:30:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,CHAIN STORE,40.73561761,-73.99266922,147.560521,326,40.734859,-73.991235,L-N-Q-R-4-5-6,37.72649428,MN01025,40.706812,-73.947831,1017,84.33260023,40.745968,-73.994039,1453225,10.13364742,Andrew Heiskell Braille and Talking Book,541.4724096
246045823,4/22/2017,17:51:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,CHAIN STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
246352912,4/7/2017,16:30:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,NA,40.73037262,-73.99910664,188.3970698,767,40.731091,-74.001127,A-B-C-D-E-F-M,200.8805231,MNBR546,40.706812,-73.947831,1325,53.32751459,40.745968,-73.994039,1149975,113.1741361,Jefferson Market,473.3291239
246632896,4/28/2017,15:30:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,FOOD SUPERMARKET,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
254063302,4/2/2017,13:00:00,PETIT LARCENY,"LARCENY,PETIT FROM AUTO",6,74,INSIDE,PARKING LOT/GARAGE (PUBLIC),40.73727567,-73.99876374,117.1145799,1384,40.737846,-73.99993,F-L-M-1-2-3,124.8761789,MN01251,40.706812,-73.947831,716,80.88231421,40.745968,-73.994039,1453219,90.18166783,Jefferson Market,295.2695499
264765299,4/19/2017,4:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,RESIDENCE - APT. HOUSE,40.72754003,-73.99940975,377.8572354,1874,40.724344,-73.997875,N-R,65.36913091,MN0026,40.706812,-73.947831,1325,326.5987837,40.745968,-73.994039,1143028,16.82208901,Mulberry Street,491.6154243
270630121,4/10/2017,21:00:00,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",6,74,NA,STREET,40.72969466,-73.99860513,263.4963276,767,40.731091,-74.001127,A-B-C-D-E-F-M,314.0813991,MN0026,40.706812,-73.947831,1325,78.42320312,40.745968,-73.994039,1143031,91.33811065,Jefferson Market,550.6522539
274494013,4/21/2017,10:24:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,CHAIN STORE,40.73088562,-73.9921646,34.4355309,1564,40.730578,-73.992216,N-R,384.9642253,MN01493,40.706812,-73.947831,2252,73.30431418,40.745968,-73.994039,1473014,7.292268598,Ottendorfer,433.3912611
279783904,4/3/2017,16:30:00,PETIT LARCENY,"LARCENY,PETIT OF BICYCLE",6,74,FRONT OF,STREET,40.73566709,-73.99387081,240.053059,326,40.734859,-73.991235,L-N-Q-R-4-5-6,64.45338107,MN01025,40.706812,-73.947831,1916,63.47540702,40.745968,-73.994039,1153028,8.806516927,Andrew Heiskell Braille and Talking Book,534.6181069
284973688,4/29/2017,17:35:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,CLOTHING/BOUTIQUE,40.73939714,-74.0072511,377.4845826,124,40.739734,-74.002804,A-C-E-L,248.093506,MN9026,40.706812,-73.947831,873,83.74061638,40.745968,-73.994039,1463013,6.848068068,Jefferson Market,863.5512659
291144807,4/22/2017,21:20:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,RESTAURANT/DINER,40.73206334,-73.9964979,294.8969237,404,40.733259,-73.999615,A-B-C-D-E-F-M,301.3247022,MNBX214,40.706812,-73.947831,1322,84.21795091,40.745968,-73.994039,1143012,38.9436581,Jefferson Market,363.9506114
298056692,4/19/2017,12:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,BEAUTY & NAIL SALON,40.72851158,-73.99532909,224.2140357,1340,40.729778,-73.993262,N-R,342.8582038,MN0025,40.706812,-73.947831,1324,234.9119785,40.745968,-73.994039,1473085,58.34884245,Mulberry Street,486.4652249
309583910,4/18/2017,8:30:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,DRUG STORE,40.7363589,-73.99757659,121.9456239,1015,40.737423,-73.99722,F-L-M-1-2-3,174.1138678,MNBX285,40.706812,-73.947831,1082,127.3147175,40.745968,-73.994039,1413007,9.173875339,Jefferson Market,234.0095322
323711753,4/10/2017,14:50:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,CHAIN STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
334975881,4/11/2017,17:15:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,COMMERCIAL BUILDING,40.73062785,-74.00264619,109.4264264,766,40.731133,-74.001534,A-B-C-D-E-F-M,104.4482624,MNBR546,40.706812,-73.947831,2260,262.8481943,40.745968,-73.994039,1149974,46.56990119,Hudson Park,237.8454832
341023174,4/30/2017,20:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,162,INSIDE,CLOTHING/BOUTIQUE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
354574283,4/30/2017,0:01:00,PETIT LARCENY,"LARCENY,PETIT OF BICYCLE",6,74,NA,STREET,40.73284837,-74.0021267,80.83509892,272,40.733402,-74.002748,1,237.7529961,MNBR546,40.706812,-73.947831,2250,91.604749,40.745968,-73.994039,1149978,38.97143708,Jefferson Market,319.0009082
362658970,4/2/2017,19:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,FRONT OF,STREET,40.73288381,-73.99230148,236.1508334,1872,40.730773,-73.992641,N-R,240.4176004,MN01493,40.706812,-73.947831,711,94.64509186,40.745968,-73.994039,1473057,13.49337598,Ottendorfer,585.9721002
366001508,4/12/2017,22:00:00,PETIT LARCENY,"LARCENY,PETIT OF BICYCLE",6,74,FRONT OF,OTHER,40.73522259,-73.99840295,240.8945984,404,40.733259,-73.999615,A-B-C-D-E-F-M,31.83166028,MNBX285,40.706812,-73.947831,399,94.26544911,40.745968,-73.994039,1413002,11.16744202,Jefferson Market,91.93666153
367022394,4/14/2017,15:20:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,CHAIN STORE,40.73409983,-74.0062402,269.2413106,1171,40.733515,-74.003147,1-Jan,84.48929226,MN0618,40.706812,-73.947831,720,199.5542234,40.745968,-73.994039,1323062,17.03120036,Hudson Park,463.5846304
368858676,4/21/2017,13:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,FRONT OF,RESTAURANT/DINER,40.72752345,-73.99501166,165.341209,1283,40.726047,-73.994759,B-D-F-M-6,287.0270403,MN0025,40.706812,-73.947831,2278,181.0838948,40.745968,-73.994039,1473026,14.24600482,Mulberry Street,380.0793955
370749001,4/24/2017,12:15:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,DEPARTMENT STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
385119885,4/3/2017,9:20:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,CHAIN STORE,40.73088562,-73.9921646,34.4355309,1564,40.730578,-73.992216,N-R,384.9642253,MN01493,40.706812,-73.947831,2252,73.30431418,40.745968,-73.994039,1473014,7.292268598,Ottendorfer,433.3912611
386018759,4/17/2017,20:00:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,NA,RESTAURANT/DINER,40.73107252,-74.00141223,12.28514152,766,40.731133,-74.001534,A-B-C-D-E-F-M,33.05681888,MNBR546,40.706812,-73.947831,2260,160.4754056,40.745968,-73.994039,1143026,26.4195165,Hudson Park,352.4667545
410812476,4/22/2017,19:50:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,OPPOSITE OF,CLOTHING/BOUTIQUE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
422642616,4/21/2017,15:15:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,RESTAURANT/DINER,40.72898926,-74.00081325,234.8957327,767,40.731091,-74.001127,A-B-C-D-E-F-M,152.40962,MN0024,40.706812,-73.947831,1325,251.6332167,40.745968,-73.994039,1143033,158.5983344,Hudson Park,397.2840556
443010554,4/29/2017,23:20:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,GROCERY/BODEGA,40.7300981,-74.00321264,182.5284014,766,40.731133,-74.001534,A-B-C-D-E-F-M,170.7612786,MN0024,40.706812,-73.947831,396,179.411594,40.745968,-73.994039,1329999,103.0988421,Hudson Park,179.411594
447158344,4/24/2017,11:30:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,74,INSIDE,DEPARTMENT STORE,40.73409983,-74.0062402,269.2413106,1171,40.733515,-74.003147,1,84.48929226,MN0618,40.706812,-73.947831,720,199.5542234,40.745968,-73.994039,1323062,17.03120036,Hudson Park,463.5846304
453181981,4/12/2017,11:13:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,BANK,40.73441528,-73.99085076,39.54181606,325,40.734755,-73.990991,L-N-Q-R-4-5-6,115.3189508,MN01493,40.706812,-73.947831,2356,42.73646913,40.745968,-73.994039,1473001,35.8527502,Ottendorfer,665.6869823
460568462,4/7/2017,18:00:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,DEPARTMENT STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
461786106,4/8/2017,13:30:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,DEPARTMENT STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
475114726,4/23/2017,14:45:00,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",6,162,INSIDE,CHAIN STORE,40.73512073,-73.99145687,34.58325334,326,40.734859,-73.991235,L-N-Q-R-4-5-6,152.7202826,MN01025,40.706812,-73.947831,2356,71.6028496,40.745968,-73.994039,1453226,66.49281163,Andrew Heiskell Braille and Talking Book,614.8417389
477251547,4/28/2017,19:51:00,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",6,74,FRONT OF,SHOE,40.7331695,-74.00219166,53.62127305,272,40.733402,-74.002748,1-Jan,202.5301518,MNBX214,40.706812,-73.947831,2250,66.53927457,40.745968,-73.994039,1149979,36.59679718,Jefferson Market,302.7483778
477682622,4/17/2017,18:50:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,162,INSIDE,GYM/FITNESS FACILITY,40.73669095,-73.99523109,121.4180123,495,40.737286,-73.996437,F-L-M-1-2-3,211.5187573,MN01025,40.706812,-73.947831,715,53.34846654,40.745968,-73.994039,1453205,11.44606758,Andrew Heiskell Braille and Talking Book,448.0527196
492805367,4/12/2017,12:55:00,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",6,74,INSIDE,SMALL MERCHANT,40.72943391,-73.99990042,211.1853685,767,40.731091,-74.001127,A-B-C-D-E-F-M,196.89231,MNBR546,40.706812,-73.947831,1325,160.7695645,40.745968,-73.994039,1143027,143.007494,Jefferson Market,580.835131
504536697,4/12/2017,14:50:00,PETIT LARCENY,"LARCENY,PETIT OF BICYCLE",6,74,FRONT OF,STREET,40.72975501,-73.99696707,313.0068767,1340,40.729778,-73.993262,N-R,414.5649534,MN0025,40.706812,-73.947831,1324,44.43187639,40.745968,-73.994039,1143032,46.9611573,Jefferson Market,572.9279284
