wkt_geom_BUS,CMPLNT_NUM,SHLTR_ID,DIST_BUS
"MultiPoint ((-73.86144430000000227 40.88605248999999731),(-73.85768299999995179 40.88087000000007265))",110867209,BX0563,657.0586874
"MultiPoint ((-73.98489199999994526 40.76371700000004239),(-73.98483595000000435 40.76502408000000344))",110991412,MN01034,145.2275224
"MultiPoint ((-73.98250314999999944 40.75417103000000196),(-73.98125299999998106 40.75318500000003041))",111181455,MN01689,152.1027828
"MultiPoint ((-73.86886990000000708 40.66194217999999694),(-73.86606299999994008 40.65919000000008054))",111299294,BR02781,386.9726177
"MultiPoint ((-74.12752499999993461 40.63719300000002477),(-74.12550509000000432 40.63627370999999755))",111517314,SI05072,199.0465094
"MultiPoint ((-73.85304777999999715 40.84955681000000283),(-73.85176799999993591 40.85024200000003702))",111616066,BX03183,132.046329
"MultiPoint ((-73.98043299999994815 40.77536400000002459),(-73.98043241000000592 40.77517345999999776))",111797846,MN0244,21.15944303
"MultiPoint ((-73.86144430000000227 40.88605248999999731),(-73.85768299999995179 40.88087000000007265))",111811571,BX0563,657.0586874
"MultiPoint ((-73.9823849999999652 40.7719700000000671),(-73.98226404999999772 40.77103744000000063))",111813386,MN0392,104.0625192
"MultiPoint ((-73.8289704099999966 40.75986976000000084),(-73.82778399999995145 40.76081900000002634))",112355936,QN04879,145.4225238
"MultiPoint ((-73.99350278000000003 40.69832459999999941),(-73.9914909999999395 40.69679100000007566))",112376099,BR0055,240.6540623
"MultiPoint ((-73.968938780000002 40.76255336999999912),(-73.96884799999997995 40.76069600000005266))",112521763,MN0184,206.402027
"MultiPoint ((-73.90570848000000126 40.88007802999999996),(-73.90531699999996817 40.87927300000006881))",112525618,BX0005,95.29501917
"MultiPoint ((-73.95467546000000425 40.66829901999999919),(-73.9532329999999547 40.66963400000003048))",112591740,BR02746,191.970932
"MultiPoint ((-73.89050999999994929 40.86215000000004238),(-73.88879027999999494 40.86368261999999874))",112789255,BX03592,223.5831881
"MultiPoint ((-73.97535415999999486 40.78994740000000263),(-73.97511599999995724 40.78977000000003272))",112878580,MN0366,28.14525592
"MultiPoint ((-73.98063693999999657 40.74228596999999752),(-73.98005799999998544 40.74283100000008062))",112930669,MN0150,77.80947883
"MultiPoint ((-73.94892806000000007 40.79730009000000024),(-73.947783999999956 40.7957870000000753))",113099033,MN0844,193.7929934
"MultiPoint ((-73.89898651999999402 40.86778709000000021),(-73.89761999999996078 40.86761300000006258))",113258097,BX0072,116.8129394
"MultiPoint ((-73.97713806000000147 40.77968795000000313),(-73.97626999999994268 40.78108400000007805))",113314760,MN0242,171.4759067
"MultiPoint ((-74.00668013000000656 40.73131662000000119),(-74.00653199999993603 40.73153000000007751))",113411107,MN0408,26.79674286
"MultiPoint ((-73.95733413000000667 40.74410221000000121),(-73.95269999999993615 40.74240000000003192))",113538934,BS2001,434.6581123
"MultiPoint ((-73.90659417999999903 40.70008744999999806),(-73.90528099999994538 40.70016400000002932))",113665248,QN04439,111.3089428
"MultiPoint ((-73.88164401999999598 40.64764472000000239),(-73.8815829999999778 40.64793100000002823))",113879052,BR03014,32.20679493
"MultiPoint ((-73.92786999999998443 40.66477000000003272),(-73.92498851999999943 40.66358718000000039))",113893589,BR02846,276.8083419
"MultiPoint ((-73.76702899999997953 40.71307400000006282),(-73.7662762100000009 40.7138232699999989))",114085160,QN04430,104.7343924
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98736599999995178 40.75014700000002676))",114194069,MN0217,164.8647484
"MultiPoint ((-73.98629579999999351 40.58262025999999878),(-73.98627999999996518 40.58346100000005663))",114282135,BR02796,93.37027675
"MultiPoint ((-74.07618019999999603 40.6365694899999994),(-74.07595099999997501 40.6374910000000682))",114291157,SI0028,104.1515181
"MultiPoint ((-73.98584805999999503 40.69086638000000278),(-73.98574299999995674 40.69076000000006843))",114302672,BR02957,14.77888398
"MultiPoint ((-73.74057958999999585 40.66903376999999864),(-73.73644299999995155 40.6656970000000797))",114330047,QN04934,509.5522251
"MultiPoint ((-73.90217899999993278 40.66521100000005617),(-73.90164461000000529 40.66443968000000098))",114794248,BR02654,96.84218753
"MultiPoint ((-73.9931079999999497 40.73568100000005643),(-73.99145686999999327 40.73512072999999845))",114908722,MN01025,152.7202826
"MultiPoint ((-73.97944427000000189 40.64280434999999869),(-73.97937599999994518 40.64312100000006467))",115055075,BR02469,35.63407605
"MultiPoint ((-74.00736802999999497 40.65475124999999679),(-74.00528499999995802 40.65384900000003654))",115149946,BR02741,202.666927
"MultiPoint ((-73.95026421000000028 40.70570020000000255),(-73.94829299999997829 40.7064860000000408))",115178826,BR02608,188.0541877
"MultiPoint ((-73.92906831999999895 40.69454258999999752),(-73.92754899999994223 40.6929690000000619))",115275135,BR0145,216.8563473
"MultiPoint ((-73.93927599999994982 40.81066600000002609),(-73.93925822999999298 40.81054145000000233))",115299222,MN01488,13.91233827
"MultiPoint ((-73.94178399999998419 40.65600800000004256),(-73.93993016999999668 40.65040178000000282))",115448535,BR02979,641.9945474
"MultiPoint ((-73.98557517000000416 40.73550440999999722),(-73.9854389999999853 40.73543100000006234))",115977206,MN01622,14.098267
"MultiPoint ((-73.8715989999999465 40.73316600000003973),(-73.8715823999999941 40.7339268400000023))",116110405,QN04929,84.50197493
"MultiPoint ((-73.97626999999994268 40.78108400000007805),(-73.97619880999999964 40.78096681000000245))",116132070,MN0242,14.3343761
"MultiPoint ((-74.00268239000000392 40.73350984000000352),(-73.99979599999994662 40.73309700000004341))",116146353,MNBX214,248.0958319
"MultiPoint ((-73.92312099999998054 40.81760200000007899),(-73.9211522599999995 40.81698057999999918))",116245562,BX03155,179.8621679
"MultiPoint ((-73.95020343999999568 40.65668674999999865),(-73.95005999999995083 40.65482000000002927))",116403653,BR03036,207.6521161
"MultiPoint ((-73.85199203999999895 40.69373368000000113),(-73.85180799999994861 40.69365300000004027))",116533917,QN04196,17.95131792
"MultiPoint ((-73.93595899999996846 40.6969730000000709),(-73.93441597000000343 40.69482847999999819))",116582485,BR02737,271.5175067
"MultiPoint ((-73.9823849999999652 40.7719700000000671),(-73.98226404999999772 40.77103744000000063))",116634268,MN0392,104.0625192
"MultiPoint ((-73.94840599999997721 40.7826710000000503),(-73.94777772000000482 40.78119896999999838))",116779244,MN0097,171.8562785
"MultiPoint ((-73.98955451999999866 40.71684872000000155),(-73.98889499999995678 40.71696400000007543))",116906457,MN01203,57.17711121
"MultiPoint ((-73.81430299999993849 40.76257000000003927),(-73.81372378999999739 40.76217915000000147))",116971503,QN04666,65.38902101
"MultiPoint ((-73.89495687999999518 40.7019054299999965),(-73.8947109999999725 40.70093400000007478))",117000215,QN0233,109.8587302
"MultiPoint ((-73.88106290000000342 40.84425886999999733),(-73.8785289999999577 40.84293800000006058))",117057863,BX03262,259.1928925
"MultiPoint ((-73.923972550000002 40.8244398799999999),(-73.92385599999994383 40.82510100000007469))",117093977,BX03548,74.07312378
"MultiPoint ((-73.9910619999999426 40.77005300000007537),(-73.98998306999999386 40.7697208900000021))",117138603,MN0261,98.27381272
"MultiPoint ((-73.78809599999993907 40.69963300000006257),(-73.78318982000000403 40.69626784999999813))",117157828,QN04874,558.2029392
"MultiPoint ((-73.83401936999999293 40.75737941999999947),(-73.8327439999999342 40.75395500000007587))",117184469,QN04326,395.2356098
"MultiPoint ((-73.91986199999996643 40.81305200000002742),(-73.91977529000000402 40.81439411000000206))",117367781,BX03164,149.2211754
"MultiPoint ((-73.89665499999995291 40.67588800000004312),(-73.89651071999999488 40.67440421999999955))",117414972,BR0216,165.2211843
"MultiPoint ((-73.98345365000000129 40.69105543999999952),(-73.98319499999996651 40.68974200000008068))",117417524,BR02544,147.4842842
"MultiPoint ((-73.96378452000000436 40.63531818999999956),(-73.96290999999996529 40.63424300000002631))",117541343,BR02400,140.4597191
"MultiPoint ((-73.79967738999999938 40.70355491000000114),(-73.79934699999995473 40.70357500000005757))",117678873,QN04085,28.01057563
"MultiPoint ((-73.83401936999999293 40.75737941999999947),(-73.8327439999999342 40.75395500000007587))",117684175,QN04326,395.2356098
"MultiPoint ((-73.92952299999996058 40.74416600000006383),(-73.92889981000000432 40.74435440999999969))",117788441,QN04572,56.64039978
"MultiPoint ((-73.85921448000000566 40.73672301999999945),(-73.85914399999995794 40.73678800000004685))",118043998,QN04321,9.354821008
"MultiPoint ((-73.81345215000000337 40.58721540999999888),(-73.81318099999998594 40.58717500000005884))",118085242,QN0936,23.3894883
"MultiPoint ((-73.94017691999999897 40.80927934999999707),(-73.93927599999994982 40.81066600000002609))",118253743,MN01488,171.728656
"MultiPoint ((-73.77150339000000656 40.67690002999999876),(-73.77089099999994914 40.67799600000006421))",118298147,QN04603,132.2596897
"MultiPoint ((-73.99935299999998506 40.7383070000000771),(-73.99826215000000218 40.73796459999999797))",118502396,MN01251,99.67822406
"MultiPoint ((-74.16981239999999787 40.57580373999999779),(-74.16950499999995827 40.57649000000003525))",118629397,SI05197,80.52859178
"MultiPoint ((-73.94023499999997284 40.71801700000003166),(-73.93979269999999815 40.71887007000000125))",118654988,BR02640,101.8369191
"MultiPoint ((-73.89321793999999954 40.85988265000000297),(-73.89118599999994785 40.86022000000002663))",118711562,BX03602,175.3670317
"MultiPoint ((-73.92168399999997064 40.81384000000002743),(-73.92121337000000381 40.81418100999999865))",118738033,BX03476,54.87055709
"MultiPoint ((-73.93976299999997082 40.7977310000000557),(-73.93928685999999573 40.79895048000000202))",118935644,MN01209,141.2588149
"MultiPoint ((-73.81624732000000222 40.66525722000000087),(-73.81194099999993341 40.67519000000004326))",119071380,QN04210,1161.55539
"MultiPoint ((-73.82630899999998064 40.87044900000006464),(-73.8249289000000033 40.86922454999999843))",119152572,BX0019,178.9564961
"MultiPoint ((-73.86749999999994998 40.89870000000007622),(-73.86553573999999855 40.90159225000000021))",119177243,BX03063,361.3273726
"MultiPoint ((-73.82308199999994258 40.86586900000003197),(-73.82158284999999864 40.86846737999999846))",119208937,BX03281,315.0176541
"MultiPoint ((-73.93645132000000331 40.81436607999999922),(-73.93625899999994999 40.81444800000002715))",119284637,MN01562,18.6023863
"MultiPoint ((-74.02864999999997053 40.62174800000002506),(-74.02796094999999355 40.61946933000000115))",119583034,BR02771,259.6688351
"MultiPoint ((-73.85910013999999535 40.82492231999999888),(-73.85887899999994488 40.82475200000004634))",119967447,BX03338,26.5658913
"MultiPoint ((-73.95378099999993537 40.66356000000007498),(-73.95299760999999705 40.66552063000000317))",120031704,BR03043,227.5774555
"MultiPoint ((-73.94729662000000303 40.77771568000000002),(-73.94644799999997531 40.77706900000003998))",120112430,MN01174,101.435984
"MultiPoint ((-73.90703799999994317 40.85360900000006268),(-73.90558939999999666 40.85443148000000235))",120693955,BX03125,152.5199216
"MultiPoint ((-73.83401936999999293 40.75737941999999947),(-73.8327439999999342 40.75395500000007587))",121044581,QN04326,395.2356098
"MultiPoint ((-73.85315899999994826 40.72195700000003171),(-73.85195636000000263 40.72279798000000284))",121111570,QN04670,138.0063219
"MultiPoint ((-73.98255299999993895 40.77888100000006943),(-73.98208877000000427 40.77841252000000338))",121395537,MN01152,65.13283889
"MultiPoint ((-73.99346599999995533 40.7222390000000587),(-73.99333452999999849 40.72197896000000128))",121577155,MN01142,30.93966794
"MultiPoint ((-74.01257999999995718 40.70818400000007387),(-74.0106096300000047 40.7100938499999998))",121876485,MN01276,269.6365953
"MultiPoint ((-73.93487899999996671 40.79651300000006131),(-73.93229782000000228 40.79558155000000141))",121911549,MN01630,241.1470088
"MultiPoint ((-73.9572678800000034 40.65046716999999887),(-73.95591399999995019 40.65018300000002682))",121989794,BR0688,118.7773805
"MultiPoint ((-73.99891698000000417 40.63366878000000071),(-73.99495899999993753 40.63241200000004483))",122134033,BR02911,362.7655472
"MultiPoint ((-73.94767999999993435 40.63197000000008074),(-73.94599639999999852 40.63125715999999699))",122402201,BR03023,162.9540374
"MultiPoint ((-73.97240578999999627 40.79362741999999997),(-73.97216499999996131 40.79470600000007607))",122655686,MN01065,121.4879508
"MultiPoint ((-74.1150094900000056 40.5651833900000014),(-74.11493999999993321 40.56514700000002449))",122670660,SI05140,7.138642351
"MultiPoint ((-73.94353399999994281 40.61007100000006176),(-73.93888459999999441 40.6115734400000008))",122737119,BR02669,427.3808228
"MultiPoint ((-73.96137799999996787 40.80659000000002834),(-73.9613037099999957 40.80648602000000125))",122781926,MN0271,13.13883624
"MultiPoint ((-73.97299799999996139 40.59707900000006475),(-73.97236458000000425 40.59708284999999961))",122984438,BR0625,53.61782301
"MultiPoint ((-73.88743799999997464 40.74718600000005608),(-73.88625236999999402 40.74739979999999662))",122989147,QN04310,102.9094626
"MultiPoint ((-73.98543199999994613 40.73186400000003005),(-73.98518670999999358 40.72988310000000212))",123012095,MN01589,220.950178
"MultiPoint ((-73.88743799999997464 40.74718600000005608),(-73.88597980000000121 40.74850291999999996))",123076746,QN04310,191.1894716
"MultiPoint ((-73.99216459999999529 40.73088562000000223),(-73.98973399999994172 40.73381800000004205))",123330408,MN01493,384.9642253
"MultiPoint ((-73.9508623100000051 40.81419471000000243),(-73.94931599999995342 40.81292600000006132))",123358638,MN01220,192.0189627
"MultiPoint ((-73.85517808000000173 40.71115054999999927),(-73.85063799999994671 40.71071200000005774))",123400632,QN0262,386.7231103
"MultiPoint ((-73.94688582000000565 40.80837413999999796),(-73.94581599999997934 40.80803200000002562))",123653007,MN0307,97.94006373
"MultiPoint ((-73.86142558000000236 40.67988705999999866),(-73.86024099999997361 40.68013200000007146))",123662490,QN04371,103.7734224
"MultiPoint ((-73.83016689999999471 40.69550686000000184),(-73.82796999999993659 40.69379500000007965))",123702152,QN04123,265.7388682
"MultiPoint ((-73.88356799999996838 40.74760100000003149),(-73.87886358999999459 40.7460226299999988))",123795323,QN04591,434.2611344
"MultiPoint ((-73.96835470000000612 40.6394614200000035),(-73.96775299999995923 40.63981000000006816))",123874857,BR02997,63.94576348
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98736599999995178 40.75014700000002676))",124139708,MN0217,164.8647484
"MultiPoint ((-73.83651530999999579 40.78314790999999673),(-73.83572499999996808 40.78177000000005137))",124285545,QN04736,166.9263578
"MultiPoint ((-73.91148799999996299 40.82376900000002706),(-73.91095017000000666 40.82474895000000004))",124370303,BX03589,117.9030344
"MultiPoint ((-73.81622099999998454 40.70111200000008012),(-73.81463073000000463 40.69701446999999916))",124579119,QN04787,474.4579791
"MultiPoint ((-73.98746399999998857 40.74957900000003974),(-73.98616771999999742 40.74912118999999677))",124633583,MN01638,120.7037233
"MultiPoint ((-73.99296999999995705 40.63432500000004666),(-73.99159953999999573 40.63381120999999752))",124704088,BR02092,129.2174663
"MultiPoint ((-73.98345365000000129 40.69105543999999952),(-73.98319499999996651 40.68974200000008068))",124839170,BR02544,147.4842842
"MultiPoint ((-73.998291480000006 40.7196927500000001),(-73.99639899999993986 40.71598600000004353))",125040394,MN0027,441.5956649
"MultiPoint ((-73.79410522000000583 40.73855183999999952),(-73.79368399999998474 40.7393130000000383))",125221110,QN04655,91.70874631
"MultiPoint ((-73.86737775999999656 40.87764149000000202),(-73.86638799999997218 40.8774850000000356))",125221891,BX03501,85.21834466
"MultiPoint ((-73.96733799999998382 40.79331300000006877),(-73.96632352999999682 40.79451508999999731))",125623840,MN01052,158.5892293
"MultiPoint ((-73.88800528000000156 40.86826002000000102),(-73.88538699999998016 40.86992600000007769))",125711223,BX03048,288.0067348
"MultiPoint ((-73.92118899999996984 40.60932200000007697),(-73.92098527999999646 40.61071712999999761))",125747814,BR02814,155.8804888
"MultiPoint ((-73.86003799999997455 40.7152250000000322),(-73.85981166000000542 40.71014621999999861))",125771123,QN04290,564.3143756
"MultiPoint ((-73.95286380000000293 40.7783576200000013),(-73.95177999999998519 40.77810100000004923))",126015738,MN01711,95.82615611
"MultiPoint ((-73.8412989999999354 40.78495200000003251),(-73.83816889000000572 40.78919141000000081))",126140681,QN04260,539.8515614
"MultiPoint ((-73.92185399999993933 40.84025700000006509),(-73.91775472000000491 40.83866695999999763))",126140825,BX0302,388.2105825
"MultiPoint ((-73.98923099999996111 40.76333300000004556),(-73.98752577999999858 40.76289723000000009))",126510605,MN0251,151.896123
"MultiPoint ((-73.82549650999999358 40.68598922999999701),(-73.82443999999998141 40.6863200000000802))",126923811,BS2003,96.56840934
"MultiPoint ((-74.09227912999999432 40.57187103999999778),(-74.09057899999993424 40.57083600000004253))",127229900,SI05116,184.2169985
"MultiPoint ((-73.92387299999995776 40.68914900000004309),(-73.92329728999999361 40.69242815999999863))",127377494,BR02415,367.3811585
"MultiPoint ((-73.87409699999994928 40.7568620000000692),(-73.87058292999999765 40.75806581999999878))",127380417,QN0124,325.4607257
"MultiPoint ((-73.86647288999999716 40.67278404999999708),(-73.86638999999996713 40.67351300000007086))",127536296,BR02399,81.25095967
"MultiPoint ((-73.93949698000000126 40.68300404000000015),(-73.93821399999995947 40.6833400000000438))",127742605,BR02378,114.6961644
"MultiPoint ((-73.9109969999999521 40.8455700000000661),(-73.91064932000000454 40.84698912000000348))",127771535,BX03464,160.2988494
