wkt_geom_BUS,CMPLNT_NUM,SHLTR_ID,DIST_BUS
"MultiPoint ((-74.01257999999995718 40.70818400000007387),(-74.00960288000000276 40.7073244700000032))",181484480,MN01276,269.0815734
"MultiPoint ((-73.98792118999999445 40.73229331999999658),(-73.98756399999996347 40.73301000000003569))",181497233,MN0140,85.11420698
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98736599999995178 40.75014700000002676))",181648591,MN0217,164.8647484
"MultiPoint ((-74.16653682000000458 40.62497069999999866),(-74.16534299999995028 40.62749600000006467))",181665673,SI05047,298.0627062
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98736599999995178 40.75014700000002676))",181756850,MN0217,164.8647484
"MultiPoint ((-73.98862999999994372 40.75397100000003547),(-73.98856336999999428 40.75383143999999902))",181820456,MN0228,16.48783414
"MultiPoint ((-73.92792461999999887 40.66168692000000107),(-73.92786999999998443 40.66477000000003272))",181851105,BR02846,342.3991845
"MultiPoint ((-74.02864999999997053 40.62174800000002506),(-74.02728485999999464 40.6221539000000007))",181911621,BR02771,123.9928293
"MultiPoint ((-73.95574186000000338 40.74525988999999981),(-73.95269999999993615 40.74240000000003192))",181949437,BS2001,408.4944606
"MultiPoint ((-73.95339799999993602 40.68119500000005928),(-73.95246421000000225 40.68057825999999721))",182176545,BR03048,104.5104509
"MultiPoint ((-73.97683799999998655 40.7640580000000341),(-73.97607166999999606 40.76297775999999828))",182346471,MN01242,136.2980226
"MultiPoint ((-73.86859703000000366 40.65773959999999931),(-73.86606299999994008 40.65919000000008054))",182706327,BR02781,268.076189
"MultiPoint ((-73.90659417999999903 40.70008744999999806),(-73.90528099999994538 40.70016400000002932))",182752856,QN04439,111.3089428
"MultiPoint ((-73.88069348000000502 40.87289947000000012),(-73.87959499999993795 40.87357900000006339))",182771747,BX03051,119.4527498
"MultiPoint ((-73.73887399999995296 40.67571400000002768),(-73.73647986999999659 40.67477753000000007))",182988328,QN0875,227.5669863
"MultiPoint ((-73.94681199999996579 40.67866200000003118),(-73.94651197000000309 40.68023528999999883))",183032884,BR02296,176.5419443
"MultiPoint ((-73.89122505999999646 40.71236226999999985),(-73.88405899999997928 40.71219400000006772))",183417794,QN05002,605.8202269
"MultiPoint ((-73.87437599999998383 40.82934800000003861),(-73.87134915000000035 40.83044253999999995))",183567251,BX03579,282.7748548
"MultiPoint ((-74.01294694000000618 40.63569370999999819),(-74.01160099999998465 40.63662900000002765))",183576809,BR0347,154.1152712
"MultiPoint ((-73.92905930999999953 40.67928440000000023),(-73.92903599999993958 40.67942900000002737))",183779358,BR02628,16.17797309
"MultiPoint ((-73.93650924000000657 40.69684705000000235),(-73.93595899999996846 40.6969730000000709))",183865965,BR02737,48.56363556
"MultiPoint ((-73.78756199999997989 40.71191300000003821),(-73.78309625999999355 40.71283239000000265))",183883569,QN04629,390.922138
"MultiPoint ((-73.98748199999994313 40.69990100000006805),(-73.98664974000000427 40.70310813999999766))",184078115,BR02992,363.0261395
"MultiPoint ((-73.92093299999993405 40.8355120000000511),(-73.91945074999999576 40.83777887000000106))",184574064,BX0062,281.0712004
"MultiPoint ((-73.97871599999996306 40.68443800000005695),(-73.97775120999999388 40.68446154000000092))",184661786,BR02156,81.60055595
"MultiPoint ((-73.86806499999994458 40.73231600000002572),(-73.86801269000000048 40.73448547999999647))",184685504,QN0276,240.9585804
"MultiPoint ((-73.98110737999999742 40.775870740000002),(-73.98043299999994815 40.77536400000002459))",185082202,MN0244,80.04889929
"MultiPoint ((-73.99011235999999769 40.62834895999999674),(-73.99009499999993977 40.63389100000006238))",185196134,BR02456,615.427475
"MultiPoint ((-73.94688582000000565 40.80837413999999796),(-73.94581599999997934 40.80803200000002562))",185336917,MN0307,97.94006373
"MultiPoint ((-73.90038499999997157 40.74597700000003897),(-73.89954289000000642 40.74600135000000023))",185421330,QN0098,71.1737684
"MultiPoint ((-73.72397599999993645 40.72468500000007907),(-73.71050087999999789 40.72723649000000279))",185512350,QN04029,1173.144698
"MultiPoint ((-73.9937069000000065 40.75186384999999945),(-73.99342999999998938 40.75152000000002772))",185713918,BS4009,44.77564983
"MultiPoint ((-73.89406299999996008 40.66433300000005602),(-73.89141247999999962 40.66595382999999941))",185927958,BR02029,287.4523547
"MultiPoint ((-73.94726199999996652 40.8255020000000286),(-73.94550623000000655 40.82564327000000048))",185970150,MN0282,148.939317
"MultiPoint ((-73.95527425000000221 40.74296234999999911),(-73.95269999999993615 40.74240000000003192))",185987168,BS2001,226.2155646
"MultiPoint ((-73.86739199999993843 40.83494000000007418),(-73.86499831999999799 40.83492015000000208))",186004728,BX03546,201.9063462
"MultiPoint ((-73.97125373000000081 40.78521452999999752),(-73.96977699999996503 40.78560500000003231))",186019915,MN0236,131.9739079
"MultiPoint ((-73.87189798999999368 40.74244142999999951),(-73.87010799999995925 40.7422830000000431))",186051620,QN04297,152.2062668
"MultiPoint ((-73.98547220999999752 40.74432603000000341),(-73.98456999999996242 40.74540000000007467))",186178220,MN01230,141.5277377
"MultiPoint ((-73.9985829999999396 40.61507400000004964),(-73.99806003000000487 40.61514143000000132))",186266640,BR02629,44.88413127
"MultiPoint ((-74.11056460999999729 40.56959317999999826),(-74.1099999999999568 40.57003000000003112))",186438808,SI05102,68.10890113
"MultiPoint ((-73.89320383999999819 40.8483987899999974),(-73.89245699999997896 40.84597300000007181))",186453694,BX03135,276.6505205
"MultiPoint ((-73.90841448999999841 40.89505247999999682),(-73.90789699999993445 40.89390300000007983))",186896000,BX03123,134.895173
"MultiPoint ((-73.9823849999999652 40.7719700000000671),(-73.98226404999999772 40.77103744000000063))",187037451,MN0392,104.0625192
"MultiPoint ((-73.88674399999999309 40.6535154700000021),(-73.88476899999994885 40.65041100000007646))",187060380,BR02167,383.0785642
"MultiPoint ((-73.73911191999999915 40.67561795000000302),(-73.73887399999995296 40.67571400000002768))",187446097,QN0875,22.76816471
"MultiPoint ((-73.92005914000000644 40.74349774000000224),(-73.91990899999996145 40.74355500000007169))",187448725,QN04399,14.18582735
"MultiPoint ((-73.93525099999993699 40.67968600000006063),(-73.93506822000000511 40.68049838999999679))",187624665,BR02098,91.52787773
"MultiPoint ((-73.89939178999999569 40.83172199999999918),(-73.8977729999999724 40.82924900000006119))",188558761,BX0052,306.7007333
"MultiPoint ((-73.96232999999995172 40.70007000000003927),(-73.96221986999999842 40.70067085000000162))",188642171,BR03076,67.36932583
"MultiPoint ((-73.8715989999999465 40.73316600000003973),(-73.8715823999999941 40.7339268400000023))",189679851,QN04929,84.50197493
"MultiPoint ((-73.93757499999998117 40.82900600000004943),(-73.93727189000000521 40.82916329999999761))",189899660,MN0814,30.96549148
"MultiPoint ((-73.83104013999999893 40.8689015499999968),(-73.83069499999993468 40.86933000000004768))",189952117,BX03379,55.77111772
"MultiPoint ((-73.98343468999999573 40.75288387999999884),(-73.98232099999995626 40.75172300000002679))",189955934,MN01500,159.5759447
"MultiPoint ((-73.98625649000000237 40.75619166999999976),(-73.98314199999998664 40.7559540000000311))",190047330,MN0220,264.3228513
"MultiPoint ((-73.80696399999993673 40.70664600000003475),(-73.80589410000000328 40.70519046999999802))",190088460,QN04177,185.2038225
"MultiPoint ((-73.85792990000000202 40.89240766000000349),(-73.85775299999994559 40.89363700000006929))",190128211,BX03500,137.3319838
"MultiPoint ((-74.00736802999999497 40.65475124999999679),(-74.00528499999995802 40.65384900000003654))",190130557,BR02741,202.666927
"MultiPoint ((-73.78756199999997989 40.71191300000003821),(-73.78355442999999525 40.71059077000000315))",190296946,QN04629,369.1067319
"MultiPoint ((-73.91868447999999603 40.74325249000000326),(-73.9183739999999716 40.74287600000008069))",190790242,QN04240,49.3522796
"MultiPoint ((-74.11800699999997732 40.64021400000007134),(-74.10880414000000371 40.64008951999999653))",191063358,SI0002,778.6027814
"MultiPoint ((-73.94728659000000448 40.60336516999999645),(-73.9470529999999826 40.59994200000005549))",191341335,BR02935,380.6438842
"MultiPoint ((-74.03473232999999709 40.62529193000000305),(-74.03085299999997915 40.62367500000004839))",191372905,BR02410,374.135159
"MultiPoint ((-73.90496708999999953 40.83964248000000197),(-73.90293499999995674 40.83907800000002908))",191381010,BX03172,182.4890158
"MultiPoint ((-73.86481199999997216 40.73128800000006322),(-73.86388449000000378 40.73285578000000129))",191385108,QN04910,190.9181522
"MultiPoint ((-73.86844675999999765 40.65169816000000225),(-73.86628599999994549 40.65337300000004461))",191399510,BR02761,260.7440699
"MultiPoint ((-73.9677812900000049 40.75992632999999898),(-73.96762999999998556 40.76008800000005294))",191582104,MN01674,22.03450863
"MultiPoint ((-73.85861898999999653 40.82349995999999948),(-73.85824799999994639 40.82256500000005417))",191628637,BX03410,108.442081
"MultiPoint ((-73.85966666999999575 40.88009985000000057),(-73.85768299999995179 40.88087000000007265))",191822686,BX0563,187.8025111
"MultiPoint ((-73.84472399999998515 40.85006800000007843),(-73.84436377999999479 40.85033040999999798))",192116692,BX03566,42.09363811
"MultiPoint ((-73.7586729999999875 40.76184700000004568),(-73.75181739999999309 40.75771198000000339))",192476119,QN04900,738.8948424
"MultiPoint ((-73.98019308000000649 40.68152234000000078),(-73.97871599999996306 40.68443800000005695))",192644982,BR02156,347.0215059
"MultiPoint ((-73.8715989999999465 40.73316600000003973),(-73.8715823999999941 40.7339268400000023))",192711198,QN04929,84.50197493
"MultiPoint ((-73.99229112000000441 40.72887372000000283),(-73.98889799999994921 40.72711300000003121))",192900631,MN0129,346.9858078
"MultiPoint ((-74.00318299999997862 40.57711800000004132),(-74.00037222999999642 40.57916262999999901))",193128527,BR02124,328.919303
"MultiPoint ((-73.94150199999995721 40.81799800000004552),(-73.94123776000000703 40.81882329999999826))",193190082,MN01303,94.32216843
"MultiPoint ((-73.96884799999997995 40.76069600000005266),(-73.96841564999999719 40.76192192999999975))",193639643,MN0184,140.9484989
"MultiPoint ((-73.90781799999996338 40.61970600000006471),(-73.90472158999999408 40.61739387000000079))",193711958,BR02033,366.8426459
"MultiPoint ((-73.86570625000000234 40.73126047000000227),(-73.86481199999997216 40.73128800000006322))",194232924,QN04910,75.60447012
"MultiPoint ((-73.95374064000000658 40.77916766999999965),(-73.95346799999998666 40.77930400000002464))",194273504,MN01271,27.54797252
"MultiPoint ((-73.97535415999999486 40.78994740000000263),(-73.97511599999995724 40.78977000000003272))",194409393,MN0366,28.14525592
"MultiPoint ((-74.00653492000000711 40.64875119999999953),(-74.00648999999998523 40.64861900000005335))",194670797,BR02526,15.16410448
"MultiPoint ((-73.89939178999999569 40.83172199999999918),(-73.8977729999999724 40.82924900000006119))",194720880,BX0052,306.7007333
"MultiPoint ((-74.11356599999993477 40.56691100000006145),(-74.1131230600000066 40.56703526999999809))",194779591,SI05078,39.96754923
"MultiPoint ((-74.15014576000000091 40.62011301999999802),(-74.14845099999996592 40.62494800000007444))",195272936,SI05056,555.7281317
"MultiPoint ((-73.89245699999997896 40.84597300000007181),(-73.88955581999999822 40.84464333999999752))",195431122,BX03135,285.7665505
"MultiPoint ((-73.98359754999999893 40.76574028999999655),(-73.98227599999995618 40.76657500000004575))",195639170,MN01244,145.0602638
"MultiPoint ((-74.16981239999999787 40.57580373999999779),(-74.16950499999995827 40.57649000000003525))",195760990,SI05197,80.52859178
"MultiPoint ((-73.92786999999998443 40.66477000000003272),(-73.92542498000000251 40.66330200000000161))",195800273,BR02846,263.2900063
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98736599999995178 40.75014700000002676))",195925465,MN0217,164.8647484
"MultiPoint ((-73.89109599999994771 40.76037700000006225),(-73.88900682000000586 40.75993774999999886))",196227109,QN04632,183.0287571
"MultiPoint ((-73.79477799999995113 40.7055880000000343),(-73.79434664999999427 40.70475595999999996))",196471569,QN04709,99.32744143
"MultiPoint ((-73.88269399999995812 40.68505200000004152),(-73.88061111999999753 40.67912081000000057))",196638858,BR02853,681.7763069
"MultiPoint ((-74.10184299999997393 40.5891090000000645),(-74.10178648999999496 40.58905098000000322))",196812748,SI0099,8.024733489
"MultiPoint ((-73.93983399999996209 40.84680300000007946),(-73.93856820000000596 40.84582439999999792))",197073168,MN0890,152.3308766
"MultiPoint ((-73.99639899999993986 40.71598600000004353),(-73.99562210000000562 40.71696988000000061))",197125786,MN0027,127.4617844
"MultiPoint ((-73.91513199999997141 40.69665300000002617),(-73.91258838000000253 40.69438303999999818))",197280494,BR02448,331.3037625
"MultiPoint ((-73.96092299999997977 40.59825600000004897),(-73.95847066000000325 40.59976309000000327))",197346174,BR02140,266.6363748
"MultiPoint ((-73.92355707999999481 40.74262179000000117),(-73.92304099999995515 40.74341900000007399))",197583343,QN04573,98.67834588
"MultiPoint ((-73.95921771000000433 40.80934804999999699),(-73.95892099999997527 40.80954800000006344))",197855118,MN0275,33.46365352
"MultiPoint ((-73.92371999999994614 40.65631000000007589),(-73.92181911000000127 40.66142218000000241))",197865031,BR02079,590.0152767
"MultiPoint ((-73.90594399999997677 40.71241600000007566),(-73.90572855000000629 40.7128993099999974))",197919034,QN04589,56.67442195
"MultiPoint ((-73.86844675999999765 40.65169816000000225),(-73.86628599999994549 40.65337300000004461))",198448503,BR02761,260.7440699
"MultiPoint ((-73.85749298999999723 40.73684441000000334),(-73.85720799999995734 40.73651000000006661))",198751252,QN04992,44.25576652
"MultiPoint ((-73.9823849999999652 40.7719700000000671),(-73.98226404999999772 40.77103744000000063))",199001855,MN0392,104.0625192
"MultiPoint ((-73.98492994999999439 40.71652157999999844),(-73.98455599999994092 40.71541100000007418))",199058915,MN0031,127.3114536
"MultiPoint ((-73.88356799999996838 40.74760100000003149),(-73.88143614999999897 40.74434552000000309))",199066023,QN04591,403.8728609
"MultiPoint ((-73.98625649000000237 40.75619166999999976),(-73.98314199999998664 40.7559540000000311))",199112315,MN0220,264.3228513
"MultiPoint ((-73.90125699999998687 40.82024000000006936),(-73.90122700000000577 40.81988562000000087))",199400384,BX03000,39.4353508
"MultiPoint ((-73.87925552999999468 40.83443367000000279),(-73.87721799999997074 40.83388800000005858))",199400608,BX0457,182.2273362
"MultiPoint ((-73.93320199999993747 40.76043300000003455),(-73.93223915999999463 40.76095664999999713))",199482600,QN04944,99.95692775
"MultiPoint ((-73.99346599999995533 40.7222390000000587),(-73.99279321999999581 40.72342540999999727))",199549283,MN01142,143.4876999
"MultiPoint ((-74.00834824000000367 40.71169971999999859),(-74.00666999999998552 40.71169600000007449))",199805689,MN0018,141.8130914
"MultiPoint ((-73.98526814000000229 40.75325192999999757),(-73.98268899999993664 40.75121800000005123))",200072986,MN01498,313.7760141
"MultiPoint ((-73.91062193000000491 40.68982246000000202),(-73.90937099999996462 40.69147600000007969))",200152855,BR0143,211.8905076
"MultiPoint ((-73.83416554999999448 40.75231007000000005),(-73.8327439999999342 40.75395500000007587))",200256694,QN04326,218.5841353
"MultiPoint ((-73.87780999999995402 40.82156100000003107),(-73.87756606000000659 40.82169091000000094))",200591985,BX03392,25.13220928
"MultiPoint ((-73.8907124800000048 40.86218860000000319),(-73.89055899999993926 40.86211700000006886))",200598560,BX03593,15.18764516
"MultiPoint ((-73.90558221999999944 40.68123553000000214),(-73.90359599999993634 40.67845600000003969))",200660385,BR03063,351.3792871
"MultiPoint ((-73.88470999999998412 40.75151100000005044),(-73.88384818000000109 40.74980180000000018))",200683901,QN0132,203.2810636
"MultiPoint ((-73.79626491999999871 40.66833615000000179),(-73.79579099999995151 40.67353400000007468))",200866710,QN04786,578.5977556
"MultiPoint ((-73.8266699999999787 40.77027800000007574),(-73.82656715999999619 40.77065027999999813))",201075557,QN04248,42.24338645
"MultiPoint ((-73.98607299999997622 40.66895100000004959),(-73.98512461999999346 40.66860891000000322))",201293054,BR03000,88.73318963
"MultiPoint ((-73.92118899999996984 40.60932200000007697),(-73.92098527999999646 40.61071712999999761))",201426629,BR02814,155.8804888
"MultiPoint ((-73.82536699999997154 40.74298900000007961),(-73.82359547000000077 40.74355232999999998))",201504270,QN0359,162.1758119
"MultiPoint ((-73.9931079999999497 40.73568100000005643),(-73.99145686999999327 40.73512072999999845))",201838944,MN01025,152.7202826
"MultiPoint ((-73.90347199999996519 40.8305100000000607),(-73.90121523999999908 40.83267598999999848))",202067439,BX03186,306.7443001
"MultiPoint ((-73.91075599999993528 40.66935200000006034),(-73.91041629999999429 40.66842402999999706))",202078282,BR02446,106.9769762
"MultiPoint ((-73.97713631000000589 40.78479040999999938),(-73.97708699999998316 40.78465200000005098))",202523123,MN0781A,15.92396834
"MultiPoint ((-73.92830999999995356 40.61470900000006168),(-73.92774522000000559 40.61434470999999746))",203102754,BR0743,62.61537619
"MultiPoint ((-73.9593169999999418 40.7630240000000299),(-73.95901102000000549 40.76368658999999894))",203346425,MN0059,77.98408757
"MultiPoint ((-73.96041599999995242 40.70939800000007835),(-73.95905892999999764 40.70923617999999777))",203401191,BR02946,116.0768659
"MultiPoint ((-73.98958299999998189 40.71259400000002415),(-73.98923053000000039 40.71271508000000239))",203880853,MN0640,32.67793162
"MultiPoint ((-73.98633470999999417 40.76198309000000108),(-73.98489199999994526 40.76371700000004239))",204282260,MN01034,227.8478251
"MultiPoint ((-73.92622124000000383 40.81676711000000068),(-73.9240329999999517 40.81521900000007008))",204393651,BX03153,252.2697825
"MultiPoint ((-73.87437599999998383 40.82934800000003861),(-73.87134915000000035 40.83044253999999995))",204513750,BX03579,282.7748548
"MultiPoint ((-73.97325899999998455 40.67784400000005007),(-73.97234930000000475 40.67745570999999671))",204575877,BR02071,88.17191078
"MultiPoint ((-73.96150692999999876 40.71742464999999811),(-73.96001199999994924 40.71371500000003607))",204656848,BR02048,430.8816385
"MultiPoint ((-74.00318299999997862 40.57711800000004132),(-74.00037222999999642 40.57916262999999901))",204837593,BR02124,328.919303
"MultiPoint ((-74.17065375999999333 40.54583188000000149),(-74.16503699999998389 40.54415400000004865))",204855030,SI05192,510.9821701
"MultiPoint ((-73.75991999999996551 40.72067700000008017),(-73.75908226999999329 40.71613874999999894))",205159190,QN04763,508.9120627
"MultiPoint ((-73.99593763000000024 40.68918187999999958),(-73.99469099999998889 40.69043800000002875))",205184456,BR0252,174.8180328
"MultiPoint ((-73.879860800000003 40.86947047999999683),(-73.87735499999996591 40.8709580000000301))",205191528,BX03578,268.1604369
"MultiPoint ((-73.93038237999999751 40.65174135000000177),(-73.93027999999998201 40.65201000000007525))",205287215,BR02196,31.06403784
"MultiPoint ((-73.90347199999996519 40.8305100000000607),(-73.90151161999999374 40.83019502999999872))",205325460,BX03186,169.0179545
"MultiPoint ((-73.98911699999996472 40.7232290000000603),(-73.98911341999999536 40.72299694000000159))",205421783,MN01582,25.77170369
"MultiPoint ((-73.85531333000000132 40.69204711999999802),(-73.8543189999999754 40.69283200000006673))",205461384,QN04197,121.0803283
"MultiPoint ((-73.99782999999996491 40.72608000000002448),(-73.99628534999999374 40.72601662999999661))",205487118,MN0025,130.6856177
"MultiPoint ((-73.98693228000000488 40.7336436300000031),(-73.98669699999993554 40.73368100000004688))",205496454,MN01492,20.30342553
"MultiPoint ((-73.94408999999996013 40.61308500000006916),(-73.93897311999999999 40.61324780999999717))",205503051,BR02716,433.3940329
"MultiPoint ((-73.8660619999999426 40.87775800000002846),(-73.86371337999999298 40.88179268999999749))",205592344,BX03569,489.8416617
"MultiPoint ((-73.85303999999996449 40.8426180000000727),(-73.85153719000000194 40.84132622999999995))",205723339,BX0043,191.420293
"MultiPoint ((-73.98240999999995893 40.75693700000005038),(-73.98109854999999868 40.75609761999999847))",205762387,MN0221,144.7509207
"MultiPoint ((-73.83452119999999752 40.75443502000000251),(-73.8327439999999342 40.75395500000007587))",205803775,QN04326,159.2647639
"MultiPoint ((-73.86553503999999748 40.82505076999999716),(-73.86404499999997597 40.82358300000004192))",205830559,BX0450,205.8340348
"MultiPoint ((-73.97011935000000449 40.79440086000000321),(-73.97006899999996676 40.79425600000007535))",205897650,MN0268,16.6384693
"MultiPoint ((-73.8761282800000032 40.81963907000000091),(-73.8761279999999374 40.82178300000003901))",206123979,BX03292,238.0843795
"MultiPoint ((-73.95694455999999661 40.72706811999999843),(-73.95419399999997268 40.73044500000003154))",206210189,BR02094,441.1541718
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98736599999995178 40.75014700000002676))",206226184,MN0217,164.8647484
"MultiPoint ((-73.90185999999994237 40.72249000000005026),(-73.90118490000000406 40.72170892999999836))",206384242,QN04991,103.8100925
"MultiPoint ((-73.93394686999999976 40.64417059000000165),(-73.93191999999993413 40.64189800000002606))",206407341,BR02540,305.0935955
"MultiPoint ((-73.99160225999999341 40.72673825999999764),(-73.98889799999994921 40.72711300000003121))",206437829,MN0129,232.2189908
"MultiPoint ((-73.8721012299999984 40.89975529000000165),(-73.87065599999993992 40.8965270000000487))",206623030,BX03091,378.6273505
"MultiPoint ((-73.98607299999997622 40.66895100000004959),(-73.98512461999999346 40.66860891000000322))",206741947,BR03000,88.73318963
"MultiPoint ((-73.96738299999998389 40.60541700000004539),(-73.96695898999999486 40.60566990000000231))",206767068,BR02021,45.56855549
"MultiPoint ((-73.98878014999999664 40.77391474000000215),(-73.9884989999999334 40.7745590000000675))",206913017,MN01337,75.37912405
"MultiPoint ((-73.95237720999999453 40.59035430000000133),(-73.95182399999998779 40.58831500000007964))",206916570,BR02680,231.2479097
"MultiPoint ((-73.94223799999997482 40.80344600000006494),(-73.94172611000000472 40.8016168699999966))",206932706,MN01236,207.6672908
"MultiPoint ((-73.89124130999999807 40.86157702999999941),(-73.89044299999994792 40.8613310000000638))",207048067,BX03508,72.64048648
"MultiPoint ((-73.80505599999997912 40.67456900000007636),(-73.80449380000000303 40.67228645000000142))",207149275,QN04171,257.8901636
"MultiPoint ((-73.87832247000000052 40.82494145999999802),(-73.87715599999995675 40.82181200000007948))",207191156,BX03293,361.1908873
"MultiPoint ((-73.97651376000000312 40.74794487999999859),(-73.97636899999997695 40.74790300000006482))",207227250,MN0154,13.08040063
"MultiPoint ((-73.9539980100000065 40.80384839999999969),(-73.95303899999993291 40.80355100000002722))",207444543,MN0830,87.40512552
"MultiPoint ((-73.8383829999999648 40.58131900000006453),(-73.83500268999999605 40.58044399999999996))",207531014,QN04159,302.2411611
"MultiPoint ((-74.02864999999997053 40.62174800000002506),(-74.02728485999999464 40.6221539000000007))",207617616,BR02771,123.9928293
"MultiPoint ((-74.16985071000000573 40.57246598999999776),(-74.16856399999994665 40.57401000000004387))",207623192,SI05220,203.1446491
"MultiPoint ((-73.89052199999997583 40.74620000000004438),(-73.88842794999999342 40.74348241999999942))",207757553,QN0162,349.7909042
"MultiPoint ((-73.96518699999995761 40.80657900000005611),(-73.96451831999999627 40.80698934000000122))",207938861,MN0348,72.52642447
"MultiPoint ((-73.95334223000000407 40.59024764000000118),(-73.95182399999998779 40.58831500000007964))",208007065,BR02680,250.1544487
"MultiPoint ((-73.85887899999994488 40.82475200000004634),(-73.85682155000000648 40.82596799000000232))",208071888,BX03338,219.9042923
"MultiPoint ((-73.8310258599999969 40.75926893999999834),(-73.82778399999995145 40.76081900000002634))",208144293,QN04879,323.3636758
"MultiPoint ((-73.89306599999997616 40.66159400000003643),(-73.88988686000000428 40.65774823000000282))",208171193,BR02040,504.6404271
"MultiPoint ((-73.90415366999999947 40.67426262000000037),(-73.90357899999997926 40.6778070000000298))",208328049,BR02082,396.5824942
"MultiPoint ((-73.94688582000000565 40.80837413999999796),(-73.94581599999997934 40.80803200000002562))",208362009,MN0307,97.94006373
"MultiPoint ((-73.80003999999996722 40.59183800000005249),(-73.79983749000000159 40.59257232000000215))",208415826,QN04931,83.32580061
"MultiPoint ((-73.92185399999993933 40.84025700000006509),(-73.91880636000000493 40.83868966))",208425589,BX0302,310.422031
"MultiPoint ((-73.98967568999999855 40.74973364000000231),(-73.98746399999998857 40.74957900000003974))",208441230,MN01638,187.5709823
"MultiPoint ((-73.9768559999999411 40.73896300000006931),(-73.97647696999999312 40.7397243400000022))",208570579,MN0048,90.40454308
"MultiPoint ((-73.82743999999996731 40.67759000000006608),(-73.82604211000000305 40.67725890999999905))",208692125,QN04120,123.7702644
"MultiPoint ((-73.93936399999995501 40.82615200000003597),(-73.93868514999999775 40.82481094999999982))",208717107,MN01725,159.5549972
"MultiPoint ((-73.80947699999995848 40.67519100000004073),(-73.80847774000000072 40.68217161999999831))",208966769,QN04110,779.7715638
"MultiPoint ((-73.83697601000000077 40.68199594000000019),(-73.83503499999994801 40.68294400000007727))",208993542,QN04462,194.9586756
"MultiPoint ((-73.98120099999999866 40.66165580999999918),(-73.97726799999998093 40.65964200000007622))",209046398,BR02309,400.7855406
"MultiPoint ((-73.99050124999999412 40.75626620999999972),(-73.99014599999998154 40.7574970000000576))",209263884,MN0231,139.9316308
"MultiPoint ((-73.87050299999998515 40.82270900000003166),(-73.87017045000000337 40.82338728999999944))",209278874,BX0428,80.37903447
"MultiPoint ((-74.07616735999999946 40.63162888000000095),(-74.07517699999993965 40.63318300000003092))",209279493,SI05118,191.8433227
"MultiPoint ((-73.94923712000000648 40.8230100500000006),(-73.94884299999995392 40.82375000000007503))",209307103,MN0280,88.64320448
"MultiPoint ((-73.99198572999999612 40.71812797999999844),(-73.99119299999995292 40.71716400000002523))",209334553,MN01592,126.2764385
"MultiPoint ((-73.98923099999996111 40.76333300000004556),(-73.98707081999999957 40.76352297999999763))",209620831,MN0251,183.6114954
"MultiPoint ((-73.9863889999999742 40.71573200000005954),(-73.9862936699999949 40.71583282000000281))",209908025,MN01573,13.79241149
"MultiPoint ((-73.91922799999997551 40.76596600000004855),(-73.9183419400000048 40.76657162000000056))",209955948,QN04007,100.5973774
"MultiPoint ((-73.82712605999999766 40.8307223300000004),(-73.82543699999996534 40.83001100000007))",210075497,BX0029,162.9066534
"MultiPoint ((-73.84959838000000332 40.8772217100000006),(-73.84947299999998904 40.87615100000004986))",210084771,BX03157,119.372733
"MultiPoint ((-73.87933199999997669 40.87353400000006332),(-73.87725188999999659 40.8744877800000026))",210196903,BX03598,204.8512299
"MultiPoint ((-73.84847496999999805 40.71008794000000108),(-73.84783699999996998 40.70990100000005896))",210244197,QN0254,57.76912461
"MultiPoint ((-73.92846032999999295 40.81082619000000022),(-73.92718499999995174 40.81071200000008048))",210376170,BX03549,108.3510234
"MultiPoint ((-73.93401837000000398 40.75407111999999898),(-73.93223899999998139 40.75207300000005262))",210426357,QN04526,267.982283
"MultiPoint ((-73.98894328000000087 40.74821297999999814),(-73.98746399999998857 40.74957900000003974))",210511703,MN01638,196.5174493
"MultiPoint ((-73.89653099999998176 40.86249100000003409),(-73.8964697899999976 40.86333845000000053))",210555714,BX0077,94.25177393
"MultiPoint ((-73.8715989999999465 40.73316600000003973),(-73.8715823999999941 40.7339268400000023))",210589886,QN04929,84.50197493
"MultiPoint ((-73.91425316000000123 40.81874051999999864),(-73.91420199999998886 40.81864200000006804))",210814988,BX03090,11.76127466
"MultiPoint ((-73.82308199999994258 40.86586900000003197),(-73.82158284999999864 40.86846737999999846))",211075184,BX03281,315.0176541
"MultiPoint ((-73.97707999999994399 40.57548100000002478),(-73.97633607000000211 40.57758742000000041))",211098591,BR0543,242.2417838
"MultiPoint ((-73.78611227999999755 40.75316408999999851),(-73.78371599999996988 40.75766800000008061))",211175897,QN0635,539.5396682
"MultiPoint ((-73.80160023000000535 40.67914893999999748),(-73.80154299999998102 40.68396000000007007))",211203862,QN04255,534.2793317
"MultiPoint ((-73.94293899999996711 40.83704200000005358),(-73.94247163999999373 40.83754014000000154))",211303867,MN01010,67.92604897
"MultiPoint ((-73.99767399999996087 40.57263400000005049),(-73.99727289999999869 40.57399138000000249))",211486770,BR02476,154.510169
"MultiPoint ((-73.81417399999997997 40.72785700000002862),(-73.81407308 40.72628104000000349))",211495688,QN04124,175.2157618
