wkt_geom_SBWY,CMPLNT_NUM,SBWY_ID,DIST_ENTR
"MultiPoint ((-73.88387600017465218 40.74781200071323894),(-73.88384818000000109 40.74980180000000018))",200683901,1797,220.9778226
"MultiPoint ((-73.824314000585602 40.68610300097643062),(-73.79626491999999871 40.66833615000000179))",200866710,908,3084.815951
"MultiPoint ((-73.82844399966283788 40.76004800047372356),(-73.82656715999999619 40.77065027999999813))",201075557,1437,1187.992942
"MultiPoint ((-73.98512461999999346 40.66860891000000322),(-73.98171600042714147 40.66711200100675683))",201293054,1044,332.7195476
"MultiPoint ((-73.94766499945733074 40.63184500126443055),(-73.92098527999999646 40.61071712999999761))",201426629,1212,3255.897456
"MultiPoint ((-73.82857299976664933 40.75989500106004471),(-73.82359547000000077 40.74355232999999998))",201504270,1438,1862.884199
"MultiPoint ((-73.99145686999999327 40.73512072999999845),(-73.99123500051780411 40.73485900133318438))",201838944,326,34.58325334
"MultiPoint ((-73.90121523999999908 40.83267598999999848),(-73.89201499957316344 40.83036900118695911))",202067439,1746,817.2268391
"MultiPoint ((-73.91041629999999429 40.66842402999999706),(-73.90903300041885871 40.66270300085208333))",202078282,592,645.9840635
"MultiPoint ((-73.97966200019949667 40.78398500069541655),(-73.97713631000000589 40.78479040999999938))",202523123,1136,231.1919975
"MultiPoint ((-73.94766499945733074 40.63184500126443055),(-73.92774522000000559 40.61434470999999746))",203102754,1212,2572.429739
"MultiPoint ((-73.95959172742543331 40.76688377384352435),(-73.95901102000000549 40.76368658999999894))",203346425,1924,358.4147906
"MultiPoint ((-73.95905892999999764 40.70923617999999777),(-73.9588260002845459 40.70878800094815375))",203401191,305,53.52051658
"MultiPoint ((-73.99012600012675023 40.71272700095602914),(-73.98923053000000039 40.71271508000000239))",203880853,1028,75.67829209
"MultiPoint ((-73.986662000454956 40.76196800097374506),(-73.98633470999999417 40.76198309000000108))",204282260,744,27.68621888
"MultiPoint ((-73.986662000454956 40.76196800097374506),(-73.98633470999999417 40.76198309000000108))",204282260,747,27.68621888
"MultiPoint ((-73.92725099995654148 40.8182810009753041),(-73.92622124000000383 40.81676711000000068))",204393651,687,189.2390754
"MultiPoint ((-73.87444699958614081 40.82964100127183116),(-73.87134915000000035 40.83044253999999995))",204513750,636,276.0509254
"MultiPoint ((-73.97234930000000475 40.67745570999999671),(-73.97221200054895007 40.67732400102733692))",204575877,1621,18.67247881
"MultiPoint ((-73.96150692999999876 40.71742464999999811),(-73.95769499981996375 40.7177140006752083))",204656848,129,323.6813744
"MultiPoint ((-74.00037222999999642 40.57916262999999901),(-73.98373500008773362 40.58802200105679958))",204837593,49,1718.099303
"MultiPoint ((-74.17065375999999333 40.54583188000000149),(-74.16521432278011616 40.54438778600169968))",204855030,1482,487.8866148
"MultiPoint ((-73.78211900038030535 40.71320700095642309),(-73.75908226999999329 40.71613874999999894))",205159190,1522,1973.57205
"MultiPoint ((-73.99593763000000024 40.68918187999999958),(-73.99146499975894642 40.68557900083901302))",205184456,507,550.4694203
"MultiPoint ((-73.879860800000003 40.86947047999999683),(-73.87750100055957603 40.87402100117967052))",205191528,446,543.0857929
"MultiPoint ((-73.93038237999999751 40.65174135000000177),(-73.92310899973509208 40.6648870004761136))",205287215,586,1584.085827
"MultiPoint ((-73.90151161999999374 40.83019502999999872),(-73.89671899954544187 40.82244700068561372))",205325460,1751,950.6701141
"MultiPoint ((-73.98911341999999536 40.72299694000000159),(-73.98894199993516452 40.72280700049410029))",205421783,1024,25.58597697
"MultiPoint ((-73.85531333000000132 40.69204711999999802),(-73.85255599957513084 40.69345100050823305))",205461384,68,280.3967135
"MultiPoint ((-73.99638700031852068 40.72549900051556904),(-73.99628534999999374 40.72601662999999661))",205487118,1020,58.11999026
"MultiPoint ((-73.98693228000000488 40.7336436300000031),(-73.98693099981812793 40.73327700049357247))",205496454,328,40.71389549
"MultiPoint ((-73.95735199997993448 40.60831900122435911),(-73.93897311999999999 40.61324780999999717))",205503051,1398,1648.861631
"MultiPoint ((-73.86371337999999298 40.88179268999999749),(-73.86274299959174527 40.88343900095210159))",205592344,1723,200.2858462
"MultiPoint ((-73.85153719000000194 40.84132622999999995),(-73.84665299962513529 40.83695400071653125))",205723339,627,636.7375739
"MultiPoint ((-73.9817880004534203 40.7578010009203382),(-73.98109854999999868 40.75609761999999847))",205762387,469,197.9158687
"MultiPoint ((-73.83452119999999752 40.75443502000000251),(-73.83033299958195528 40.75940400122517815))",205803775,1777,655.4119107
"MultiPoint ((-73.86740999955235054 40.83146600064389986),(-73.86553503999999748 40.82505076999999716))",205830559,633,729.7599291
"MultiPoint ((-73.97204199949015901 40.7943290013071902),(-73.97011935000000449 40.79440086000000321))",205897650,1132,162.4602722
"MultiPoint ((-73.87936200055044367 40.82846000103376127),(-73.8761282800000032 40.81963907000000091))",206123979,638,1016.84345
"MultiPoint ((-73.95694455999999661 40.72706811999999843),(-73.95437699986622704 40.73007000134703048))",206210189,169,397.7105412
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98825399954313298 40.74984500048655178))",206226184,1009,108.4951211
"MultiPoint ((-73.90118490000000406 40.72170892999999836),(-73.88954000033932346 40.71208200050858039))",206384242,112,1452.92458
"MultiPoint ((-73.94868400000619602 40.64504600132514867),(-73.93394686999999976 40.64417059000000165))",206407341,609,1250.331934
"MultiPoint ((-73.99160225999999341 40.72673825999999764),(-73.99129800004936897 40.72395000121395015))",206437829,498,310.6973918
"MultiPoint ((-73.87811999952252506 40.88673700075253237),(-73.8721012299999984 40.89975529000000165))",206623030,658,1532.097071
"MultiPoint ((-73.98512461999999346 40.66860891000000322),(-73.98171600042714147 40.66711200100675683))",206741947,1044,332.7195476
"MultiPoint ((-73.97212400023236967 40.6039990006825775),(-73.96695898999999486 40.60566990000000231))",206767068,1513,474.8922982
"MultiPoint ((-73.98878014999999664 40.77391474000000215),(-73.98244800053143422 40.77373800096443546))",206913017,255,534.9337208
"MultiPoint ((-73.95422399993600493 40.58730200083184059),(-73.95237720999999453 40.59035430000000133))",206916570,4,373.2649913
"MultiPoint ((-73.94172611000000472 40.8016168699999966),(-73.94159999985691911 40.7988520012020075))",206932706,1643,307.2231947
"MultiPoint ((-73.89398199961250668 40.86612700092386774),(-73.89124130999999807 40.86157702999999941))",207048067,452,555.6057317
"MultiPoint ((-73.824314000585602 40.68610300097643062),(-73.80449380000000303 40.67228645000000142))",207149275,908,2271.963741
"MultiPoint ((-73.87936200055044367 40.82846000103376127),(-73.87832247000000052 40.82494145999999802))",207191156,638,400.4548408
"MultiPoint ((-73.97651376000000312 40.74794487999999859),(-73.97507800029559633 40.75085100075819611))",207227250,1332,344.7493121
"MultiPoint ((-73.95513100031358533 40.80417200097991071),(-73.9539980100000065 40.80384839999999969))",207444543,371,102.1368093
"MultiPoint ((-73.83741799970853492 40.58051000061336566),(-73.83500268999999605 40.58044399999999996))",207531014,926,204.6268328
"MultiPoint ((-74.02831499985322239 40.62258300082047668),(-74.02728485999999464 40.6221539000000007))",207617616,1616,99.33814173
"MultiPoint ((-74.16985071000000573 40.57246598999999776),(-74.15149039522799512 40.55104482877142402))",207623192,218,2841.855439
"MultiPoint ((-73.8902080004136792 40.74598800104045182),(-73.88842794999999342 40.74348241999999942))",207757553,1452,316.2612796
"MultiPoint ((-73.96451831999999627 40.80698934000000122),(-73.9640129996468545 40.80753500056377447))",207938861,1129,74.09392123
"MultiPoint ((-73.95422399993600493 40.58730200083184059),(-73.95334223000000407 40.59024764000000118))",208007065,4,335.5107692
"MultiPoint ((-73.8608880003458097 40.83322500105023778),(-73.85682155000000648 40.82596799000000232))",208071888,631,875.8563203
"MultiPoint ((-73.8310258599999969 40.75926893999999834),(-73.83040800033364803 40.75958700091248232))",208144293,1776,63.00381216
"MultiPoint ((-73.88988686000000428 40.65774823000000282),(-73.88838600051198569 40.66543100124898302))",208171193,597,862.5404049
"MultiPoint ((-73.90415366999999947 40.67426262000000037),(-73.90261199981974016 40.67538000105924567))",208328049,1058,179.9612488
"MultiPoint ((-73.94688582000000565 40.80837413999999796),(-73.94575199990310921 40.80768100084603134))",208362009,1768,122.7913125
"MultiPoint ((-73.79983749000000159 40.59257232000000215),(-73.79778899996182417 40.59074400046429076))",208415826,927,267.0037811
"MultiPoint ((-73.91880636000000493 40.83868966),(-73.9180179996210569 40.83996000097312162))",208425589,680,155.9560601
"MultiPoint ((-73.99064999949320054 40.75028300087492283),(-73.98967568999999855 40.74973364000000231))",208441230,1152,102.4312879
"MultiPoint ((-73.9837379999964071 40.74325700108744996),(-73.97647696999999312 40.7397243400000022))",208570579,1676,728.025346
"MultiPoint ((-73.82709200048289233 40.68572000058409088),(-73.82604211000000305 40.67725890999999905))",208692125,442,943.7679489
"MultiPoint ((-73.93868514999999775 40.82481094999999982),(-73.93698100017718389 40.82406900082459345))",208717107,1763,165.6964556
"MultiPoint ((-73.824314000585602 40.68610300097643062),(-73.80847774000000072 40.68217161999999831))",208966769,908,1408.113822
"MultiPoint ((-73.83697601000000077 40.68199594000000019),(-73.83683599977649692 40.682120000656667))",208993542,905,18.16293435
"MultiPoint ((-73.98120099999999866 40.66165580999999918),(-73.97976199963267163 40.66140000122864251))",209046398,515,124.9594701
"MultiPoint ((-73.99088700011115805 40.75610100077567211),(-73.99050124999999412 40.75626620999999972))",209263884,754,37.38561223
"MultiPoint ((-73.87473099975180446 40.82937100110002859),(-73.87017045000000337 40.82338728999999944))",209278874,635,767.823503
"MultiPoint ((-74.07616735999999946 40.63162888000000095),(-74.075140576579102 40.62776314225065732))",209279493,1499,437.9791555
"MultiPoint ((-73.9503919997415835 40.82619900071817653),(-73.94923712000000648 40.8230100500000006))",209307103,1125,367.2909017
"MultiPoint ((-73.99345200013313217 40.71815500081103778),(-73.99198572999999612 40.71812797999999844))",209334553,1021,123.9252709
"MultiPoint ((-73.98707081999999957 40.76352297999999763),(-73.98629899991198045 40.76245200109172373))",209620831,746,135.6161301
"MultiPoint ((-73.98718099989490327 40.71841000115623643),(-73.9862936699999949 40.71583282000000281))",209908025,108,295.8495006
"MultiPoint ((-73.92119200002551338 40.76696300118020133),(-73.9183419400000048 40.76657162000000056))",209955948,1537,244.5271597
"MultiPoint ((-73.83647800030956887 40.84360900131861172),(-73.82712605999999766 40.8307223300000004))",210075497,625,1634.049497
"MultiPoint ((-73.84959838000000332 40.8772217100000006),(-73.8458690001599507 40.87011700049922069))",210084771,1432,849.3123438
"MultiPoint ((-73.87753300001038781 40.87426200051528724),(-73.87725188999999659 40.8744877800000026))",210196903,447,34.49880307
"MultiPoint ((-73.84847496999999805 40.71008794000000108),(-73.84403899977785102 40.72110000058624024))",210244197,841,1279.025514
"MultiPoint ((-73.92846032999999295 40.81082619000000022),(-73.92705000033528506 40.81071200082855199))",210376170,1227,119.6708047
"MultiPoint ((-73.93401837000000398 40.75407111999999898),(-73.93290299961094547 40.75290100126159842))",210426357,1544,160.4881972
"MultiPoint ((-73.98894328000000087 40.74821297999999814),(-73.98877399965104473 40.74874600089611931))",210511703,1410,60.89349314
"MultiPoint ((-73.89666199972324989 40.86260800109757696),(-73.8964697899999976 40.86333845000000053))",210555714,454,82.72010139
"MultiPoint ((-73.8715823999999941 40.7339268400000023),(-73.87098299989291661 40.73335400105053594))",210589886,848,81.30395356
"MultiPoint ((-73.91745600003321215 40.81626500069561558),(-73.91425316000000123 40.81874051999999864))",210814988,1762,385.4729007
"MultiPoint ((-73.82699100035131323 40.85304100052418619),(-73.82158284999999864 40.86846737999999846))",211075184,618,1772.761821
"MultiPoint ((-73.97674700022307093 40.57592900101307976),(-73.97633607000000211 40.57758742000000041))",211098591,14,187.4183898
"MultiPoint ((-73.78611227999999755 40.75316408999999851),(-73.78211900038030535 40.71320700095642309))",211175897,1522,4449.988709
"MultiPoint ((-73.80735299967045648 40.700554000747033),(-73.80160023000000535 40.67914893999999748))",211203862,160,2426.217159
"MultiPoint ((-73.94247163999999373 40.83754014000000154),(-73.94013699984783727 40.83593600113896116))",211303867,705,265.5323194
"MultiPoint ((-73.99727289999999869 40.57399138000000249),(-73.98107699963557593 40.57624100083491925))",211486770,292,1393.925234
"MultiPoint ((-73.81960100046478601 40.70968100067084805),(-73.81407308 40.72628104000000349))",211495688,833,1901.659758
"MultiPoint ((-73.9551670400000063 40.82184051000000125),(-73.95440800002518245 40.82134800084509152))",211501470,235,84.21222678
"MultiPoint ((-73.87900700042075641 40.68175700074932877),(-73.87646585999999616 40.68448795999999845))",211577472,79,371.6429492
"MultiPoint ((-73.9905402400000014 40.76130830999999688),(-73.98898999970583645 40.75868500081033829))",211772386,385,319.3753394
"MultiPoint ((-73.88781781000000137 40.76721016999999847),(-73.88402800010362625 40.74779700102594404))",211807288,1799,2179.440882
"MultiPoint ((-73.78211900038030535 40.71320700095642309),(-73.77097127000000398 40.76360895999999912))",211865297,1522,5675.732628
"MultiPoint ((-74.07419776000000411 40.61642951000000323),(-74.07169159790613833 40.6215933621030274))",211874426,1495,611.384959
"MultiPoint ((-73.99981381999999996 40.73327931000000035),(-73.99961499984104307 40.7332590009779878))",212229391,404,16.94577126
"MultiPoint ((-73.98197933000000148 40.66245193000000313),(-73.97976199963267163 40.66140000122864251))",212283248,515,220.9158023
"MultiPoint ((-73.92267499950918364 40.66489100052888261),(-73.92044783999999424 40.66277441999999809))",212569429,585,301.1857379
"MultiPoint ((-73.92062200032665942 40.7566730009065239),(-73.91966859999999429 40.75612330999999955))",212809358,1087,101.0343172
"MultiPoint ((-73.9523833599999989 40.63728479000000249),(-73.9487010001726901 40.63988300083265415))",212967310,1211,424.5931103
"MultiPoint ((-73.81904314999999883 40.70295019999999653),(-73.81726999980881487 40.70273100114679465))",212980334,163,151.816446
"MultiPoint ((-73.99563200053088963 40.73867800064605404),(-73.99523449999999514 40.73957294000000218))",213410734,491,104.9003476
"MultiPoint ((-73.96349499943106309 40.8082450011270268),(-73.96058068000000674 40.80747936000000209))",213448810,243,260.1915814
"MultiPoint ((-73.97405099945586926 40.59026600108049365),(-73.9658985199999961 40.58778722000000272))",213610100,1517,743.0199134
"MultiPoint ((-73.98159999972243384 40.74624200122854489),(-73.97655491999999811 40.74378932999999847))",213738892,1671,505.7124269
"MultiPoint ((-74.00122853000000589 40.74812842000000046),(-73.99864200035956685 40.74550500079416793))",213781473,397,364.1317491
"MultiPoint ((-73.94062667000000033 40.75054770999999931),(-73.94024499973599518 40.75030200085818421))",213790187,1822,42.23105211
"MultiPoint ((-73.97710485999999719 40.6767156700000001),(-73.972788000307375 40.67736500045113957))",213938473,1620,372.0217046
"MultiPoint ((-73.87072879999999486 40.7275388300000003),(-73.87033400014576046 40.73304100076268242))",213944864,847,611.9184631
"MultiPoint ((-73.94766499945733074 40.63184500126443055),(-73.94516120999999487 40.63046626999999944))",214094906,1212,261.3643087
"MultiPoint ((-74.01119799948543232 40.7102010011557951),(-74.01111088999999765 40.70942956999999751))",214194854,1879,85.98179396
"MultiPoint ((-73.98504579000000092 40.68256609000000168),(-73.98332700028839781 40.67727900122801543))",214366635,1590,604.833325
"MultiPoint ((-74.00098314000000244 40.74968469000000226),(-73.99771099962195819 40.74673200085787528))",214475385,394,428.8143663
"MultiPoint ((-73.92093932000000223 40.86545749999999799),(-73.91922200035864421 40.86428300127663249))",214664313,210,194.8682133
"MultiPoint ((-73.91745600003321215 40.81626500069561558),(-73.91402109999999936 40.81659671999999972))",214698588,1762,292.1281862
"MultiPoint ((-73.99637076000000491 40.68140046999999981),(-73.99443399977243985 40.68111500089428745))",214860638,511,166.7727457
"MultiPoint ((-73.9505660005445975 40.72376500117911746),(-73.94805857999999432 40.72202508000000165))",214985587,173,286.7227287
"MultiPoint ((-73.84640095000000315 40.87131364999999761),(-73.8458690001599507 40.87011700049922069))",215075877,1432,140.2517286
"MultiPoint ((-73.97933500002254448 40.59851200104022695),(-73.97617694000000199 40.59985320999999914))",215617356,301,305.9983893
"MultiPoint ((-73.8715823999999941 40.7339268400000023),(-73.87098299989291661 40.73335400105053594))",215698275,848,81.30395356
"MultiPoint ((-73.92742948999999442 40.77224833999999731),(-73.92140900034577555 40.76705200124538209))",215792039,1536,768.9932232
"MultiPoint ((-73.94766499945733074 40.63184500126443055),(-73.94599639999999852 40.63125715999999699))",215875681,1212,155.5289753
"MultiPoint ((-73.99985714000000314 40.72441100999999719),(-73.9979569995641242 40.72426000065273399))",215910126,1873,161.4063693
"MultiPoint ((-73.95780799949602624 40.60906200078153461),(-73.95605138999999895 40.60974775999999764))",216151258,282,167.030784
"MultiPoint ((-73.92710100053378142 40.81840500100197744),(-73.92453566000000365 40.81536346000000037))",216170257,688,401.157505
"MultiPoint ((-73.90517060000000527 40.6867247400000025),(-73.90474100026483484 40.68880500057916549))",216323182,1056,233.8454166
"MultiPoint ((-73.92974363999999809 40.762069529999998),(-73.92563800033799737 40.76188000132561484))",216380276,1538,347.3067468
"MultiPoint ((-73.95530199994939835 40.77966100064676169),(-73.95326357000000428 40.77982071999999647))",216709102,1241,172.9850469
"MultiPoint ((-73.90775170000000571 40.88525342999999879),(-73.90475099961859939 40.87916800087231195))",216772450,205,721.5722743
"MultiPoint ((-73.84672599988554964 40.83661300101309877),(-73.83842022000000327 40.82996743999999723))",216864817,628,1017.559908
"MultiPoint ((-74.00106366999999352 40.59497816999999742),(-73.99413000010537189 40.60199300109584897))",217001107,43,975.3131242
"MultiPoint ((-73.98753177999999764 40.75012867000000227),(-73.98749500039362204 40.74989100127905317))",217350458,1857,26.57504028
"MultiPoint ((-73.86269899961160945 40.7299530008566677),(-73.86264267999999333 40.7296346999999983))",217521683,845,35.66565713
"MultiPoint ((-73.82992700036093936 40.75945100062502036),(-73.82967026999999405 40.75862467999999694))",217644799,1775,94.28826103
"MultiPoint ((-73.89641616999999485 40.86526243000000136),(-73.89452099968575283 40.86636900084520363))",217762085,451,201.5652664
"MultiPoint ((-73.90280835000000081 40.86270719000000184),(-73.90136699997309222 40.86256200047311182))",217898243,665,122.5846497
"MultiPoint ((-73.9345382199999932 40.67682832999999931),(-73.93198699967261689 40.6793460012733803))",218417324,433,353.1109058
"MultiPoint ((-73.95836600024699692 40.81523000117834243),(-73.95392416999999341 40.81659761000000231))",218444118,239,404.3570593
"MultiPoint ((-73.90979499943770747 40.87430800072270642),(-73.90801365000000089 40.87367103999999784))",218458528,1118,165.9858328
"MultiPoint ((-73.94766499945733074 40.63184500126443055),(-73.93876908000000014 40.61972541000000092))",218701769,1212,1542.014567
"MultiPoint ((-73.95016199968677029 40.82651300066238065),(-73.94897482999999738 40.82581778000000128))",218886848,1126,126.4496629
"MultiPoint ((-73.97328271000000655 40.67832602000000009),(-73.972788000307375 40.67736500045113957))",218960492,1620,114.6221283
"MultiPoint ((-73.96224900053312012 40.6627270012342521),(-73.96017924999999593 40.66334124000000116))",218974264,1912,187.8443234
"MultiPoint ((-73.75417800022006531 40.60465700132098732),(-73.73192670000000248 40.66489125999999743))",219037790,946,6948.658695
"MultiPoint ((-73.82841400037030155 40.75994600046212213),(-73.81475527999999997 40.73655303999999688))",219072658,1439,2842.365748
"MultiPoint ((-73.94111899960131495 40.67980400107332173),(-73.9400791399999946 40.67713326999999879))",219150459,430,309.333875
"MultiPoint ((-73.96009182000000237 40.77333199000000263),(-73.96005999995988134 40.77363600066858851))",219697852,1659,33.86695053
"MultiPoint ((-73.90684699953115455 40.75342800094032469),(-73.90413542000000291 40.75468141999999716))",219737828,554,267.9708517
"MultiPoint ((-73.90952751999999748 40.65927772999999945),(-73.9088089996486417 40.66240100091232534))",219778277,591,352.1132066
"MultiPoint ((-73.94318794000000139 40.75625808000000205),(-73.94237399991762061 40.75432200099373858))",219965270,979,225.7195366
"MultiPoint ((-73.98809599983437124 40.75088000056648241),(-73.98771207000000061 40.75104817999999796))",220050540,484,37.41749202
"MultiPoint ((-73.99204666999999347 40.75160025999999647),(-73.99127099949824071 40.75104600052013382))",220119476,264,89.88559697
"MultiPoint ((-73.97272200045094337 40.7930650007740212),(-73.97240578999999627 40.79362741999999997))",220147110,1417,67.91938036
"MultiPoint ((-73.93668700018227469 40.83031300104234163),(-73.93543259000000489 40.83294175999999709))",220186655,978,310.5089459
"MultiPoint ((-73.90522600039543022 40.84996800110871362),(-73.89798313000000007 40.84308662000000112))",220463406,964,978.2858844
"MultiPoint ((-73.87642400016866873 40.73627700100364279),(-73.87545147000000156 40.73533092000000266))",220604127,851,133.3658394
"MultiPoint ((-73.94024699963523517 40.68001000080545282),(-73.93849437999999452 40.67547459000000032))",220833631,804,524.9908127
"MultiPoint ((-73.90280835000000081 40.86270719000000184),(-73.90136699997309222 40.86256200047311182))",220895940,665,122.5846497
"MultiPoint ((-73.94997600024500173 40.65718400099187591),(-73.94525939000000392 40.65571833999999996))",220968432,605,430.8134746
"MultiPoint ((-73.93723400047332461 40.80440700114685626),(-73.93581854999999337 40.803707959999997))",221036005,692,142.4513667
"MultiPoint ((-73.87811999952252506 40.88673700075253237),(-73.87717292000000668 40.88200266999999855))",221380780,658,531.7802283
"MultiPoint ((-73.90602391999999554 40.71575135999999873),(-73.90224300008379998 40.7047290006551421))",221540479,115,1265.025626
"MultiPoint ((-74.13454812999999888 40.62350569000000178),(-74.10279235840938838 40.58406212025946047))",221804364,1473,5138.942766
"MultiPoint ((-73.94883711999999321 40.78875021000000345),(-73.94785599953543453 40.7902790009478835))",222140828,1646,188.8910419
"MultiPoint ((-73.98827399986596731 40.69921200078849921),(-73.9869716200000056 40.6985106899999991))",222483871,417,134.8379628
"MultiPoint ((-73.98084599950500717 40.57690000134535069),(-73.98049697000000435 40.57935310999999956))",222772122,15,274.0056117
"MultiPoint ((-73.89083600040297028 40.8205910011683315),(-73.88770741999999814 40.81554756999999967))",222849632,641,619.1539251
"MultiPoint ((-73.94061799997504636 40.8141880008537683),(-73.93803626999999778 40.81544012999999893))",222985941,1317,258.4197629
"MultiPoint ((-73.82841400037030155 40.75994600046212213),(-73.82236238000000128 40.75937119000000308))",223148082,1439,514.9706131
"MultiPoint ((-73.91163300013873538 40.84850100086860181),(-73.91090950000000248 40.84972580000000164))",223186723,677,149.0717786
"MultiPoint ((-73.89555803999999739 40.68191032000000007),(-73.89171100013446392 40.67784700081332261))",223211277,83,556.2173007
"MultiPoint ((-73.86684565999999563 40.87971311999999813),(-73.86642099965749253 40.87783900080502519))",223231326,1725,211.1794836
"MultiPoint ((-73.9468958500000042 40.71430353000000224),(-73.94457000057421681 40.71461300088400037))",223382847,132,199.5099727
"MultiPoint ((-73.92402800004501273 40.82757200132716946),(-73.91982269000000372 40.82602351999999968))",223449625,464,394.2207296
"MultiPoint ((-73.98376068999999688 40.74811081000000001),(-73.98214699998885635 40.74644700116068918))",223772061,1265,229.5899919
"MultiPoint ((-73.95821970000000078 40.80516473000000133),(-73.95555899960267254 40.80463900057937821))",223798930,722,231.9838691
"MultiPoint ((-74.11367900999999847 40.64203908999999726),(-74.07501783783364147 40.63763225681888258))",223918122,1484,3306.816814
"MultiPoint ((-73.824314000585602 40.68610300097643062),(-73.82048005000000046 40.68767504000000201))",224077331,908,368.1178182
"MultiPoint ((-73.95735199997993448 40.60831900122435911),(-73.94245918000000017 40.60959078999999861))",224261310,1398,1268.274004
"MultiPoint ((-73.96789400057325281 40.57642300107100652),(-73.96780144999999607 40.57632548000000128))",224388056,9,13.36723177
"MultiPoint ((-73.97272200045094337 40.7930650007740212),(-73.97240578999999627 40.79362741999999997))",224449108,1417,67.91938036
"MultiPoint ((-74.00112700008234867 40.73109100093792989),(-73.99931592999999452 40.72825367000000085))",224451062,767,350.2630876
"MultiPoint ((-73.98634601999999916 40.77725482999999684),(-73.98194699960632192 40.77843700056374843))",224493281,1459,393.8741579
"MultiPoint ((-73.91301264000000515 40.75616787999999957),(-73.9126419994551469 40.75581300072017399))",224920843,1085,50.32572032
"MultiPoint ((-73.9744142600000032 40.79242569000000174),(-73.9731739994282691 40.79307000107886694))",225048924,1414,126.793172
"MultiPoint ((-73.88838600051198569 40.66543100124898302),(-73.8866659699999957 40.66338288000000034))",225129441,597,269.9685671
"MultiPoint ((-73.97966200019949667 40.78398500069541655),(-73.97839973000000668 40.78615478999999766))",225134908,1136,263.4597975
"MultiPoint ((-73.92402800004501273 40.82757200132716946),(-73.91820029000000147 40.82605531000000099))",225158427,464,519.649599
"MultiPoint ((-73.94688582000000565 40.80837413999999796),(-73.94575199990310921 40.80768100084603134))",225359763,1768,122.7913125
"MultiPoint ((-74.01161706000000606 40.63352273000000281),(-74.01072599969020871 40.63455200060417383))",225451615,53,136.9175118
"MultiPoint ((-73.93167500025572281 40.66896000111367471),(-73.93106690000000469 40.66938246000000134))",225573877,582,69.60315323
"MultiPoint ((-73.98981129999999951 40.75976844000000199),(-73.98898999970583645 40.75868500081033829))",225833161,385,138.8715297
"MultiPoint ((-73.91524000005026096 40.6616890008421592),(-73.91268848999999364 40.6620002499999984))",225916701,589,218.5159791
"MultiPoint ((-73.83391833000000304 40.70235505000000131),(-73.82923100020397555 40.7005200010353505))",226035873,63,445.4834373
"MultiPoint ((-73.90751499974345506 40.70278000059580137),(-73.90659417999999903 40.70008744999999806))",226351385,117,308.9642097
"MultiPoint ((-73.9413887299999999 40.69252938000000341),(-73.93555900013396354 40.69698700120346757))",226550652,96,698.4473931
"MultiPoint ((-73.97735799964017644 40.76387400082074208),(-73.97607166999999606 40.76297775999999828))",226601559,990,147.3163188
"MultiPoint ((-73.98240800017022423 40.76766700095349449),(-73.98236233999999456 40.76795511000000261))",226627290,736,32.22576011
"MultiPoint ((-73.85735504999999534 40.71868491000000034),(-73.85353400011595681 40.72659800104940331))",226636603,843,936.1610618
"MultiPoint ((-74.00092352989824462 40.7549749344312815),(-73.99741675999999302 40.76379266000000001))",226690659,1082,1022.995266
"MultiPoint ((-74.19294268999999531 40.60511195000000129),(-74.1784370568954472 40.54055357419478867))",226731332,1492,7273.389218
"MultiPoint ((-73.91865500019517299 40.69871700063333009),(-73.91749507000000108 40.69833089000000115))",226843338,119,107.0006478
"MultiPoint ((-73.92546667999999954 40.66469638000000231),(-73.92310899973509208 40.6648870004761136))",226911596,586,200.4860367
"MultiPoint ((-73.86312891999999408 40.67910409000000271),(-73.86029100016712334 40.67921500092731435))",226929367,436,240.2388898
"MultiPoint ((-73.95261500003663002 40.81100700119016977),(-73.95259158999999727 40.81077276999999981))",227063913,719,26.08632167
"MultiPoint ((-73.92105900047197053 40.83572600081077297),(-73.91945074999999576 40.83777887000000106))",227104883,685,265.2748869
"MultiPoint ((-73.89742399977906473 40.86114700049816406),(-73.88580498999999691 40.85469355000000036))",227786577,955,1213.81511
"MultiPoint ((-73.8596376299999946 40.70885871000000122),(-73.85909799998258052 40.69266600067277295))",227935643,71,1798.748326
"MultiPoint ((-73.7981153399999954 40.72035017999999695),(-73.7949220004427815 40.71015400095227932))",228046822,534,1163.975824
"MultiPoint ((-73.91174515000000156 40.84376218999999963),(-73.91121200023201254 40.84493300045106423))",228074832,965,137.5742247
"MultiPoint ((-73.8608880003458097 40.83322500105023778),(-73.85682155000000648 40.82596799000000232))",228294708,631,875.8563203
"MultiPoint ((-73.9588260002845459 40.70878800094815375),(-73.95776997000000108 40.71124488000000241))",228352897,305,287.0553686
"MultiPoint ((-74.00903196999999523 40.72637590000000074),(-74.00568100016042195 40.7278400006817094))",228370313,1177,326.4607
"MultiPoint ((-73.93170199948259835 40.66870000130494844),(-73.93136755000000448 40.66096989999999778))",228424734,581,858.8736688
"MultiPoint ((-73.98541200012495267 40.76290000114961742),(-73.98451117999999838 40.76448881000000313))",228549887,1352,192.1326526
"MultiPoint ((-73.98208877000000427 40.77841252000000338),(-73.98194699960632192 40.77843700056374843))",228611819,1459,12.2726198
