wkt_geom_SBWY,CMPLNT_NUM,SBWY_ID,DIST_ENTR
"MultiPoint ((-73.98998306999999386 40.7697208900000021),(-73.9834080003146255 40.76674500107451848))",117138603,741,646.0479513
"MultiPoint ((-73.78445599982852343 40.71224000131013554),(-73.78318982000000403 40.69626784999999813))",117157828,530,1776.90343
"MultiPoint ((-73.83401936999999293 40.75737941999999947),(-73.83033299958195528 40.75940400122517815))",117184469,1777,383.9856576
"MultiPoint ((-73.91977529000000402 40.81439411000000206),(-73.91806399995068944 40.8160330007226122))",117367781,1314,232.3137139
"MultiPoint ((-73.89664499975883416 40.67424200103688747),(-73.89651071999999488 40.67440421999999955))",117414972,814,21.29313618
"MultiPoint ((-73.98345365000000129 40.69105543999999952),(-73.98256499971986955 40.69154000134318494))",117417524,1896,92.39943291
"MultiPoint ((-73.96378452000000436 40.63531818999999956),(-73.96273599956010969 40.63503400094896989))",117541343,1627,94.14874471
"MultiPoint ((-73.7998429995909504 40.70282100056657981),(-73.79967738999999938 40.70355491000000114))",117678873,153,82.69233324
"MultiPoint ((-73.83401936999999293 40.75737941999999947),(-73.83033299958195528 40.75940400122517815))",117684175,1777,383.9856576
"MultiPoint ((-73.93086500002173977 40.74465800129618032),(-73.92889981000000432 40.74435440999999969))",117788441,1327,169.3677727
"MultiPoint ((-73.8613430000640534 40.73003700097348201),(-73.85921448000000566 40.73672301999999945))",118043998,1448,763.9351836
"MultiPoint ((-73.81375499961377784 40.58792900130330139),(-73.81345215000000337 40.58721540999999888))",118085242,916,83.28585694
"MultiPoint ((-73.94083099959453875 40.81389600073001134),(-73.94017691999999897 40.80927934999999707))",118253743,1316,515.6420773
"MultiPoint ((-73.78263700057583208 40.71272300061717431),(-73.77150339000000656 40.67690002999999876))",118298147,1523,4087.85848
"MultiPoint ((-73.99826215000000218 40.73796459999999797),(-73.9972200003730336 40.73742300092926172))",118502396,1015,106.612605
"MultiPoint ((-74.16981239999999787 40.57580373999999779),(-74.15149039522799512 40.55104482877142402))",118629397,218,3156.997271
"MultiPoint ((-73.94428699951893691 40.71466100106636787),(-73.93979269999999815 40.71887007000000125))",118654988,131,602.226835
"MultiPoint ((-73.89735499963535403 40.86132200079439514),(-73.89321793999999954 40.85988265000000297))",118711562,957,383.6847463
"MultiPoint ((-73.92121337000000381 40.81418100999999865),(-73.91806399995068944 40.8160330007226122))",118738033,1314,336.0068033
"MultiPoint ((-73.94140600029240318 40.79874200128520556),(-73.93928685999999573 40.79895048000000202))",118935644,1238,180.3275533
"MultiPoint ((-73.83036899980062628 40.66037200045106204),(-73.81624732000000222 40.66525722000000087))",119071380,913,1311.611574
"MultiPoint ((-73.82699100035131323 40.85304100052418619),(-73.8249289000000033 40.86922454999999843))",119152572,618,1805.59283
"MultiPoint ((-73.86553573999999855 40.90159225000000021),(-73.85740500058750513 40.89359700110116336))",119177243,1718,1121.499062
"MultiPoint ((-73.82699100035131323 40.85304100052418619),(-73.82158284999999864 40.86846737999999846))",119208937,618,1772.761821
"MultiPoint ((-73.94061799997504636 40.8141880008537683),(-73.93645132000000331 40.81436607999999922))",119284637,1317,352.1023584
"MultiPoint ((-74.02831499985322239 40.62258300082047668),(-74.02796094999999355 40.61946933000000115))",119583034,1616,347.0579311
"MultiPoint ((-73.8608880003458097 40.83322500105023778),(-73.85910013999999535 40.82492231999999888))",119967447,631,934.2699639
"MultiPoint ((-73.95299760999999705 40.66552063000000317),(-73.95104400008219159 40.6632900009053273))",120031704,603,297.7390066
"MultiPoint ((-73.95133606104130308 40.77781827125065206),(-73.94729662000000303 40.77771568000000002))",120112430,1925,341.1883288
"MultiPoint ((-73.9073929999315169 40.853596000527304),(-73.90558939999999666 40.85443148000000235))",120693955,675,178.1482104
"MultiPoint ((-73.83401936999999293 40.75737941999999947),(-73.83033299958195528 40.75940400122517815))",121044581,1777,383.9856576
"MultiPoint ((-73.85218600052330373 40.72603000070775181),(-73.85195636000000263 40.72279798000000284))",121111570,549,359.4353104
"MultiPoint ((-73.98208877000000427 40.77841252000000338),(-73.98194699960632192 40.77843700056374843))",121395537,1459,12.2726198
"MultiPoint ((-73.99341099947520206 40.72029100055330986),(-73.99333452999999849 40.72197896000000128))",121577155,111,187.5567127
"MultiPoint ((-74.0110659995302882 40.71043500086829425),(-74.0106096300000047 40.7100938499999998))",121876485,1880,54.05946938
"MultiPoint ((-73.94140600029240318 40.79874200128520556),(-73.93229782000000228 40.79558155000000141))",121911549,1238,844.9977693
"MultiPoint ((-73.96273199967620826 40.6514820011441671),(-73.9572678800000034 40.65046716999999887))",121989794,1914,475.6831851
"MultiPoint ((-73.99891698000000417 40.63366878000000071),(-73.99564299991480709 40.63153800051996711))",122134033,26,364.2878103
"MultiPoint ((-73.94766499945733074 40.63184500126443055),(-73.94599639999999852 40.63125715999999699))",122402201,1212,155.5289753
"MultiPoint ((-73.97272200045094337 40.7930650007740212),(-73.97240578999999627 40.79362741999999997))",122655686,1417,67.91938036
"MultiPoint ((-74.11763619639253875 40.57328914366421202),(-74.1150094900000056 40.5651833900000014))",122670660,1695,927.1840769
"MultiPoint ((-73.95735199997993448 40.60831900122435911),(-73.93888459999999441 40.6115734400000008))",122737119,1398,1604.121053
"MultiPoint ((-73.96360299941038363 40.80809900060244644),(-73.9613037099999957 40.80648602000000125))",122781926,241,264.0565208
"MultiPoint ((-73.97313700033328132 40.59689700104590315),(-73.97236458000000425 40.59708284999999961))",122984438,1515,68.56178786
"MultiPoint ((-73.88625236999999402 40.74739979999999662),(-73.88402800010362625 40.74779700102594404))",122989147,1799,192.9686928
"MultiPoint ((-73.98518670999999358 40.72988310000000212),(-73.98262500051983181 40.73105000120231267))",123012095,329,252.2361214
"MultiPoint ((-73.88597980000000121 40.74850291999999996),(-73.88402800010362625 40.74779700102594404))",123076746,1799,182.5294101
"MultiPoint ((-73.99221599960657159 40.7305780010846874),(-73.99216459999999529 40.73088562000000223))",123330408,1564,34.4355309
"MultiPoint ((-73.95174499993096617 40.81199000086771633),(-73.9508623100000051 40.81419471000000243))",123358638,369,255.9100831
"MultiPoint ((-73.85517808000000173 40.71115054999999927),(-73.84463200058281984 40.7214090013249006))",123400632,547,1446.30011
"MultiPoint ((-73.94688582000000565 40.80837413999999796),(-73.94575199990310921 40.80768100084603134))",123653007,1768,122.7913125
"MultiPoint ((-73.86142558000000236 40.67988705999999866),(-73.8602840005438992 40.67936100112128628))",123662490,437,112.8136011
"MultiPoint ((-73.83016689999999471 40.69550686000000184),(-73.82933199999007456 40.70025400130229087))",123702152,62,531.8626872
"MultiPoint ((-73.87886358999999459 40.7460226299999988),(-73.87643200054284875 40.74831800080393407))",123795323,1794,327.3329874
"MultiPoint ((-73.96835470000000612 40.6394614200000035),(-73.96399600008599862 40.64131400080974288))",123874857,1626,422.2158309
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98825399954313298 40.74984500048655178))",124139708,1009,108.4951211
"MultiPoint ((-73.83651530999999579 40.78314790999999673),(-73.83040800033364803 40.75958700091248232))",124285545,1776,2666.747994
"MultiPoint ((-73.91095017000000666 40.82474895000000004),(-73.90737899951295731 40.81687300084190895))",124370303,1758,925.0617136
"MultiPoint ((-73.81637200045567226 40.70126300059950353),(-73.81463073000000463 40.69701446999999916))",124579119,162,494.2113697
"MultiPoint ((-73.98706599953430896 40.75027100074226638),(-73.98616771999999742 40.74912118999999677))",124633583,483,148.5214601
"MultiPoint ((-73.99470200022379629 40.63613900052337868),(-73.99159953999999573 40.63381120999999752))",124704088,22,368.3812276
"MultiPoint ((-73.98345365000000129 40.69105543999999952),(-73.98256499971986955 40.69154000134318494))",124839170,1896,92.39943291
"MultiPoint ((-74.00013799982690443 40.71830400070744105),(-73.998291480000006 40.7196927500000001))",125040394,1286,219.3720403
"MultiPoint ((-73.79410522000000583 40.73855183999999952),(-73.78506400024834022 40.71248300068151593))",125221110,531,2993.982732
"MultiPoint ((-73.86737775999999656 40.87764149000000202),(-73.86642099965749253 40.87783900080502519))",125221891,1725,83.57532543
"MultiPoint ((-73.96632352999999682 40.79451508999999731),(-73.96431599945483981 40.79259100118786563))",125623840,374,272.6927014
"MultiPoint ((-73.88800528000000156 40.86826002000000102),(-73.88745900025156743 40.87213500086188844))",125711223,949,432.7791546
"MultiPoint ((-73.94766499945733074 40.63184500126443055),(-73.92098527999999646 40.61071712999999761))",125747814,1212,3255.897456
"MultiPoint ((-73.85981166000000542 40.71014621999999861),(-73.85909799998258052 40.69266600067277295))",125771123,71,1942.082652
"MultiPoint ((-73.95286380000000293 40.7783576200000013),(-73.9516252545204793 40.77774066254922758))",126015738,1927,125.0022429
"MultiPoint ((-73.83816889000000572 40.78919141000000081),(-73.83040800033364803 40.75958700091248232))",126140681,1776,3352.207353
"MultiPoint ((-73.91779100024926663 40.83987700119358522),(-73.91775472000000491 40.83866695999999763))",126140825,681,134.4108786
"MultiPoint ((-73.98752577999999858 40.76289723000000009),(-73.986662000454956 40.76196800097374506))",126510605,744,126.3632799
"MultiPoint ((-73.98752577999999858 40.76289723000000009),(-73.986662000454956 40.76196800097374506))",126510605,747,126.3632799
"MultiPoint ((-73.82549650999999358 40.68598922999999701),(-73.82437799981012461 40.68623400119888345))",126923811,909,98.38054581
"MultiPoint ((-74.10268690207698228 40.58399702560670619),(-74.09227912999999432 40.57187103999999778))",127229900,1491,1609.260656
"MultiPoint ((-73.92329728999999361 40.69242815999999863),(-73.92306200057190324 40.69014200099830703))",127377494,92,254.6510801
"MultiPoint ((-73.87058292999999765 40.75806581999999878),(-73.86937600053826714 40.74926300098659482))",127380417,1789,982.8445939
"MultiPoint ((-73.86647288999999716 40.67278404999999708),(-73.86549100024625147 40.67673500068127623))",127536296,897,446.5285259
"MultiPoint ((-73.94024699963523517 40.68001000080545282),(-73.93949698000000126 40.68300404000000015))",127742605,804,338.4732435
"MultiPoint ((-73.91064932000000454 40.84698912000000348),(-73.90979600013416473 40.8464610007852329))",127771535,457,92.83257253
"MultiPoint ((-73.89212922000000106 40.87806525999999963),(-73.88975400045447373 40.87352800127132468))",127775215,661,542.1901161
"MultiPoint ((-73.90717594999999562 40.84951150999999925),(-73.90608399994654576 40.84986400078122415))",127832869,962,100.0548885
"MultiPoint ((-73.99526200010340915 40.63138900082608274),(-73.99428765000000396 40.62950479999999942))",127985464,25,224.887279
"MultiPoint ((-73.89411700006633055 40.66457500096966982),(-73.89310602999999844 40.6618437400000019))",128353228,596,315.1174835
"MultiPoint ((-73.96591800006872575 40.76225500079114283),(-73.96107030999999665 40.76086569999999654))",128353647,1839,437.4376021
"MultiPoint ((-73.99780099972367964 40.74660300056747531),(-73.99778193999999587 40.74627569999999821))",128416681,395,36.38203253
"MultiPoint ((-73.95843168000000389 40.60454450999999665),(-73.95735199997993448 40.60831900122435911))",128431175,1398,428.9882564
"MultiPoint ((-73.96151600032330009 40.65522100133300398),(-73.95840237999999545 40.6573514999999972))",128450123,1623,353.9929241
