wkt_geom_LIB,CMPLNT_NUM,LIBRARY,DIST_LIB
"MultiPoint ((-73.89450288645043941 40.86298060519320785),(-73.88952206000000444 40.86497058999999865))",355498968,Bronx Library Center,474.5230739
"MultiPoint ((-73.92819941000000483 40.83502621000000232),(-73.92355090156951292 40.83796001685503541))",355549870,High Bridge,509.7684902
"MultiPoint ((-73.88586614058736757 40.65320976133397579),(-73.88164401999999598 40.64764472000000239))",355559568,Spring Creek,713.7377066
"MultiPoint ((-73.88626524000000018 40.76311075000000272),(-73.87386662995278641 40.76242212968529088))",355738081,East Elmhurst,1049.679843
"MultiPoint ((-73.75247942402617696 40.60431350914962678),(-73.74550969000000578 40.60228303000000238))",355986260,Far Rockaway,631.5249839
"MultiPoint ((-73.9539980100000065 40.80384839999999969),(-73.95353074430393292 40.80297988196676329))",356050459,115th Street,104.1976185
"MultiPoint ((-73.88607053682676451 40.66515936973013368),(-73.88135010999999963 40.66904550000000285))",356068338,New Lots,587.8334496
"MultiPoint ((-73.8248296985085517 40.68690728824832803),(-73.81916094000000328 40.67814036000000044))",356072108,Lefferts,1085.103844
"MultiPoint ((-73.99335691118673708 40.74046545561088095),(-73.98970654999999397 40.73686898999999784))",356299504,Andrew Heiskell Braille and Talking Book,504.555995
"MultiPoint ((-73.98451216196562541 40.77423207861021837),(-73.98223002999999665 40.77674649000000073))",356437987,Riverside,339.2391164
"MultiPoint ((-73.99568416859453635 40.72413926605543111),(-73.99400133000000324 40.72871737999999908))",356528165,Mulberry Street,527.8976531
"MultiPoint ((-73.82922456000000011 40.85503537999999679),(-73.82790017237492464 40.84431752993151576))",356660968,Pelham Bay,1195.456066
"MultiPoint ((-73.94688582000000565 40.80837413999999796),(-73.94331559838256851 40.80616044207548043))",356708660,Harlem,388.8283094
"MultiPoint ((-73.90258827579805256 40.70522689472795008),(-73.89681473999999639 40.70625207999999873))",357019931,Ridgewood,501.0172063
"MultiPoint ((-73.79467803992780262 40.70787313178585975),(-73.79115878999999723 40.70230188000000027))",357065366,Queens Central Library,686.4501162
"MultiPoint ((-73.90258827579805256 40.70522689472795008),(-73.89609226000000319 40.70234288000000333))",357208114,Ridgewood,635.5719827
"MultiPoint ((-73.97011935000000449 40.79440086000000321),(-73.96760677135273454 40.79587354648015207))",357216899,Bloomingdale,267.7888656
"MultiPoint ((-73.89641346999999882 40.86235854000000245),(-73.89450288645043941 40.86298060519320785))",357292280,Bronx Library Center,175.268716
"MultiPoint ((-73.92355090156951292 40.83796001685503541),(-73.91945074999999576 40.83777887000000106))",357358070,High Bridge,346.3955495
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98300921762813687 40.74811515837409104))",357383597,"Science, Industry and Business Library (SIBL)",588.8823615
"MultiPoint ((-73.93782516000000271 40.84806094000000343),(-73.93386591312449241 40.84787004116821407))",357394956,Fort Washington,334.5485782
"MultiPoint ((-73.97567813999999942 40.67415450000000021),(-73.96822438287129842 40.67234352633650474))",357607956,Brooklyn Central Library,661.5191442
"MultiPoint ((-73.83401936999999293 40.75737941999999947),(-73.82888468513289126 40.75777406826377813))",357730018,Flushing,435.7958556
"MultiPoint ((-73.75589963999999554 40.60903583999999711),(-73.75247942402617696 40.60431350914962678))",357932970,Far Rockaway,598.9843546
"MultiPoint ((-73.98345365000000129 40.69105543999999952),(-73.97773263286963186 40.69448969834957097))",358101856,Walt Whitman,615.8555702
"MultiPoint ((-73.94763429707128921 40.63574014928097711),(-73.94599639999999852 40.63125715999999699))",358275699,Clarendon,516.7463887
"MultiPoint ((-73.97858353651876939 40.68346662977525341),(-73.97447511999999392 40.68078561000000093))",358551725,Pacific,457.4576863
"MultiPoint ((-73.98737989999999343 40.77074168000000043),(-73.98454684522840807 40.77350699119269706))",358696217,"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",389.240922
"MultiPoint ((-74.08075553000000468 40.6242367700000031),(-74.0778638563883618 40.62625652229364448))",359103246,Stapleton,331.9113611
"MultiPoint ((-73.96381513999999413 40.71837783000000144),(-73.95755461344940329 40.70693042467485867))",359288481,Williamsburgh,1376.895823
"MultiPoint ((-73.95921570999999517 40.77724019000000055),(-73.95637252319333754 40.77365564161394929))",359408448,Yorkville,464.8272622
"MultiPoint ((-73.95755461344940329 40.70693042467485867),(-73.95035033000000624 40.70629036999999784))",359639580,Williamsburgh,612.948432
"MultiPoint ((-74.00984667999999544 40.72180031999999983),(-74.0078692134009799 40.71357685109020963))",359674765,New Amsterdam,928.3626364
"MultiPoint ((-73.88788268526543845 40.85434421451861198),(-73.88480081999999527 40.85426163999999716))",359932716,Belmont Library and Enrico Fermi Cultural Center,260.0251805
"MultiPoint ((-74.14852127833857764 40.60960200172146273),(-74.13743157000000394 40.61202903000000219))",359945135,Todt Hill-Westerleigh,976.4331018
"MultiPoint ((-73.71484580101802919 40.74517219813310476),(-73.71471748999999818 40.74013096000000189))",360161602,Glen Oaks,559.9290227
"MultiPoint ((-74.0309756799999974 40.6344798200000028),(-74.02953835191357257 40.63362571338248586))",360216263,Bay Ridge,154.212117
"MultiPoint ((-73.94724037999999666 40.81680060000000054),(-73.94116092350962788 40.81483582138157118))",360397506,Countee Cullen,557.3964857
"MultiPoint ((-73.89517856999999879 40.67330510000000032),(-73.88723723774560881 40.68068925695902038))",360728911,Arlington,1059.793629
"MultiPoint ((-73.96603066603613286 40.68737909411427012),(-73.96027859000000149 40.69022360000000305))",360833218,Clinton Hill,579.8178899
"MultiPoint ((-73.89262607000000571 40.7450536600000035),(-73.88506932468307298 40.75019608559315287))",361000646,Jackson Heights,856.3990874
"MultiPoint ((-73.87403487805720204 40.67270747286008969),(-73.87255978000000312 40.68134093999999834))",361057784,Cypress Hills,966.8036453
"MultiPoint ((-73.95353074430393292 40.80297988196676329),(-73.95243351999999959 40.79943149999999719))",361143815,115th Street,404.7803661
"MultiPoint ((-73.87797365739723432 40.73830324053647445),(-73.8715823999999941 40.7339268400000023))",361270846,Elmhurst <br> (Temporary location due to renovations),726.394015
"MultiPoint ((-73.99335691118673708 40.74046545561088095),(-73.99119251999999847 40.7422378500000022))",361285804,Andrew Heiskell Braille and Talking Book,268.6244803
"MultiPoint ((-73.87838435032448103 40.87437981398937836),(-73.87553217999999333 40.87756823000000139))",361484458,Mosholu,427.9858921
"MultiPoint ((-73.82931594567217815 40.87075330808789175),(-73.82158284999999864 40.86846737999999846))",361705835,Baychester,699.5884073
"MultiPoint ((-73.88151172000000599 40.67141165999999686),(-73.87403487805720204 40.67270747286008969))",361825147,Cypress Hills,648.3433245
"MultiPoint ((-73.86704075999999475 40.87618092999999675),(-73.86322248483968167 40.866804429026935))",361842459,Allerton,1089.887266
"MultiPoint ((-73.9847699700000021 40.69043530999999803),(-73.97773263286963186 40.69448969834957097))",361860481,Walt Whitman,746.0111137
"MultiPoint ((-73.79887736000000587 40.58976820000000174),(-73.78404002857111266 40.59314678303442747))",361875197,Arverne,1310.854424
"MultiPoint ((-73.89492672000000084 40.81943540999999698),(-73.89413216580388166 40.81867008718861456))",362029930,Hunts Point,108.2430132
"MultiPoint ((-73.82694112165962963 40.76914153216748105),(-73.82207707000000596 40.76483006000000131))",362129400,Mitchell-Linden,630.7860045
"MultiPoint ((-73.89450288645043941 40.86298060519320785),(-73.89112642000000619 40.8588788799999989))",362343735,Bronx Library Center,537.1424963
"MultiPoint ((-73.90179407206183271 40.83126291201479319),(-73.90107679999999846 40.82614070999999711))",362347676,Morrisania,572.0323364
"MultiPoint ((-73.99230147999999474 40.73288380999999703),(-73.98774284104662513 40.72890664078862955))",362658970,Ottendorfer,585.9721002
"MultiPoint ((-73.86165592933878088 40.73743413794850454),(-73.85201096999999493 40.73069747000000262))",362716377,Lefrak City,1106.093077
"MultiPoint ((-73.94769370000000208 40.81000487000000021),(-73.94331559838256851 40.80616044207548043))",362923026,Harlem,564.5659747
"MultiPoint ((-73.96760677135273454 40.79587354648015207),(-73.96125465000000077 40.79768640999999718))",363054084,Bloomingdale,572.6303734
"MultiPoint ((-73.8892436300410651 40.63446013901776865),(-73.88632088999999326 40.64167678999999822))",363074472,Jamaica Bay,838.6603726
"MultiPoint ((-73.90801365000000089 40.87367103999999784),(-73.90770595199646209 40.88069989038004337))",363421874,Kingsbridge,780.9954011
"MultiPoint ((-73.97858353651876939 40.68346662977525341),(-73.97486713000000691 40.68336304000000325))",363935638,Pacific,314.3823982
"MultiPoint ((-73.91513241598248385 40.68481004767250653),(-73.90764531000000659 40.68066903999999795))",364155120,Saratoga,782.3519821
"MultiPoint ((-73.94763429707128921 40.63574014928097711),(-73.94599639999999852 40.63125715999999699))",364394134,Clarendon,516.7463887
"MultiPoint ((-74.0078692134009799 40.71357685109020963),(-74.00329141000000277 40.71774668999999847))",364728838,New Amsterdam,603.3547247
"MultiPoint ((-73.90931635032427494 40.85742189422779092),(-73.90097488000000681 40.85577800000000082))",364982988,Francis Martin,726.6360145
"MultiPoint ((-74.0106096300000047 40.7100938499999998),(-74.0078692134009799 40.71357685109020963))",365093606,New Amsterdam,450.8026878
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85729996000000597 40.75115532000000229))",365244363,Corona,396.0314355
"MultiPoint ((-73.77623391000000197 40.67998073999999775),(-73.77059021605380451 40.67287520439724346))",365334300,Rochdale Village,922.1034433
"MultiPoint ((-73.98242453000000296 40.68279078999999854),(-73.97858353651876939 40.68346662977525341))",365565482,Pacific,333.2659237
"MultiPoint ((-73.86721871999999678 40.87760287999999775),(-73.86322248483968167 40.866804429026935))",365669925,Allerton,1245.601951
"MultiPoint ((-73.92586290917250835 40.8657487207370238),(-73.92505746000000499 40.86209525000000298))",365768537,Inwood,411.3660442
"MultiPoint ((-73.98512461999999346 40.66860891000000322),(-73.98345536969874559 40.6682350722980317))",365890010,Park Slope,147.1225941
"MultiPoint ((-73.86094142000000318 40.83599673999999879),(-73.8583500481608155 40.83378098529544786))",365906550,Parkchester,329.1175664
"MultiPoint ((-73.99916928513314929 40.73463470830846944),(-73.99840294999999912 40.73522258999999934))",366001508,Jefferson Market,91.93666153
"MultiPoint ((-73.90801365000000089 40.87367103999999784),(-73.90770595199646209 40.88069989038004337))",366020600,Kingsbridge,780.9954011
"MultiPoint ((-73.95705320654998616 40.8137689645726951),(-73.95188014999999382 40.81047603999999751))",366600264,George Bruce,569.4099638
"MultiPoint ((-73.99786149999999907 40.74106342000000325),(-73.99596856906980236 40.74448733065494821))",366637981,Muhlenberg,412.4681787
"MultiPoint ((-73.91220085369725723 40.69749505302997505),(-73.90894568999999592 40.70001247999999805))",366751414,Washington Irving,392.2251678
"MultiPoint ((-74.0106096300000047 40.7100938499999998),(-74.0078692134009799 40.71357685109020963))",366780871,New Amsterdam,450.8026878
"MultiPoint ((-73.76406626000000699 40.71244363000000277),(-73.76232032699329011 40.7201665369172261))",366843272,Hollis,870.2121745
"MultiPoint ((-73.89310456490117929 40.72699537010917936),(-73.88689843999999596 40.73036099000000121))",366945967,Maspeth,643.8679982
"MultiPoint ((-73.84601807353183744 40.78621310340784589),(-73.84448451000000091 40.7832302999999996))",366966945,Poppenhusen,355.6343663
"MultiPoint ((-74.00624019999999348 40.73409982999999812),(-74.0053310144535601 40.72998291458652886))",367022394,Hudson Park,463.5846304
"MultiPoint ((-73.93386591312449241 40.84787004116821407),(-73.93303889999999967 40.8559273300000001))",367224415,Fort Washington,897.4837914
"MultiPoint ((-73.95705320654998616 40.8137689645726951),(-73.95188014999999382 40.81047603999999751))",367227153,George Bruce,569.4099638
"MultiPoint ((-73.76934034999999312 40.76026259999999724),(-73.76836198066813211 40.76012558120687146))",367650868,Bayside,84.00246067
"MultiPoint ((-73.97254082689401855 40.75680235018432995),(-73.97156225000000518 40.75616976999999963))",367669707,Terence Cardinal Cooke-Cathedral,108.4585705
"MultiPoint ((-73.96596507806374632 40.64080354720504573),(-73.96424304999999322 40.64024796999999722))",367797210,Cortelyou,158.1938537
"MultiPoint ((-73.90801851000000511 40.88061511000000081),(-73.90770595199646209 40.88069989038004337))",367823613,Kingsbridge,27.9763274
"MultiPoint ((-73.9126232200000004 40.84116362000000322),(-73.91008714449384343 40.84400191175044625))",367988234,Grand Concourse,380.9099641
"MultiPoint ((-73.91465018545839882 40.88628523559925299),(-73.9109197800000004 40.88794021999999728))",368104656,Spuyten Duyvil,364.1722889
"MultiPoint ((-73.93243914999999333 40.85916298000000069),(-73.92586290917250835 40.8657487207370238))",368334693,Inwood,917.7611372
"MultiPoint ((-73.97467889000000696 40.59038333000000165),(-73.97180844633280117 40.59054439000408365))",368493520,Gravesend,243.6512464
"MultiPoint ((-73.87797365739723432 40.73830324053647445),(-73.87697989999999493 40.74397030000000086))",368708141,Elmhurst <br> (Temporary location due to renovations),634.8936225
"MultiPoint ((-73.98169851078917247 40.75189156171030902),(-73.97952952999999354 40.75247977000000077))",368806447,Mid-Manhattan,194.4678
"MultiPoint ((-73.99801906031493104 40.68321351533758445),(-73.99708470000000204 40.67991556999999858))",368812639,Carroll Gardens,374.6510009
"MultiPoint ((-73.99568416859453635 40.72413926605543111),(-73.99501166000000296 40.72752344999999963))",368858676,Mulberry Street,380.0793955
"MultiPoint ((-73.95134169404904867 40.77065254346264567),(-73.94912759999999707 40.77722244999999646))",368860291,Webster,753.1486219
"MultiPoint ((-73.89182116000000633 40.85626108999999673),(-73.88788268526543845 40.85434421451861198))",368878817,Belmont Library and Enrico Fermi Cultural Center,394.4572323
"MultiPoint ((-73.8964697899999976 40.86333845000000053),(-73.89450288645043941 40.86298060519320785))",369301586,Bronx Library Center,170.5226734
"MultiPoint ((-73.95705320654998616 40.8137689645726951),(-73.95473126999999636 40.80914874999999853))",369381555,George Bruce,549.2072655
"MultiPoint ((-73.9004460000000023 40.88549711999999658),(-73.8939211860627978 40.88277969546435742))",369711924,Van Cortlandt,627.2855288
"MultiPoint ((-73.96760677135273454 40.79587354648015207),(-73.96632352999999682 40.79451508999999731))",369808367,Bloomingdale,185.7051952
"MultiPoint ((-73.97736329270696842 40.76080689474171947),(-73.97719748000000095 40.76433114999999674))",369909593,53rd Street,391.6165019
"MultiPoint ((-73.92136496000000534 40.64001804000000106),(-73.91998488083018515 40.63263699303789167))",370079062,Paerdegat,827.9153367
"MultiPoint ((-74.1311046150839843 40.63758561600359087),(-74.12541686999999513 40.62959298999999902))",370141606,Port Richmond,1009.59855
"MultiPoint ((-73.95353074430393292 40.80297988196676329),(-73.95108756999999855 40.80262031000000178))",370276551,115th Street,209.999604
"MultiPoint ((-73.98231782000000578 40.73169698000000238),(-73.98042071146763021 40.72728802667872117))",370302318,Tompkins Square,515.1709488
"MultiPoint ((-73.96437917999999456 40.78349990000000247),(-73.95637252319333754 40.77365564161394929))",370441775,Yorkville,1285.269405
"MultiPoint ((-73.96066055999999378 40.71510778999999758),(-73.95755461344940329 40.70693042467485867))",370474907,Williamsburgh,945.2503002
"MultiPoint ((-73.76224689000000012 40.69058048000000127),(-73.76007289358744856 40.69249997141938735))",370510829,St.Albans,281.4301233
"MultiPoint ((-73.99335691118673708 40.74046545561088095),(-73.99145686999999327 40.73512072999999845))",370749001,Andrew Heiskell Braille and Talking Book,614.8417389
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.8590960100000018 40.75520329999999802))",370766762,Corona,536.8257997
"MultiPoint ((-73.90931635032427494 40.85742189422779092),(-73.90898092999999847 40.85383585999999667))",371050971,Francis Martin,399.2361335
"MultiPoint ((-73.90770595199646209 40.88069989038004337),(-73.90327725999999586 40.88831008999999739))",371073168,Kingsbridge,923.8824979
"MultiPoint ((-73.80926182925428236 40.67478395373469624),(-73.80468048999999553 40.66762613000000215))",371617694,South Ozone Park,884.2222822
"MultiPoint ((-73.92355090156951292 40.83796001685503541),(-73.91945074999999576 40.83777887000000106))",371717386,High Bridge,346.3955495
"MultiPoint ((-73.96760677135273454 40.79587354648015207),(-73.96632352999999682 40.79451508999999731))",371785436,Bloomingdale,185.7051952
"MultiPoint ((-74.07691300999999839 40.63778219999999664),(-74.07667836343802037 40.64179934831383889))",371841189,St. George Library Center,446.5334562
"MultiPoint ((-73.97056191000000069 40.78998195999999865),(-73.96760677135273454 40.79587354648015207))",372150831,Bloomingdale,700.18604
"MultiPoint ((-73.75247942402617696 40.60431350914962678),(-73.75011736999999812 40.60277623000000347))",372453134,Far Rockaway,262.8854191
"MultiPoint ((-73.95539356999999825 40.80191116999999679),(-73.95353074430393292 40.80297988196676329))",372743084,115th Street,196.9663031
"MultiPoint ((-73.99209611000000564 40.57817971000000057),(-73.98606199262650307 40.57663777607667299))",372780196,Coney Island,538.8388832
"MultiPoint ((-73.93035653080916347 40.64861929304923649),(-73.92808395999999505 40.65764945000000097))",372808633,Rugby,1021.02731
"MultiPoint ((-74.01315132999999946 40.70382453999999939),(-74.0078692134009799 40.71357685109020963))",372823242,New Amsterdam,1171.35804
"MultiPoint ((-73.93035653080916347 40.64861929304923649),(-73.9259744799999936 40.64235416999999728))",372847690,Rugby,788.2986975
"MultiPoint ((-73.76836198066813211 40.76012558120687146),(-73.76742396000000213 40.76015719000000104))",372914387,Bayside,79.28368926
"MultiPoint ((-73.98412206000000424 40.74617855999999705),(-73.98300921762813687 40.74811515837409104))",373007067,"Science, Industry and Business Library (SIBL)",234.6977916
"MultiPoint ((-73.93971034945566601 40.83454888730576471),(-73.93849251999999694 40.83385193000000157))",373044084,Washington Heights,128.6137859
"MultiPoint ((-73.83401936999999293 40.75737941999999947),(-73.82888468513289126 40.75777406826377813))",373165093,Flushing,435.7958556
"MultiPoint ((-73.84673061822738305 40.84086754432401989),(-73.8447543799999977 40.8471388399999995))",373272613,Westchester Square,716.0972848
"MultiPoint ((-73.99402335000000619 40.76481358000000199),(-73.99122081783711735 40.76493461839480403))",373304488,Columbus,237.0089347
"MultiPoint ((-73.94832667000000015 40.80898137999999875),(-73.94331559838256851 40.80616044207548043))",373563453,Harlem,526.2334472
"MultiPoint ((-73.99596856906980236 40.74448733065494821),(-73.99204666999999347 40.75160025999999647))",373800088,Muhlenberg,856.5193521
"MultiPoint ((-73.93586246250697513 40.82653201339422822),(-73.92842620999999781 40.82240065999999956))",373892982,Macomb's Bridge,777.1755403
"MultiPoint ((-73.99801906031493104 40.68321351533758445),(-73.99279819000000202 40.67740117000000311))",374071614,Carroll Gardens,781.929798
"MultiPoint ((-73.98345365000000129 40.69105543999999952),(-73.97773263286963186 40.69448969834957097))",374272894,Walt Whitman,615.8555702
"MultiPoint ((-73.83079017999999394 40.69005391000000316),(-73.8248296985085517 40.68690728824832803))",374339351,Lefferts,613.1500273
"MultiPoint ((-73.89925069000000235 40.84615356999999847),(-73.89834943816875068 40.8460456873638833))",374583659,Tremont,76.94154488
"MultiPoint ((-73.83164233461157266 40.70079720332697093),(-73.82622243999999512 40.70352119999999729))",374687454,Richmond Hill,548.9200589
"MultiPoint ((-73.9933625099999972 40.69454230000000194),(-73.99134798814833403 40.69568255523744682))",374852138,Brooklyn Heights,212.192234
"MultiPoint ((-73.86450282598912054 40.72731656026829228),(-73.86320763999999883 40.73036548000000323))",374956258,Rego Park,355.819148
"MultiPoint ((-74.22615163999999766 40.54800320999999741),(-74.19322900650182362 40.53407849308034372))",374977077,Huguenot Park,3189.028307
"MultiPoint ((-73.91993365000000438 40.75783347000000134),(-73.91862332039818284 40.75852926696433087))",375082360,Broadway,134.9555719
"MultiPoint ((-73.85549459000000638 40.70658090999999956),(-73.85367250555948715 40.71115685830539377))",375263676,North Forest Park,530.9666984
"MultiPoint ((-73.9364039690924244 40.76067995120376963),(-73.9285024800000059 40.75813553999999783))",375500577,Ravenswood <br> Now a Family Literacy Center,724.5684667
"MultiPoint ((-73.98944015402099694 40.62309139633207167),(-73.98605295000000126 40.62498891999999984))",375533695,Mapleton,355.721265
"MultiPoint ((-73.98279048000000557 40.71774270000000229),(-73.9794231441744472 40.71978015438276088))",375696402,Hamilton Fish Park,363.5093955
"MultiPoint ((-73.99049103999999488 40.72665033999999906),(-73.98774284104662513 40.72890664078862955))",375841240,Ottendorfer,341.5879042
"MultiPoint ((-73.92355090156951292 40.83796001685503541),(-73.91945074999999576 40.83777887000000106))",376062980,High Bridge,346.3955495
"MultiPoint ((-73.87386662995278641 40.76242212968529088),(-73.87248318999999697 40.76853366000000278))",376106704,East Elmhurst,688.6601279
"MultiPoint ((-73.88607053682676451 40.66515936973013368),(-73.88568179000000669 40.6655749900000032))",376267467,New Lots,56.66330274
"MultiPoint ((-73.93068936000000235 40.65457964000000146),(-73.93035653080916347 40.64861929304923649))",376634634,Rugby,662.478046
"MultiPoint ((-73.84418130999999619 40.65510431999999952),(-73.8418022165521819 40.66381025649444325))",376665484,Howard Beach,987.4839106
"MultiPoint ((-73.98282412000000363 40.74119115999999963),(-73.98204888964264114 40.73808712039059543))",376850484,Epiphany,350.8643887
"MultiPoint ((-74.07667836343802037 40.64179934831383889),(-74.07597828000000106 40.63959986999999785))",376953817,St. George Library Center,251.3222338
"MultiPoint ((-73.83774700520224599 40.57940488152448921),(-73.83544381999999473 40.58258009000000044))",376955571,Seaside,402.9238134
"MultiPoint ((-73.9169948499999947 40.88286432999999676),(-73.91465018545839882 40.88628523559925299))",377163720,Spuyten Duyvil,428.2203535
"MultiPoint ((-73.87797365739723432 40.73830324053647445),(-73.87216845999999748 40.740657640000002))",377404421,Elmhurst <br> (Temporary location due to renovations),555.6893295
"MultiPoint ((-73.91660215000000278 40.68563842999999736),(-73.91513241598248385 40.68481004767250653))",377865468,Saratoga,154.5911831
"MultiPoint ((-73.98995942999999897 40.73489553999999657),(-73.98774284104662513 40.72890664078862955))",377928020,Ottendorfer,690.9165482
"MultiPoint ((-73.91174515000000156 40.84376218999999963),(-73.91008714449384343 40.84400191175044625))",378159528,Grand Concourse,142.3368845
"MultiPoint ((-73.90179407206183271 40.83126291201479319),(-73.89383372999999722 40.82967769999999774))",378452176,Morrisania,694.1508806
"MultiPoint ((-73.94489278000000354 40.74612530000000277),(-73.94442138618983051 40.74689957448345012))",378564221,Court Square,94.75230902
"MultiPoint ((-73.99568416859453635 40.72413926605543111),(-73.99091737999999907 40.72219014000000215))",378575402,Mulberry Street,457.2082627
"MultiPoint ((-73.87797365739723432 40.73830324053647445),(-73.8715823999999941 40.7339268400000023))",379053384,Elmhurst <br> (Temporary location due to renovations),726.394015
"MultiPoint ((-73.81373976000000425 40.77712431999999865),(-73.81070183926587447 40.78854019464647251))",379106603,Whitestone,1293.404914
"MultiPoint ((-73.96760677135273454 40.79587354648015207),(-73.96003727999999455 40.79804554999999766))",379153215,Bloomingdale,682.8303216
"MultiPoint ((-73.95180567162080365 40.78595979862155474),(-73.94377043999999444 40.78456212999999764))",379362988,96th Street,695.7680485
"MultiPoint ((-73.98628528000000415 40.75664455999999802),(-73.98223080385784556 40.75320442290988154))",379400453,Stephen A. Schwarzman Building,513.0007531
"MultiPoint ((-73.9481022990788972 40.66118930773444617),(-73.9433889799999946 40.66409999999999769))",379507017,Crown Heights,513.1599165
"MultiPoint ((-73.87842585999999301 40.83361486999999812),(-73.87502060024047523 40.82999287527916721))",379693883,Clason's Point,494.2524667
"MultiPoint ((-73.75247942402617696 40.60431350914962678),(-73.74735379000000535 40.6012550499999989))",380037451,Far Rockaway,550.9561452
"MultiPoint ((-73.8614574151798422 40.69453115325740811),(-73.84791486000000305 40.69788943999999731))",380069209,Woodhaven,1203.841517
"MultiPoint ((-73.82999347000000512 40.75927566000000013),(-73.82888468513289126 40.75777406826377813))",380433595,Flushing,191.2377344
"MultiPoint ((-73.99568416859453635 40.72413926605543111),(-73.99233873999999389 40.72261018999999749))",380675178,Mulberry Street,329.7255978
"MultiPoint ((-73.89122584000000415 40.64999000000000251),(-73.88586614058736757 40.65320976133397579))",380682532,Spring Creek,577.3426367
"MultiPoint ((-73.79690401999999949 40.69521965999999935),(-73.79021187041809071 40.69561111757665373))",380786610,South Jamaica,567.2971648
"MultiPoint ((-73.98250029999999811 40.75127531999999775),(-73.98169851078917247 40.75189156171030902))",381052884,Mid-Manhattan,96.26999181
"MultiPoint ((-74.00968333999999516 40.71495490000000217),(-74.0078692134009799 40.71357685109020963))",381328424,New Amsterdam,216.6004801
"MultiPoint ((-73.95180567162080365 40.78595979862155474),(-73.94456911000000332 40.77946279999999746))",381583605,96th Street,945.3457666
"MultiPoint ((-73.87838435032448103 40.87437981398937836),(-73.87564912999999933 40.88077690000000075))",381734993,Mosholu,746.8815158
"MultiPoint ((-74.00269409999999937 40.57695576999999787),(-73.98606199262650307 40.57663777607667299))",381789021,Coney Island,1408.70021
"MultiPoint ((-73.86299798999999666 40.88323555000000198),(-73.85958124409599179 40.89108506540670618))",381805436,Wakefield,918.0330914
"MultiPoint ((-73.91684788000000594 40.8876125299999984),(-73.91465018545839882 40.88628523559925299))",382004539,Spuyten Duyvil,236.7115306
"MultiPoint ((-73.81945312008846827 40.71003455781207947),(-73.81514203000000407 40.70250209000000297))",382145178,Briarwood,912.363079
"MultiPoint ((-73.89852062999999305 40.81769297999999679),(-73.89413216580388166 40.81867008718861456))",382450297,Hunts Point,385.8101231
"MultiPoint ((-73.93484756332469487 40.80301816141574989),(-73.93229782000000228 40.79558155000000141))",382658584,125th Street,853.4074002
"MultiPoint ((-73.79842356000000336 40.70551523999999688),(-73.79467803992780262 40.70787313178585975))",382784928,Queens Central Library,410.7879691
"MultiPoint ((-73.88586614058736757 40.65320976133397579),(-73.86844675999999765 40.65169816000000225))",383096358,Spring Creek,1482.785946
"MultiPoint ((-73.91758393603561217 40.82658455897066574),(-73.91433766000000105 40.82326936999999845))",383168996,Melrose,458.8348391
"MultiPoint ((-73.94345827853814512 40.79421476546372816),(-73.94080200000000502 40.79287443999999851))",383457868,Aguilar,269.094758
"MultiPoint ((-74.13371460000000468 40.6282084999999995),(-74.1311046150839843 40.63758561600359087))",383565009,Port Richmond,1064.452173
"MultiPoint ((-73.90979373873230429 40.74534171298671481),(-73.90529628999999545 40.75563755000000299))",383580801,Woodside,1204.78002
"MultiPoint ((-73.9759665275553715 40.61587982519311879),(-73.96911455000000046 40.61701748000000123))",383801224,Ryder,593.4245144
"MultiPoint ((-73.8614574151798422 40.69453115325740811),(-73.85456625000000486 40.70060164000000213))",384243428,Woodhaven,890.8751892
"MultiPoint ((-73.94340751000000012 40.83345098000000206),(-73.93971034945566601 40.83454888730576471))",384420672,Washington Heights,334.8279289
"MultiPoint ((-73.99596856906980236 40.74448733065494821),(-73.99552613000000179 40.7493689599999982))",384822299,Muhlenberg,543.3864607
"MultiPoint ((-73.95802209000000005 40.71756615999999696),(-73.95755461344940329 40.70693042467485867))",384909490,Williamsburgh,1181.741252
"MultiPoint ((-73.94878857000000494 40.66405311999999839),(-73.9481022990788972 40.66118930773444617))",384947416,Crown Heights,323.2705266
"MultiPoint ((-73.91993365000000438 40.75783347000000134),(-73.91862332039818284 40.75852926696433087))",384955224,Broadway,134.9555719
"MultiPoint ((-73.99216459999999529 40.73088562000000223),(-73.98774284104662513 40.72890664078862955))",385119885,Ottendorfer,433.3912611
"MultiPoint ((-73.95717838000000199 40.68883912999999808),(-73.95128349802153878 40.69162308733464783))",385160754,Marcy,586.3958131
"MultiPoint ((-73.87797365739723432 40.73830324053647445),(-73.8715823999999941 40.7339268400000023))",385166116,Elmhurst <br> (Temporary location due to renovations),726.394015
"MultiPoint ((-73.95616471363496203 40.68181211172471734),(-73.95446501000000694 40.68615369999999842))",385399106,Bedford,503.0795051
"MultiPoint ((-73.9539081399999958 40.71453986000000214),(-73.94793571283621247 40.71364488802169035))",385551783,Leonard,514.3495103
"MultiPoint ((-73.89862128000000041 40.86308784999999943),(-73.89450288645043941 40.86298060519320785))",385603170,Bronx Library Center,347.4222868
