wkt_geom_LIB,CMPLNT_NUM,LIBRARY,DIST_LIB
"MultiPoint ((-73.88235555999999349 40.88175556000000199),(-73.87838435032448103 40.87437981398937836))",557903917,Mosholu,884.8455738
"MultiPoint ((-74.00106366999999352 40.59497816999999742),(-73.98862740604374721 40.59268511632151188))",557967989,Ulmer Park,1083.082066
"MultiPoint ((-73.92839866742114907 40.69481670002192431),(-73.92611469000000568 40.70446856000000224))",558085701,DeKalb,1089.064434
"MultiPoint ((-73.93886969999999792 40.67505484000000138),(-73.93365084956477062 40.66848651013449256))",558307126,Eastern Parkway,852.4848426
"MultiPoint ((-73.95200411000000429 40.78886135999999851),(-73.95180567162080365 40.78595979862155474))",558330020,96th Street,322.6528387
"MultiPoint ((-73.99731724999999471 40.72480072999999834),(-73.99568416859453635 40.72413926605543111))",558545533,Mulberry Street,156.3053272
"MultiPoint ((-73.80983348434089919 40.76375031625646272),(-73.80841116000000568 40.77311375000000027))",558885413,McGoldrick,1046.71529
"MultiPoint ((-73.91832832000000053 40.67169072000000085),(-73.90860343294448853 40.67152665585843607))",559014040,Brownsville,822.4544388
"MultiPoint ((-73.94315987000000234 40.69608199999999698),(-73.9396184213572667 40.70455906393867451))",559155324,Bushwick,987.798793
"MultiPoint ((-73.7668955200000056 40.71827104999999847),(-73.76232032699329011 40.7201665369172261))",559190647,Hollis,440.1566308
"MultiPoint ((-73.88506932468307298 40.75019608559315287),(-73.88412440000000458 40.74869593999999751))",559271017,Jackson Heights,184.7172542
"MultiPoint ((-73.97085556999999767 40.67187246999999672),(-73.96822438287129842 40.67234352633650474))",559768136,Brooklyn Central Library,228.5359636
"MultiPoint ((-73.99335691118673708 40.74046545561088095),(-73.99145686999999327 40.73512072999999845))",559773881,Andrew Heiskell Braille and Talking Book,614.8417389
"MultiPoint ((-73.8995244212446778 40.64220845315573882),(-73.89508361000000036 40.63741696999999675))",559884947,Canarsie,651.3258719
"MultiPoint ((-73.97547178000000656 40.75495200000000295),(-73.97356771683344334 40.75406787555062493))",560037879,Grand Central,188.3972061
"MultiPoint ((-73.98345365000000129 40.69105543999999952),(-73.97773263286963186 40.69448969834957097))",560119180,Walt Whitman,615.8555702
"MultiPoint ((-73.90703225999999404 40.82042566999999877),(-73.90464799347694225 40.82061890603642951))",560384917,Woodstock,202.2852957
"MultiPoint ((-73.81945312008846827 40.71003455781207947),(-73.80995355999999674 40.70200232999999912))",560442522,Briarwood,1200.028903
"MultiPoint ((-73.83775984999999764 40.58062359000000185),(-73.83774700520224599 40.57940488152448921))",560785989,Seaside,135.3368259
"MultiPoint ((-73.95824218248398552 40.65192508104459534),(-73.95812413000000163 40.64702004000000102))",560900273,Flatbush,544.782282
"MultiPoint ((-73.98624641554408754 40.60569303737043612),(-73.98452281000000141 40.60567360999999664))",560922123,Highlawn,145.8926099
"MultiPoint ((-73.97197626999999898 40.79303720000000055),(-73.96760677135273454 40.79587354648015207))",561063001,Bloomingdale,484.9741994
"MultiPoint ((-73.98941508999999428 40.73166765999999939),(-73.98774284104662513 40.72890664078862955))",561520304,Ottendorfer,337.5863757
"MultiPoint ((-73.80983348434089919 40.76375031625646272),(-73.80727179999999521 40.75012731000000343))",561790421,McGoldrick,1528.211411
"MultiPoint ((-73.99424430000000541 40.75622528000000244),(-73.99122081783711735 40.76493461839480403))",562055550,Columbus,1000.293699
"MultiPoint ((-73.95134169404904867 40.77065254346264567),(-73.95056089999999926 40.77738226999999682))",562106195,Webster,750.2343795
"MultiPoint ((-73.9344117400000016 40.64414339999999726),(-73.93035653080916347 40.64861929304923649))",562307355,Rugby,603.8994178
"MultiPoint ((-73.7411631364859943 40.6957226059506354),(-73.72864122000000009 40.69100844999999822))",562310782,Cambria Heights,1180.788966
"MultiPoint ((-73.8906261599999965 40.66846455999999677),(-73.88607053682676451 40.66515936973013368))",562329818,New Lots,532.0727333
"MultiPoint ((-73.88788268526543845 40.85434421451861198),(-73.8878172600000056 40.85326554000000243))",562344282,Belmont Library and Enrico Fermi Cultural Center,119.9149395
"MultiPoint ((-73.96938170465759299 40.7621860177235007),(-73.9665878299999946 40.76442736999999994))",562426479,58th Street,342.9304958
"MultiPoint ((-73.89450288645043941 40.86298060519320785),(-73.89124130999999807 40.86157702999999941))",562495639,Bronx Library Center,316.0872155
"MultiPoint ((-74.0078692134009799 40.71357685109020963),(-74.0065340999999961 40.71390113999999727))",562510807,New Amsterdam,118.4228887
"MultiPoint ((-74.0121714299999951 40.70992626000000314),(-74.0078692134009799 40.71357685109020963))",562546891,New Amsterdam,544.521949
"MultiPoint ((-73.95537377987903938 40.58701342922592659),(-73.94893159000000082 40.57611003000000238))",562611735,Sheepshead Bay,1327.958121
"MultiPoint ((-73.90179407206183271 40.83126291201479319),(-73.89113894000000471 40.83356444999999724))",562762625,Morrisania,934.3743536
"MultiPoint ((-73.86319371999999817 40.83908448999999763),(-73.8583500481608155 40.83378098529544786))",562816004,Parkchester,716.7758832
"MultiPoint ((-73.92839866742114907 40.69481670002192431),(-73.92401209000000506 40.7075440699999973))",562872690,DeKalb,1461.163564
"MultiPoint ((-73.8892436300410651 40.63446013901776865),(-73.88840107000000046 40.63456982000000295))",563055860,Jamaica Bay,72.31218775
"MultiPoint ((-73.96046900999999707 40.70355501000000231),(-73.95755461344940329 40.70693042467485867))",563317154,Williamsburgh,448.5089738
"MultiPoint ((-73.89287659000000019 40.68126832000000093),(-73.88723723774560881 40.68068925695902038))",563325007,Arlington,481.0653418
"MultiPoint ((-73.97285642999999311 40.76902096999999969),(-73.96938170465759299 40.7621860177235007))",563388313,58th Street,813.7437437
"MultiPoint ((-74.0136300012150059 40.64591212398882902),(-74.01350123000000281 40.65068292000000127))",563588940,Sunset Park,529.895084
"MultiPoint ((-73.9706144299999977 40.79372304000000327),(-73.96760677135273454 40.79587354648015207))",563874750,Bloomingdale,348.5156881
"MultiPoint ((-73.82967026999999405 40.75862467999999694),(-73.82888468513289126 40.75777406826377813))",563956427,Flushing,115.4259653
"MultiPoint ((-73.94688582000000565 40.80837413999999796),(-73.94331559838256851 40.80616044207548043))",564044831,Harlem,388.8283094
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98300921762813687 40.74811515837409104))",564176075,"Science, Industry and Business Library (SIBL)",588.8823615
"MultiPoint ((-73.89413216580388166 40.81867008718861456),(-73.88891327000000331 40.81819465000000235))",564235111,Hunts Point,443.4497743
"MultiPoint ((-73.90931635032427494 40.85742189422779092),(-73.90621389999999735 40.85248598999999814))",564416520,Francis Martin,607.3612086
"MultiPoint ((-73.94793571283621247 40.71364488802169035),(-73.94028099000000509 40.71744852999999864))",564421406,Leonard,772.4974509
"MultiPoint ((-73.86322248483968167 40.866804429026935),(-73.86115612999999769 40.86644952999999703))",564529538,Allerton,178.6058076
"MultiPoint ((-73.86563868000000355 40.68603760999999963),(-73.8614574151798422 40.69453115325740811))",564616872,Woodhaven,1007.235319
"MultiPoint ((-74.03359896999999989 40.62806725000000085),(-74.02953835191357257 40.63362571338248586))",564977888,Bay Ridge,706.4110125
"MultiPoint ((-73.81009488691064746 40.732925077255004),(-73.8046609400000051 40.739536379999997))",565079926,Pomonok,865.8526918
"MultiPoint ((-73.9287420902401351 40.77237538146876261),(-73.9278218000000038 40.77670604000000054))",565193132,Astoria,487.152828
"MultiPoint ((-73.98928218000000356 40.75043077000000125),(-73.98300921762813687 40.74811515837409104))",565286384,"Science, Industry and Business Library (SIBL)",588.8823615
"MultiPoint ((-73.752485870000001 40.60404396999999932),(-73.75247942402617696 40.60431350914962678))",565318168,Far Rockaway,29.93628745
"MultiPoint ((-74.09231002999999305 40.61246389000000079),(-74.0778638563883618 40.62625652229364448))",565360709,Stapleton,1959.624211
"MultiPoint ((-73.82888468513289126 40.75777406826377813),(-73.82744800000000396 40.76231580000000321))",565502690,Flushing,518.740632
"MultiPoint ((-73.95216347000000212 40.73292629000000176),(-73.9506949751409195 40.72602806688718147))",565693688,Greenpoint,776.0186701
"MultiPoint ((-73.94928059999999448 40.6616653800000023),(-73.9481022990788972 40.66118930773444617))",565786834,Crown Heights,112.7981677
"MultiPoint ((-73.95824218248398552 40.65192508104459534),(-73.95256417999999599 40.65155501000000271))",566081855,Flatbush,481.9805756
"MultiPoint ((-73.99033113000000128 40.73464580000000268),(-73.98774284104662513 40.72890664078862955))",566205040,Ottendorfer,673.7886662
"MultiPoint ((-73.9847699700000021 40.69043530999999803),(-73.97773263286963186 40.69448969834957097))",566509088,Walt Whitman,746.0111137
"MultiPoint ((-73.99122081783711735 40.76493461839480403),(-73.98752577999999858 40.76289723000000009))",566742813,Columbus,385.3916032
"MultiPoint ((-73.98451216196562541 40.77423207861021837),(-73.98223002999999665 40.77674649000000073))",566745537,Riverside,339.2391164
"MultiPoint ((-73.89413216580388166 40.81867008718861456),(-73.89186297000000536 40.82387628000000035))",567316813,Hunts Point,609.0192847
"MultiPoint ((-73.89450288645043941 40.86298060519320785),(-73.8895112499999982 40.86930172000000283))",567336935,Bronx Library Center,818.4432766
"MultiPoint ((-73.98557517000000416 40.73550440999999722),(-73.98204888964264114 40.73808712039059543))",567425142,Epiphany,413.4967883
"MultiPoint ((-73.90979373873230429 40.74534171298671481),(-73.90601965000000462 40.75459787999999861))",567625860,Woodside,1076.171257
"MultiPoint ((-73.97990195853162732 40.74380962013241714),(-73.97741283999999951 40.74670992000000069))",567720552,Kips Bay,384.6138197
"MultiPoint ((-73.88788268526543845 40.85434421451861198),(-73.88753563999999585 40.85092677000000094))",567725183,Belmont Library and Enrico Fermi Cultural Center,380.6374096
"MultiPoint ((-73.95180567162080365 40.78595979862155474),(-73.95114639999999895 40.79136969000000335))",568047911,96th Street,603.338972
"MultiPoint ((-73.95353074430393292 40.80297988196676329),(-73.95108756999999855 40.80262031000000178))",568231027,115th Street,209.999604
"MultiPoint ((-73.96760677135273454 40.79587354648015207),(-73.96262604999999724 40.79958621000000107))",568294911,Bloomingdale,588.7812867
"MultiPoint ((-73.89587559000000283 40.74639058999999719),(-73.88506932468307298 40.75019608559315287))",568411862,Jackson Heights,1005.730781
"MultiPoint ((-73.91513241598248385 40.68481004767250653),(-73.91285034999999937 40.68156788999999662))",568667904,Saratoga,408.4633702
"MultiPoint ((-73.99970915000000105 40.74107716000000323),(-73.99596856906980236 40.74448733065494821))",569119760,Muhlenberg,493.1787709
"MultiPoint ((-73.98954772999999818 40.57610718000000105),(-73.98606199262650307 40.57663777607667299))",569157078,Coney Island,300.9666061
"MultiPoint ((-73.7465337299999959 40.71577144999999831),(-73.73904906070274023 40.71988832717769924))",569219881,Queens Village,780.3455779
"MultiPoint ((-73.79021187041809071 40.69561111757665373),(-73.78047936000000107 40.69801662999999792))",569374628,South Jamaica,864.8739023
"MultiPoint ((-73.92839866742114907 40.69481670002192431),(-73.92532925999999804 40.68763163999999932))",569534035,DeKalb,839.0082366
"MultiPoint ((-73.86165592933878088 40.73743413794850454),(-73.85447668999999848 40.73832829999999916))",569552004,Lefrak City,614.4888922
"MultiPoint ((-73.96938170465759299 40.7621860177235007),(-73.968938780000002 40.76255336999999912))",569669957,58th Street,55.34309749
"MultiPoint ((-73.79467803992780262 40.70787313178585975),(-73.79208977000000402 40.7056165099999987))",569701278,Queens Central Library,332.6240279
"MultiPoint ((-74.0106096300000047 40.7100938499999998),(-74.0078692134009799 40.71357685109020963))",569761312,New Amsterdam,450.8026878
"MultiPoint ((-73.99335691118673708 40.74046545561088095),(-73.99145686999999327 40.73512072999999845))",569798038,Andrew Heiskell Braille and Talking Book,614.8417389
"MultiPoint ((-73.97742461999999364 40.7545461799999984),(-73.97356771683344334 40.75406787555062493))",569878035,Grand Central,330.0058267
"MultiPoint ((-73.86197684397808416 40.7508940803989006),(-73.85728715999999849 40.7554481000000024))",570014746,Corona,642.3370998
"MultiPoint ((-73.87403487805720204 40.67270747286008969),(-73.86572515999999666 40.67890403999999904))",570045748,Cypress Hills,983.4039747
"MultiPoint ((-73.93850507000000505 40.84373014999999896),(-73.93386591312449241 40.84787004116821407))",570276472,Fort Washington,603.669096
"MultiPoint ((-73.92453566000000365 40.81536346000000037),(-73.92438195200242035 40.81158963775246207))",570902980,Mott Haven,419.2847193
"MultiPoint ((-73.8583500481608155 40.83378098529544786),(-73.85619413000000577 40.83373201999999935))",571195224,Parkchester,181.924841
"MultiPoint ((-73.8708699700000011 40.75709176000000156),(-73.86819939085701492 40.75757730185452488))",571367754,Langston Hughes,231.8680624
"MultiPoint ((-73.94383087999999304 40.80708540999999911),(-73.94331559838256851 40.80616044207548043))",571386787,Harlem,111.5412337
"MultiPoint ((-73.80926182925428236 40.67478395373469624),(-73.80322268999999835 40.67668692000000163))",571470293,South Ozone Park,552.5886797
"MultiPoint ((-73.87502060024047523 40.82999287527916721),(-73.87375708000000429 40.82403354000000206))",571645453,Clason's Point,670.3155278
"MultiPoint ((-73.87403487805720204 40.67270747286008969),(-73.86888795999999502 40.68025810999999692))",571652361,Cypress Hills,944.6707848
"MultiPoint ((-73.89535449000000256 40.86217094999999944),(-73.89450288645043941 40.86298060519320785))",571781613,Bronx Library Center,115.062603
"MultiPoint ((-73.88506932468307298 40.75019608559315287),(-73.87667738999999756 40.74948143999999672))",572091497,Jackson Heights,713.1492161
"MultiPoint ((-73.9396184213572667 40.70455906393867451),(-73.93747711999999694 40.70305076000000355))",572550380,Bushwick,246.5804965
"MultiPoint ((-74.08510653000000445 40.62372036000000008),(-74.0778638563883618 40.62625652229364448))",572946220,Stapleton,674.4226836
"MultiPoint ((-73.87797365739723432 40.73830324053647445),(-73.87545147000000156 40.73533092000000266))",573163722,Elmhurst <br> (Temporary location due to renovations),392.8572466
"MultiPoint ((-73.90463354000000606 40.83534398999999837),(-73.90179407206183271 40.83126291201479319))",573276503,Morrisania,512.5977082
"MultiPoint ((-73.86545189000000278 40.69462029999999686),(-73.8614574151798422 40.69453115325740811))",573422602,Woodhaven,337.7675515
"MultiPoint ((-73.96285640000000683 40.78160280000000171),(-73.95637252319333754 40.77365564161394929))",573477748,Yorkville,1038.484868
"MultiPoint ((-73.93981766000000277 40.83506031000000291),(-73.93971034945566601 40.83454888730576471))",573894556,Washington Heights,57.51055975
"MultiPoint ((-73.85682155000000648 40.82596799000000232),(-73.85017019717382425 40.82662920810022911))",574115817,Castle Hill,565.8637809
"MultiPoint ((-73.93035653080916347 40.64861929304923649),(-73.92751178000000323 40.65683938000000097))",574150973,Rugby,943.9927054
"MultiPoint ((-73.96981787999999369 40.6468013699999986),(-73.96596507806374632 40.64080354720504573))",574395568,Cortelyou,741.4967105
"MultiPoint ((-73.83774700520224599 40.57940488152448921),(-73.82869067999999402 40.58231495999999794))",574454169,Seaside,832.0763818
"MultiPoint ((-73.98774284104662513 40.72890664078862955),(-73.98638938000000564 40.72411926000000193))",574603885,Ottendorfer,543.7894656
"MultiPoint ((-73.95180567162080365 40.78595979862155474),(-73.95068073999999569 40.7862121400000035))",575187731,96th Street,99.00038642
"MultiPoint ((-73.86429689000000565 40.87053189000000231),(-73.86322248483968167 40.866804429026935))",575246001,Allerton,423.7331312
"MultiPoint ((-73.88669059999999433 40.66585870000000114),(-73.88607053682676451 40.66515936973013368))",575400626,New Lots,93.70169473
"MultiPoint ((-73.75671961000000465 40.7289463600000019),(-73.75561942093419532 40.73450483347836126))",575497642,Windsor Park,624.2189314
"MultiPoint ((-73.8892436300410651 40.63446013901776865),(-73.88398062000000266 40.63437605000000019))",575526599,Jamaica Bay,445.3398119
"MultiPoint ((-73.87403487805720204 40.67270747286008969),(-73.86859703000000366 40.65773959999999931))",575701165,Cypress Hills,1724.574849
"MultiPoint ((-74.14925531999999464 40.62623508000000072),(-74.14852127833857764 40.60960200172146273))",575738593,Todt Hill-Westerleigh,1848.089742
"MultiPoint ((-73.92166803125439856 40.74084669683060156),(-73.91773550000000625 40.74314203000000134))",575951062,Sunnyside,418.6829615
"MultiPoint ((-73.96224333000000684 40.76750563000000227),(-73.9595499458424257 40.76491500625342468))",575959815,67th Street,366.7123531
"MultiPoint ((-73.87403487805720204 40.67270747286008969),(-73.86336052000000052 40.67164405999999843))",576029763,Cypress Hills,910.2168915
"MultiPoint ((-74.00337654508531671 40.60800934995232581),(-74.00169388000000481 40.59786293999999884))",576087121,"New Utrecht <br> (Temporary Closed, will reopen later this Summer (2016).",1135.685806
"MultiPoint ((-74.0106096300000047 40.7100938499999998),(-74.0078692134009799 40.71357685109020963))",576296841,New Amsterdam,450.8026878
"MultiPoint ((-73.99004179000000647 40.714993309999997),(-73.98850101814436186 40.7144095503349206))",576374902,Seward Park,145.4369856
"MultiPoint ((-73.99335691118673708 40.74046545561088095),(-73.9902178499999934 40.74430731999999722))",576456128,Andrew Heiskell Braille and Talking Book,502.3065558
"MultiPoint ((-73.98454684522840807 40.77350699119269706),(-73.98236273000000551 40.76650862999999703))",576713773,"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",798.7408831
"MultiPoint ((-73.850097930000004 40.68772016999999863),(-73.84648846296761349 40.68086717885688586))",576723914,Ozone Park <br> (Closed for renovations),819.9015449
"MultiPoint ((-74.00084956000000602 40.74715402999999725),(-73.99596856906980236 40.74448733065494821))",576822962,Muhlenberg,507.5771412
"MultiPoint ((-73.83031307000000254 40.75992938000000265),(-73.82888468513289126 40.75777406826377813))",576882644,Flushing,268.0190535
"MultiPoint ((-73.99335691118673708 40.74046545561088095),(-73.98970654999999397 40.73686898999999784))",576945514,Andrew Heiskell Braille and Talking Book,504.555995
"MultiPoint ((-73.89419875999999476 40.75463977999999798),(-73.88506932468307298 40.75019608559315287))",576991120,Jackson Heights,915.375066
"MultiPoint ((-73.99134798814833403 40.69568255523744682),(-73.98584805999999503 40.69086638000000278))",577144578,Brooklyn Heights,708.6247949
"MultiPoint ((-73.97773263286963186 40.69448969834957097),(-73.97136552999999992 40.69319947999999698))",577165765,Walt Whitman,556.9141296
"MultiPoint ((-73.99134798814833403 40.69568255523744682),(-73.98584805999999503 40.69086638000000278))",577563962,Brooklyn Heights,708.6247949
"MultiPoint ((-74.14922697000000085 40.62322681999999929),(-74.14852127833857764 40.60960200172146273))",577931132,Todt Hill-Westerleigh,1514.166415
"MultiPoint ((-73.89847765999999751 40.71797096000000238),(-73.89310456490117929 40.72699537010917936))",577940097,Maspeth,1100.171336
"MultiPoint ((-73.91344377999999438 40.84381837000000104),(-73.91008714449384343 40.84400191175044625))",578061497,Grand Concourse,283.809193
"MultiPoint ((-73.95650172000000566 40.60954756000000287),(-73.953105848656989 40.61025666727607586))",578083503,Kings Highway,297.9826664
"MultiPoint ((-73.87102414999999667 40.75016966999999823),(-73.86819939085701492 40.75757730185452488))",578125571,Langston Hughes,856.5000114
"MultiPoint ((-73.87183960000000127 40.89848969999999895),(-73.86794200000535682 40.90043990975718202))",578239792,Woodlawn Heights,393.4034528
"MultiPoint ((-73.96513276999999675 40.60630890000000193),(-73.9605993696468289 40.5952368631223024))",578421089,Homecrest,1287.991764
"MultiPoint ((-73.94894863000000385 40.67157113999999751),(-73.94856613670773982 40.67537085185231405))",578567043,Brower Park,423.1863699
"MultiPoint ((-73.98008824999999433 40.64621074000000078),(-73.97675876883680246 40.64875019151303803))",578589031,Windsor Terrace,398.5342433
"MultiPoint ((-73.8248296985085517 40.68690728824832803),(-73.81452145000000087 40.68444046999999841))",578668988,Lefferts,913.4368487
"MultiPoint ((-73.99133693000000278 40.71396138000000064),(-73.98850101814436186 40.7144095503349206))",578673551,Seward Park,244.7413669
"MultiPoint ((-73.96742742000000703 40.80445406999999847),(-73.96477561597041017 40.80613025800837335))",578711835,Morningside Heights,291.0658851
"MultiPoint ((-73.94793571283621247 40.71364488802169035),(-73.94642201999999997 40.71141032999999965))",578730709,Leonard,279.1693509
"MultiPoint ((-73.83707203999999535 40.87732822000000255),(-73.82931594567217815 40.87075330808789175))",579022202,Baychester,980.0919854
"MultiPoint ((-74.03136940540869659 40.61637311059178046),(-74.02930385000000513 40.61790445999999832))",579126577,Fort Hamilton,243.8607213
"MultiPoint ((-73.92355090156951292 40.83796001685503541),(-73.91945074999999576 40.83777887000000106))",579338009,High Bridge,346.3955495
"MultiPoint ((-73.88774723999999594 40.65485865000000132),(-73.88586614058736757 40.65320976133397579))",579481060,Spring Creek,242.5640225
"MultiPoint ((-73.98250029999999811 40.75127531999999775),(-73.98169851078917247 40.75189156171030902))",579504043,Mid-Manhattan,96.26999181
"MultiPoint ((-73.88788268526543845 40.85434421451861198),(-73.88508409000000654 40.85140742000000103))",579576252,Belmont Library and Enrico Fermi Cultural Center,402.5562372
"MultiPoint ((-73.99335691118673708 40.74046545561088095),(-73.99145686999999327 40.73512072999999845))",579613954,Andrew Heiskell Braille and Talking Book,614.8417389
"MultiPoint ((-73.81945312008846827 40.71003455781207947),(-73.80861502999999857 40.70343288000000115))",579639827,Briarwood,1173.160332
"MultiPoint ((-73.88506932468307298 40.75019608559315287),(-73.87667738999999756 40.74948143999999672))",579755025,Jackson Heights,713.1492161
"MultiPoint ((-73.97845456000000297 40.61671494000000138),(-73.9759665275553715 40.61587982519311879))",579774482,Ryder,230.0593236
"MultiPoint ((-73.83774700520224599 40.57940488152448921),(-73.83500268999999605 40.58044399999999996))",579780129,Seaside,259.4277949
"MultiPoint ((-73.97954667999999856 40.68488183000000191),(-73.97858353651876939 40.68346662977525341))",579923846,Pacific,176.9939112
"MultiPoint ((-73.93820196000000067 40.84320850000000291),(-73.93386591312449241 40.84787004116821407))",579978102,Fort Washington,633.7910549
"MultiPoint ((-73.91008714449384343 40.84400191175044625),(-73.90507159999999942 40.84744852000000037))",580073468,Grand Concourse,570.4359743
"MultiPoint ((-74.0078692134009799 40.71357685109020963),(-74.00744659999999442 40.71280318000000165))",580086552,New Amsterdam,93.04085389
"MultiPoint ((-73.95028573999999821 40.65747454000000261),(-73.9481022990788972 40.66118930773444617))",580214901,Crown Heights,451.9547469
"MultiPoint ((-73.97096032000000321 40.79560876000000036),(-73.96760677135273454 40.79587354648015207))",580422227,Bloomingdale,284.5440706
"MultiPoint ((-73.98753177999999764 40.75012867000000227),(-73.98300921762813687 40.74811515837409104))",580857746,"Science, Industry and Business Library (SIBL)",442.582046
"MultiPoint ((-73.91154833000000224 40.87762615999999838),(-73.90770595199646209 40.88069989038004337))",580999683,Kingsbridge,470.537789
"MultiPoint ((-73.98612251999999501 40.75822826000000276),(-73.98223080385784556 40.75320442290988154))",581119592,Stephen A. Schwarzman Building,647.4923657
"MultiPoint ((-73.95705320654998616 40.8137689645726951),(-73.95330303000000072 40.81107498000000078))",581299203,George Bruce,435.4532689
"MultiPoint ((-73.8964697899999976 40.86333845000000053),(-73.89450288645043941 40.86298060519320785))",581328295,Bronx Library Center,170.5226734
"MultiPoint ((-73.98897820999999908 40.66795333999999684),(-73.98345536969874559 40.6682350722980317))",581511517,Park Slope,468.0350942
"MultiPoint ((-73.86144430000000227 40.88605248999999731),(-73.85958124409599179 40.89108506540670618))",581689165,Wakefield,580.5132177
"MultiPoint ((-73.90770595199646209 40.88069989038004337),(-73.90327725999999586 40.88831008999999739))",581725005,Kingsbridge,923.8824979
"MultiPoint ((-73.93365084956477062 40.66848651013449256),(-73.93276074999999992 40.66621049999999826))",582020513,Eastern Parkway,263.7134718
"MultiPoint ((-73.95537377987903938 40.58701342922592659),(-73.95421550999999738 40.58739065999999696))",582266755,Sheepshead Bay,106.6296581
"MultiPoint ((-73.86388449000000378 40.73285578000000129),(-73.86165592933878088 40.73743413794850454))",582466820,Lefrak City,542.1528257
"MultiPoint ((-74.19322900650182362 40.53407849308034372),(-74.19165777000000617 40.52759509999999921))",582620958,Huguenot Park,732.1527613
"MultiPoint ((-73.85695785375374101 40.84802911005552062),(-73.8545087800000033 40.85584130000000158))",583298287,Morris Park,891.7926648
"MultiPoint ((-73.88918332000000078 40.66469184999999698),(-73.88607053682676451 40.66515936973013368))",583578855,New Lots,268.2875834
"MultiPoint ((-73.99909950999999353 40.72403496999999817),(-73.99568416859453635 40.72413926605543111))",583611256,Mulberry Street,288.7776624
"MultiPoint ((-73.77590918999999303 40.68004873000000288),(-73.77059021605380451 40.67287520439724346))",584030518,Rochdale Village,914.7684815
"MultiPoint ((-74.10113728935810684 40.59039133599787164),(-74.08617943000000139 40.595365809999997))",584036954,Dongan Hills,1381.444216
"MultiPoint ((-73.99648986636721304 40.71333307050746697),(-73.99339992000000166 40.71734305999999748))",584184374,Chatham Square,516.199491
"MultiPoint ((-74.17125230999999985 40.63898418000000134),(-74.16658190502364789 40.6346934318446884))",584453480,Mariners Harbor,618.9726737
"MultiPoint ((-73.96938170465759299 40.7621860177235007),(-73.96635808000000623 40.76187468999999908))",584462033,58th Street,257.6362049
"MultiPoint ((-74.11195814748114685 40.57193184836513211),(-74.11056460999999729 40.56959317999999826))",584482157,New Dorp,285.2510816
"MultiPoint ((-73.7449444399999976 40.72951101000000307),(-73.73904906070274023 40.71988832717769924))",584804358,Queens Village,1178.959414
"MultiPoint ((-73.92355090156951292 40.83796001685503541),(-73.91945074999999576 40.83777887000000106))",584876348,High Bridge,346.3955495
"MultiPoint ((-73.8251699638920087 40.74293094649011238),(-73.82119457999999668 40.75065479999999951))",585152675,Queensboro Hill,921.0972234
"MultiPoint ((-74.01764224999999442 40.63807006999999771),(-74.0136300012150059 40.64591212398882902))",585592184,Sunset Park,934.6350399
"MultiPoint ((-73.95637252319333754 40.77365564161394929),(-73.95374064000000658 40.77916766999999965))",585674338,Yorkville,651.1843083
"MultiPoint ((-73.92622124000000383 40.81676711000000068),(-73.92438195200242035 40.81158963775246207))",585742356,Mott Haven,595.5338601
"MultiPoint ((-73.99033113000000128 40.73464580000000268),(-73.98774284104662513 40.72890664078862955))",586094073,Ottendorfer,673.7886662
"MultiPoint ((-73.89744090000000654 40.86190658000000298),(-73.89450288645043941 40.86298060519320785))",586114274,Bronx Library Center,274.9232613
"MultiPoint ((-73.88235555999999349 40.88175556000000199),(-73.87838435032448103 40.87437981398937836))",586166753,Mosholu,884.8455738
"MultiPoint ((-73.99134798814833403 40.69568255523744682),(-73.98584805999999503 40.69086638000000278))",586480251,Brooklyn Heights,708.6247949
"MultiPoint ((-74.0053310144535601 40.72998291458652886),(-74.00422279999999375 40.72850610999999788))",586532905,Hudson Park,188.8381515
"MultiPoint ((-73.98451216196562541 40.77423207861021837),(-73.98223002999999665 40.77674649000000073))",586954369,Riverside,339.2391164
"MultiPoint ((-73.86522397999999612 40.85018648999999868),(-73.86414666163359755 40.85487588027383765))",587131008,Pelham Parkway-Van Nest,528.6256625
"MultiPoint ((-73.82276971000000287 40.71616931999999878),(-73.81945312008846827 40.71003455781207947))",587174582,Briarwood,736.6464207
"MultiPoint ((-73.88586614058736757 40.65320976133397579),(-73.86844675999999765 40.65169816000000225))",587366077,Spring Creek,1482.785946
"MultiPoint ((-73.93726359000000059 40.66167867000000058),(-73.93365084956477062 40.66848651013449256))",587628459,Eastern Parkway,815.3840122
"MultiPoint ((-73.91862332039818284 40.75852926696433087),(-73.91604370999999674 40.76261479000000065))",587653472,Broadway,503.2732216
"MultiPoint ((-73.953105848656989 40.61025666727607586),(-73.95225200000000143 40.61440964999999892))",587915374,Kings Highway,466.8003385
"MultiPoint ((-73.98454684522840807 40.77350699119269706),(-73.98236273000000551 40.76650862999999703))",588060165,"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",798.7408831
"MultiPoint ((-73.99843045999999447 40.6393038300000029),(-73.98900318822344957 40.63888883871237567))",588113544,Borough Park,798.8062623
"MultiPoint ((-73.86585782999999594 40.8782216099999971),(-73.86322248483968167 40.866804429026935))",588370586,Allerton,1287.209301
"MultiPoint ((-74.01034306908539406 40.67524077364750212),(-74.00628220000000113 40.68209753000000006))",588643449,Red Hook,835.2466189
